Doctor Name,Education,Speciality,Experience,Chamber,Location,Concentration
Dr. Khyrun Nahar Shaila,"MBBS,MD (Dermatology & Venereology)",Dermatologist,19,Marine Healthcare Hospital and Diagnostic Centre, Dhaka-1229,"Acne Problems,Alopecia Areata,Atopic Dermatitis Treatment,Dermatitis Treatment,eczema,Herpes Simplex (Cold Sores),Herpes zoster (shingles),Impetigo,Psoriasis Treatment,Rosacea,Skin Allergies,Skin Grafting for Vitiligo,treatment for ringworm,WARTS,Cellulitis"
Asst. Prof. Dr. A B M G Kibria,"MBBS,D-Ortho",Orthopedist,26,Marine Healthcare Hospital and Diagnostic Centre, Dhaka-1229,"Achilles Tendonitis,Arthroscopy,Baker's Cyst,Cubital Tunnel Syndrome,Herniated Disc,Joint Mobilization,Knee Osteotomy,Knee Replacement,Ligament Sprains,Rheumatoid arthritis,Spinal Disorders,Stress Fractures,Tennis Elbow,Trigger Finger"
Dr. Major S M Iqbal Hossain,"MBBS (DMC),MCPS (Surgery),MS (Orthopedic Surgery)",Orthopedic Surgeon,22,Marine Healthcare Hospital and Diagnostic Centre, Dhaka-1229,"Arthritis and Pain Management,Arthroscopy,Fracture Fixation,Joint Resurfacing,Ligament and Tendon Repair,Meniscus Tear,Osteoporosis Treatment,Rotator Cuff Repair,Shoulder Bursitis,Shoulder Fractures,Spinal Decompression,Spinal Disc Replacement,Spinal Fusion,Total Joint Replacement,Ligament Reconstruction"
Dr. Md. Zillur Hassan Rony,"MBBS,BCS,MS (Ortho)",Orthopedic Surgeon,19,Marine Healthcare Hospital and Diagnostic Centre, Dhaka-1229,"Arthritis,Arthroscopy,Fracture Fixation,Joint Resurfacing,Ligament and Tendon Repair,Meniscus Tear,Osteoporosis Treatment,Rotator Cuff Repair,Shoulder Bursitis,Shoulder Fractures,Spinal Decompression,Spinal Disc Replacement,Spinal Fusion,Total Joint Replacement,Ligament Reconstruction"
Dr. Tanvir Ahmad,"MBBS,BCS (Health),MD (Hepatology, BSMMU)",Hepatologist,18,Marine Healthcare Hospital and Diagnostic Centre, Dhaka-1229,"Bile flow obstruction,Gastroscopy,Hepatitis B Treatment,Hepatitis C Treatment,Intra-Uterine Insemination (IUI),Jaundice Treatment,Liver Disease Treatment,Liver granulomas,Liver metastases,Liver vasculitis,Portal biliopathy,Primary biliary cholangitis (PBC),Primary sclerosing cholangitis (PSC),Wilson's Disease Treatment,Liver abscess"
Dr. Md. Israrul Hossain,"MBBS,D-Card,FCCP (USA),BCS (Health)",Cardiologist,23,Marine Healthcare Hospital and Diagnostic Centre, Dhaka-1229,"Abnormal Heartbeat,Anticoagulation Therapy,Antiplatelet Therapy,Cardiac Medicine,Cardiac Rehabilitation,Cardiogenic Shock,Cardiomyopathy,Coronary Artery Disease (CAD),Healthy Heart Diet,Heart Abnormalities,Heart Attack,Heart Infection (Endocarditis),High Blood Pressure,High Cholesterol,General Cardiac Check-up"
Dr. Sayeda Huma Rahman,"MBBS,FCPS (Gynae & Obs.),DMU",Gynecologist & Obstetrician,26,Marine Healthcare Hospital and Diagnostic Centre, Dhaka-1229,"Chemoembolization,Female Sexual Dysfunction,Gynae Problems,Hormone Dirtubances,Hysteroscopy,Ovarian Cystectomy,Ovarian Cysts,Pelvic Inflammatory Disease (PID),Polycystic Ovary Syndrome (PCOS),Pregnancy Care & Check-up,Premenstrual Syndrome (PMS),Recurrent Miscarriages,Sexually Transmitted Disease (STD) Treatment,Uterine Fibroids,Vaginal Infection Treatment,Menorrhagia (Menstrual Disorder)"
Dr. Rizwana Sharmin Lima,"MBBS,BCS (Health),MS (Obs. & Gynae-BSMMU)",Gynecologist & Obstetrician,22,Marine Healthcare Hospital and Diagnostic Centre, Dhaka-1229,"Embolization,Female Sexual Dysfunction,Gynae Problems,Hormone Dirtubances,Hysteroscopy,Ovarian Cystectomy,Ovarian Cysts,Pelvic Inflammatory Disease (PID),Polycystic Ovary Syndrome (PCOS),Pregnancy Care & Check-up,Premenstrual Syndrome (PMS),Recurrent Miscarriages,Sexually Transmitted Disease (STD) Treatment,Uterine Fibroids,Vaginal Infection Treatment,Menorrhagia (Menstrual Disorder)"
Dr. Tahmina Begum Tuhin,"MBBS,FCPS (Gynae & Obs.)",Gynecologist & Obstetrician,22,Marine Healthcare Hospital and Diagnostic Centre, Dhaka-1229,"Embolization,Female Sexual Dysfunction,Gynae Problems,Hormone Dirtubances,Hysteroscopy,Ovarian Cystectomy,Ovarian Cysts,Pelvic Inflammatory Disease (PID),Polycystic Ovary Syndrome (PCOS),Pregnancy Care & Check-up,Premenstrual Syndrome (PMS),Recurrent Miscarriages,Sexually Transmitted Disease (STD) Treatment,Uterine Fibroids,Vaginal Infection Treatment,Menorrhagia (Menstrual Disorder)"
Dr. Farhana Faruque,"MBBS,BCS (Health),DGO (Gynae & Obs.),DMU,CCD (BIRDEM)",Gynecologist & Obstetrician,17,Marine Healthcare Hospital and Diagnostic Centre, Dhaka-1229,"Embolization,Female Sexual Dysfunction,Gynae Problems,Hormone Dirtubances,Hysteroscopy,Ovarian Cystectomy,Ovarian Cysts,Pelvic Inflammatory Disease (PID),Polycystic Ovary Syndrome (PCOS),Pregnancy Care & Check-up,Premenstrual Syndrome (PMS),Recurrent Miscarriages,Sexually Transmitted Disease (STD) Treatment,Uterine Fibroids,Vaginal Infection Treatment,Menorrhagia (Menstrual Disorder)"
Dr. Abul Hasnat,"MBBS (Dhaka),MRCP (UK),CCD (BIRDEM),FCPS (Nephrology-FP),MSc in Nephrology (UK)",Nephrologist,15,Marine Healthcare Hospital and Diagnostic Centre, Dhaka-1229,"Acid-Base Fluctuations,Chronic Kidney Disease (CKD),Chronic Renal Failure,Diabetic Kidney Disorder,Dialysis,Electrolyte Disorders,Glomerular Complications,Kidney Disease Treatment,Kidney Infections,Kidney Stone Treatment,Nephrotic Syndrome Treatment,Polycystic kidneys diseases,Transplant Nephrology,Ureteroscopy (URS),Renal Insufficiency"
Dr. Badal Kumar Saha,"MBBS,BCS (Health),FCPS (Medicine),CCD (BIRDEM)","Medicine Specialist
Diabetes Specialist",18,Marine Healthcare Hospital and Diagnostic Centre, Dhaka-1229,"Alzheimer's Disease,Arthritis Problem,Diabetes Management,Diabetes Type 2,General Medicine,Gestational diabetes,Heart Diseases,Infectious Diseases,Metabolic disease,Parkinson's disease,Pituitary Diseases,Polycystic Ovary Syndrome (PCOS),Prediabetes,Trauma and wound care,Trouble Sleeping,Type 1 Diabetes Treatment,Vaccination / Immunization,Thyroid Disorders in Diabetes"
Prof. Dr. Col. Md. Shahidullah (Retd.),"MBBS,MPH,MPhil (PSM)",Medicine Specialist,31,Marine Healthcare Hospital and Diagnostic Centre, Dhaka-1229,"Aesthetic Medicine,Alzheimer's Disease,Arthritis Problem,General Medicine,Geriatric Medicine,Heart Diseases,Infectious Diseases,Influenza (Common Cold),Neonatal Medicine,Parkinson's disease,Pediatric Medicine,Trauma and wound care,Trouble Sleeping,Vaccination / Immunization,Adolescent Medicine"
Dr. Rezaul Huq,"MBBS,MRCP (UK)",Gastroenterologist,17,Marine Healthcare Hospital and Diagnostic Centre, Dhaka-1229,"Acidity Treatment,Celiac Disease,Constipation,Diarrhea,Diverticulitis,Gastritis Treatment,Gastroesophageal Reflux Disease (GERD),Gastrointestinal Bleeding,Gastrointestinal Motility Disorders,Gastroscopy,Inflammatory bowel disease (IBD),Irritable bowel syndrome (IBS),Lactose Intolerance,Malabsorption Syndromes,Peptic Ulcers,Stomach Ache,Intestinal Infections"
Dr. Md Hasan Kabir,"MBBS (DU),CCD (Birdem),PGT (ENT)",Otolaryngologists (ENT),19,Remicon Health Services Ltd., Dhaka-1206,"Adenoiditis,Allergies,Cholesteatoma,Chronic Rhinitis,Conductive Hearing Loss,Deviated septum,Head and Neck Tumor,Laryngeal Papillomatosis,Laryngitis,Meniere's disease,Otitis Media (Middle Ear Infection),Otosclerosis,Sinusitis,Surgery for Snoring,Swimmer's ear,Tinnitus (Ringing in the Ears),Tonsillitis Treatment,Zenker's Diverticulum"
Dr. Mohammad Nadimul Islam,"MBBS (DMC),BCS (Health),MRCP (UK),MD (Hematology),MACP",Hematologist,19,Remicon Health Services Ltd., Dhaka-1206,"Anemia,Blood Clots,Blood Transfusion,Bone marrow failure syndromes,Coagulation Disorders,Hemochromatosis (Excess Iron),Hemoglobinopathies (e.g., HbS, HbC),Hemolytic anemia,Hemophilia,Iron-deficiency anemia,Leukemia,Lymphoma,Plasma cell disorders,Sickle Cell Anemia,Thalassemia,Eosinophilic Disorders"
Dr. Nahid Sultana,"MBBS (DMC),BCS (Health),FCPS (Gynae & Obs)","Gynecologist & Obstetrician
Infertility Specialist",20,Remicon Health Services Ltd., Dhaka-1206,"Embolization,Female Sexual Dysfunction,Gynae Problems,Hormone Dirtubances,Hysteroscopy,Ovarian Cystectomy,Ovarian Cysts,Pelvic Inflammatory Disease (PID),Polycystic Ovary Syndrome (PCOS),Pregnancy Care & Check-up,Premenstrual Syndrome (PMS),Sexually Transmitted Disease (STD) Treatment,Uterine Fibroids,Vaginal Infection Treatment,Recurrent Miscarriages"
Asst. Prof. Dr. Zeenat Jahan,"MBBS,FCGP,DFM (BSMMU)","Gynecologist & Obstetrician
Infertility Specialist",22,Remicon Health Services Ltd., Dhaka-1206,"Embolization,Female Sexual Dysfunction,Gynae Problems,Hormone Dirtubances,Hysteroscopy,Ovarian Cystectomy,Ovarian Cysts,Pelvic Inflammatory Disease (PID),Polycystic Ovary Syndrome (PCOS),Premenstrual Syndrome (PMS),Sexually Transmitted Disease (STD) Treatment,Uterine Fibroids,Vaginal Infection Treatment,Pregnancy Care & Check-up"
Asst. Prof. Dr. Fahmida Islam,"MBBS,MCPS,FCPS (Paediatric)",Pediatrician & Neonatologist,23,Remicon Health Services Ltd., Dhaka-1206,"Allergy Testing,Asthma,Auto-immune Diseases in Children,Child Nutrition,Child Trauma & Injuries,Health Checkup (Pediatric),Infectious Diseases,Malnutrition,New Born Care,Pediatric Emergencies,Pediatric Intensive Care Unit (PICU),Pneumonia Treatment,Vaccination/ Immunization,Viral Fever Treatment,Growth & Development"
Asst. Prof. Dr. Md. Hasan Alamgir,"MBBS (Dhaka),MD (Cardiology)",Cardiologist,24,Popular Diagnostic Centre Ltd. | Mirpur (Unit 1), Dhaka-1216,"Abnormal Heartbeat,Anticoagulation Therapy,Antiplatelet Therapy,Cardiac Medicine,Cardiac Rehabilitation,Cardiogenic Shock,Cardiomyopathy,Coronary Artery Disease (CAD),Healthy Heart Diet,Heart Abnormalities,Heart Attack,Heart Infection (Endocarditis),High Blood Pressure,High Cholesterol,General Cardiac Check-up"
Dr. Md. Alamgir Hossain,"PhD (Physio),MS (Physio, India),BSPT,ADIE (DU)- Resource Person,PGD (Medicine, Belgium),PGT (Mulligan, India)",Physiotherapist,22,Medi Hope General Hospital, Dhaka-1360,"Back Pain Physiotherapy,Cerebral Palsy (CP),Frozen Shoulder,Multiple Sclerosis (MS),Pelvic Floor Dysfunction,Plantar Fasciitis,Post Pregnancy Classes,Post-Surgery Rehabilitation,Postural Reeducation,Soft Tissue Injury Management,Spinal Cord Injury,Sports Physiotherapy,Sprains and Strains,Tendonitis,Plantar Fasciitis"
Dr. Nurun Nahar,"MBBS,BCS (Health),MCPS,FCPS (Obs & Gynae)",Gynecologist & Obstetrician,16,Islami Bank Central Hospital | Kakrail, Dhaka-1000,"Advice To Pregnant Women,All Gynae Surgery,Complicated Pregnancy Treatment,Cosmetic Laser Gynaecologist,Diseases in Pregnancy,Doppler Scan In Pregnancy,Gynae Check Up,Gynae Problems,Gynae Problems,Gynaec Laparoscopy,Gynec Advices,Gynecologic Oncology,Gynecological Cancer Treatment,Laparoscopic Gynaecology,Maternal Care,OB-GYN Anesthesia,Maternal Care/ Checkup"
Dr. Ainun Nahar,"MBBS (Dhaka),BCS (Health),FCPS (Obs & Gynae)",Gynecologist & Obstetrician,14,Islami Bank Central Hospital | Kakrail, Dhaka-1000,"Abortion / Medical Termination of Pregnancy (MTP),Advice To Pregnant Women,All Gynae Surgery,Antenatal counselling for mothers with high risk pregnancies,Complicated Pregnancy Treatment,Diseases in Pregnancy,Doppler Scan In Pregnancy,Gynae Check Up,Gynae Problems,Gynae Problems,Gynaec Laparoscopy,Gynaecological Endoscopy,Gynec Advices,Early Pregnancy Scan"
Dr. Nusrat Jahan Lata,"MBBS,FCPS (Obs & Gynae) DGO,MCPS",Gynecologist & Obstetrician,16,Islami Bank Central Hospital | Kakrail, Dhaka-1000,"Abortion / Medical Termination of Pregnancy (MTP),Advice To Pregnant Women,All Gynae Surgery,Gynae Check Up,Gynae Problems,Gynae Problems,Gynaec Laparoscopy,Gynaecological Endoscopy,Gynec Advices,Gynecologic Oncology,Gynecological Cancer Treatment,Gynecomastia Treatment / Surgery,Maternal Care/ Checkup,Maternal Fetal Medicine,Maternity Care,Diseases in Pregnancy"
Dr. Ferdous Ara Banu Kakoli,"MBBS,FCPS(OBGYN)",Gynecologist & Obstetrician,15,Islami Bank Central Hospital | Kakrail, Dhaka-1000,"Abortion / Medical Termination of Pregnancy (MTP),Advice To Pregnant Women,All Gynae Surgery,Fetomaternal Medicine,Gynae Check Up,Gynae Problems,Gynae Problems,Gynaec Laparoscopy,Gynaecological Endoscopy,Gynec Advices,Gynecologic Oncology,Maternal Care/ Checkup,Maternal Fetal Medicine,Maternity Care,Complicated Pregnancy Treatment"
Assoc. Prof. Dr. Syada Sayeeda,"MBBS,(Dhaka),FCPS (Obs & Gynae)",Gynecologist & Obstetrician,19,Islami Bank Central Hospital | Kakrail, Dhaka-1000,"All Gynae Surgery,Gynae Check Up,Gynae Problems,Gynae Problems,Gynaec Laparoscopy,Gynaecological Endoscopy,Gynec Advices,Gynecologic Oncology,Gynecomastia Treatment / Surgery,Laparoscopic Gynaecology,Laparoscopic Surgery (Obs & Gyn),Maternal Fetal Medicine,Obstetrics & Gynecology,Maternal Care/ Checkup"
Prof. Dr. Tawfiqua Hossain,"MBBS,FCPS,MS(Gynae & Obstetrics)",Gynecologist & Obstetrician,23,Islami Bank Central Hospital | Kakrail, Dhaka-1000,"Abortion / Medical Termination of Pregnancy (MTP),Advice To Pregnant Women,All Gynae Surgery,Antenatal counselling for mothers with high risk pregnancies,Gynae Check Up,Gynae Problems,Gynae Problems,Gynaec Laparoscopy,Gynaecological Endoscopy,Gynec Advices,Maternal Care/ Checkup,Maternal Fetal Medicine,Maternity Care,Diseases in Pregnancy"
Dr. Faruk Ahmed,"MBBS,DCH",Pediatrician,17,Medi Hope General Hospital, Dhaka-1360,"Allergy Testing,Asthma,Auto-immune Diseases in Children,Child Nutrition,Child Trauma & Injuries,Health Checkup (Pediatric),Infectious Diseases,Malnutrition,New Born Care,Pediatric Emergencies,Pediatric Intensive Care Unit (PICU),Pneumonia Treatment,Vaccination/ Immunization,Viral Fever Treatment,Growth & Development"
Dr. Md. Shahidul Islam Rony,"MBBS (DMC),BCS (Health),FCPS (Medicine),MACP (America),FCPS (Gastroenterology)","Medicine Specialist
Gastroenterologist",22,Medi Hope General Hospital, Dhaka-1360,"Acidity Treatment,Celiac Disease,Constipation,Diarrhea,Diverticulitis,Gastritis Treatment,Gastroesophageal Reflux Disease (GERD),Gastrointestinal Bleeding,Gastroscopy,Inflammatory bowel disease (IBD),Irritable bowel syndrome (IBS),Lactose Intolerance,Malabsorption Syndromes,Peptic Ulcers,Gastrointestinal Motility Disorders"
Dr. Rafia Masud,"MBBS (Dhaka),BCS (Health),MS (Gy & Obs)","Gynecologist & Obstetrician
Infertility Specialist",17,Medi Hope General Hospital, Dhaka-1360,"Embolization,Female Sexual Dysfunction,Gynae Problems,Hormone Dirtubances,Hysteroscopy,Ovarian Cystectomy,Ovarian Cysts,Pelvic Inflammatory Disease (PID),Polycystic Ovary Syndrome (PCOS),Pregnancy Care & Check-up,Premenstrual Syndrome (PMS),Sexually Transmitted Disease (STD) Treatment,Uterine Fibroids,Vaginal Infection Treatment,Recurrent Miscarriages"
Dr. Lubna Jahan,"MBBS (Dhaka),BCS (Health),FCPS (Gynae & Obs)","Gynecologist & Obstetrician
Infertility Specialist",23,Medi Hope General Hospital, Dhaka-1360,"Embolization,Female Sexual Dysfunction,Gynae Problems,Hormone Dirtubances,Hysteroscopy,Ovarian Cystectomy,Ovarian Cysts,Pelvic Inflammatory Disease (PID),Polycystic Ovary Syndrome (PCOS),Pregnancy Care & Check-up,Premenstrual Syndrome (PMS),Sexually Transmitted Disease (STD) Treatment,Uterine Fibroids,Vaginal Infection Treatment,Recurrent Miscarriages"
Dr. Md. Estakur Rahman,"MBBS,BCS (Health),MD (Cardiology)",Cardiologist,20,Cantonment Diagnostic Centre, Dhaka-1206,"Abnormal Heartbeat,Anticoagulation Therapy,Antiplatelet Therapy,Cardiac Medicine,Cardiac Rehabilitation,Cardiogenic Shock,Cardiomyopathy,Coronary Artery Disease (CAD),Healthy Heart Diet,Heart Abnormalities,Heart Attack,Heart Infection (Endocarditis),High Blood Pressure,High Cholesterol,General Cardiac Check-up"
Dr. Atiq Mahmud,"BDS (DDC),BCS (Health),MS (BSMMU),PGT (Oral & Maxillofacial Surgery)",Maxillofacial and Dental Surgeon,18,Cantonment Diagnostic Centre, Dhaka-1206,"Cavities (Tooth Decay),Dental Caries,Dental Implants,Dental implants,Dry Mouth,Impacted Teeth,Impacted Teeth,Improve Jaw Function,Mouth Tumors,Periodontal Disease,Salivary Gland Disorders,Sensitive Teeth,Temporomandibular Joint (TMJ),Treat Oral Diseases,Lingual Orthodontics"
Dr. Hasib Uddin,"MBBS (DU),CCD (Birdem),MS (Course, DMCH)","Medicine Specialist
Diabetologist",22,Cantonment Diagnostic Centre, Dhaka-1206,"Depression and Anxiety in Diabetes,Diabetes Management,Diabetes Type 2,Gestational diabetes,High Cholesterol (Dyslipidemia),Metabolic disease,Non-Alcoholic Fatty Liver Disease (NAFLD),Obesity,Pituitary Diseases,Polycystic Ovary Syndrome (PCOS),Prediabetes,Thyroid Disorders in Diabetes,Type 1 Diabetes Treatment,Pancreatitis"
Dr. Major Sazzad Hossain Chowdhury,"MBBS,MPH,CCD (Birdem)","Medicine Specialist
Diabetologist",22,BRAC Healthcare | Mirpur, Dhaka-1216,"Alcoholic Fatty Liver Disease,Depression and Anxiety in Diabetes,Diabetes Management,Diabetes Type 2,Gestational diabetes,High Cholesterol (Dyslipidemia),Metabolic disease,Non-Alcoholic Fatty Liver Disease (NAFLD),Obesity,Pituitary Diseases,Polycystic Ovary Syndrome (PCOS),Prediabetes,Thyroid Disorders in Diabetes,Type 1 Diabetes Treatment,Pancreatitis"
Asst. Prof. Dr. MD. Johirul Islam Shakil,"MBBS,DTCD",Respiratory Specialist,25,Cantonment Diagnostic Centre, Dhaka-1206,"Asbestosis,Bronchitis Treatment,Chronic Bronchitis,Chronic Cough,Cystic Fibrosis,Emphysema,Goodpasture syndrome,Hypersensitivity Pneumonitis,Lung Abscess,Pleural Effusion,Pneumonia,Pulmonary Hypertension,Tuberculosis,Primary Ciliary Dyskinesia (Pcd)"
Dr. Umme Saima Hossain,"MBBS (Dhaka),FCPS (Paediatric),PGT (Medicine)",Pediatrician,20,Kanak General Hospital Ltd., Dhaka-1450,"Allergy Testing,Asthma,Auto-immune Diseases in Children,Child Nutrition,Child Trauma & Injuries,Health Checkup (Pediatric),Infectious Diseases,Malnutrition,New Born Care,Pediatric Emergencies,Pediatric Intensive Care Unit (PICU),Pneumonia Treatment,Vaccination/ Immunization,Viral Fever Treatment,Growth & Development"
Dr. Saymon Sahariar,"MBBS,CCD(BIRDEM),MRCP Part 2 (UK)",Family Medicine Specialist,7,Imperial Private Health Care (BD) Ltd., Dhaka-1000,"Adolescent Medicine,Adult Vaccination,Aesthetic Medicine,Allergy & Immunotheraphy,Allergy Vaccine,Cardiac Medicine,Critical Care Medicine,Dengue Fever,Diet Counseling,Family Medicine,Female Genital Aesthetic Surgery,Fever Treatment,General Medicine,Health Checkup (Pediatric)"
Dr. Afreen Sultana,"MBBS (DU),PGT (Dermatology & Venereology)",Dermatologist,3,Imperial Private Health Care (BD) Ltd., Dhaka-1000,"Acne Problems,Allergic conjunctivitis,Allergic Enteropathy,Allergy Skin Prick Test,Alopecia Areata,Atopic Dermatitis Treatment,Cellulitis & Skin Abscesses,Dull Skin,Eczema Treatment,Rosacea,Vitiligo,Electrocautery for Warts"
Dr. Saif Rahman Khan,"MBBS (Dhaka),BCS (Health),FCPS (ENT)",Otolaryngologists (ENT),19,Kanak General Hospital Ltd., Dhaka-1450,"Adenoiditis,Allergies,Cholesteatoma,Chronic Rhinitis,Conductive Hearing Loss,Deviated septum,Head and Neck Tumor,Laryngeal Papillomatosis,Laryngitis,Meniere's disease,Otitis Media (Middle Ear Infection),Otosclerosis,Sinusitis,Surgery for Snoring,Swimmer's ear,Tinnitus (Ringing in the Ears),Tonsillitis Treatment,Zenker's Diverticulum"
Dr. J M Miraj,"MBBS (Dhaka),PGT (Paediatrics)",Pediatrician,17,Kanak General Hospital Ltd., Dhaka-1450,"Allergy Testing,Asthma,Auto-immune Diseases in Children,Child Nutrition,Child Trauma & Injuries,Health Checkup (Pediatric),Infectious Diseases,Malnutrition,New Born Care,Pediatric Emergencies,Pediatric Intensive Care Unit (PICU),Pneumonia Treatment,Vaccination/ Immunization,Viral Fever Treatment,Growth & Development"
Assoc. Prof. Dr. Md. Khondakar Alwan Nahid,"MBBS (Dhaka),MD (Bio),PGT (Medicine & Cardio)","Medicine Specialist
Diabetes Specialist",23,Kanak General Hospital Ltd., Dhaka-1450,"Alzheimer's Disease,Arthritis Problem,Diabetes Management,Diabetes Type 2,General Medicine,Gestational diabetes,Heart Diseases,Metabolic disease,Parkinson's disease,Pituitary Diseases,Polycystic Ovary Syndrome (PCOS),Prediabetes,Thyroid Disorders in Diabetes,Trauma and wound care,Trouble Sleeping,Vaccination / Immunization,Depression and Anxiety in Diabetes"
Dr. Sharmin Sultana,"MBBS (RU),PGT (Gynae & Obs),CCD (Birdem),CMU (USG),FCPS (Gynae & Obs, Part-I)","Gynecologist & Obstetrician
Infertility Specialist",20,Kanak General Hospital Ltd., Dhaka-1450,"Embolization,Gynae Problems,Hormone Dirtubances,Hysteroscopy,Ovarian Cystectomy,Ovarian Cysts,Pelvic Inflammatory Disease (PID),Polycystic Ovary Syndrome (PCOS),Premenstrual Syndrome (PMS),Sexually Transmitted Disease (STD) Treatment,Uterine Fibroids,Vaginal Infection Treatment,Female Sexual Dysfunction"
