Doctor Name,Education,Speciality,Experience,Chamber,Location,Concentration
Asst. Prof. Dr. Banita Mistry,"MBBS,FCPS (Padiatric),FCPS (Padiatric Neuro)",Pediatric Neurologist,20,Ibn Sina Diagnostic & Consultation Center | Mirpur, Dhaka-1216,"Abdominoperineal Resection (Pediatric),Advanced Pediatric Life Support (APLS),Bone Marrow Transplant(Pediatrics),Exchange Transfusion (Pediatric),General Pediatrics,Health Checkup (Pediatric),Health Checkup (Pediatric),Pediatric Anesthesia,Pediatric Endocrinology,Pediatric Gastroenterology,Pediatric Hematology"
Prof. Dr. Md. Abbas Uddin Khan,"MBBS,MD (Pediatrics)",Pediatrician,25,Ibn Sina Diagnostic & Consultation Center | Mirpur, Dhaka-1216,"Acidity in Children,Adopted Child Syndrome Treatment,Arthritis in Children,Asthma In Children,Auto-immune Diseases in Children,Behaviour problem in children,Behavioural Disorders in Children,Blood disorders in children,Child and Adolescent Problems,Child Birth Education,Child Nutrition,Child Pathologist,Child Psychiatry,Child Trauma & Injuries,Child Vaccination"
Asst. Prof. Dr. Kazi Iman,"MBBS,FCPS(Paediatrics),MPH(Epidemiology)",Pediatrician,20,Ibn Sina Diagnostic & Consultation Center | Mirpur, Dhaka-1216,"Abdominoperineal Resection (Pediatric),Advanced Pediatric Life Support (APLS),Bone Marrow Transplant(Pediatrics),Exchange Transfusion (Pediatric),General Pediatrics,Health Checkup (Pediatric),Paediatric Orthopedic Surgeon,Pediatric & Neonatal Emergencies,Pediatric Anesthesia,Pediatric Bronchoscopy,Pediatric Critical Care"
Assoc. Prof. Farhana Rahat,"MBBS (DMC),DCH (BICH),FCPS",Pediatrician,22,Ibn Sina Diagnostic & Consultation Center | Mirpur, Dhaka-1216,"Abdominoperineal Resection (Pediatric),Acidity in Children,Adopted Child Syndrome Treatment,Advanced Pediatric Life Support (APLS),Arthritis in Children,Asthma In Children,Auto-immune Diseases in Children,Behaviour problem in children,Behavioural Disorders in Children,Blood disorders in children,Bone Marrow Transplant(Pediatrics),cancer in children,Child and Adolescent Problems,General Pediatrics"
LT. Col. Dr. Md. Shahnewaz Hossain Khan,"MBBS,MS-Ortho (NITOR),A O Trauma",Orthopedic Surgeon,27,Ibn Sina Diagnostic & Consultation Center | Mirpur, Dhaka-1216,"Dentofacial Orthopedics,Functional Orthopedics,General Orthopedic Clinic,Jaw Orthopedics,Lingual Orthodontics,Orthodontics,Orthographic Surgery,Orthopaedic Diseases,Orthopedic in Pitampura,Orthopedic physical therapy,Orthopedic Physiotherapy,Orthopedic Surgery,Orthotic Splints"
Prof. Dr. Md. Maidul Islam,"MBBS,MS (Orthopedic),FCPS (Physiatrics)",Orthopedic Surgeon,25,Ibn Sina Diagnostic & Consultation Center | Mirpur, Dhaka-1216,"Dentofacial Orthopedics,Functional Orthopedics,General Orthopedic Clinic,Jaw Orthopedics,Lingual Orthodontics,Orthodontics,Orthographic Surgery,Orthopaedic Diseases,Orthopedic in Pitampura,Orthopedic physical therapy,Orthopedic Physiotherapy,Orthopedic surgeon in pitampura,Orthopedic Surgery,Orthotic Splints,Paediatric Orthopedic Surgeon,Paediatrics - Ortho,ORTHOPTICS"
Asst. Prof. Dr. Abdullah Al-Maruf,"MBBS,D-Ortho (BSMMU),AO Basic Trauma",Orthopedic Surgeon,20,Ibn Sina Diagnostic & Consultation Center | Mirpur, Dhaka-1216,"Dentofacial Orthopedics,Functional Orthopedics,General Orthopedic Clinic,Jaw Orthopedics,Lingual Orthodontics,Orthodontics,Orthographic Surgery,Orthopaedic Diseases,Orthopedic in Pitampura,Orthopedic physical therapy,Orthopedic Physiotherapy,Orthopedic surgeon in pitampura,Orthopedic Surgery,Orthotic Splints"
Prof. Brig. Gen. Dr. Md. Abdul Alim (Rtd),"MBBS,FCPS (Medicine),FACP (USA),FRCP (Glasgow)",Medicine Specialist,30,Ibn Sina Diagnostic & Consultation Center | Mirpur, Dhaka-1216,"Adolescent Medicine,Aesthetic Medicine,Cardiac Medicine,Cognitive remediation therapy (CRT),Critical Care Medicine,Family Medicine,Fetal Medicine,Fetomaternal Medicine,General Medicine,Geriatric Medicine,Immediate Dentures,Kidney Medicine,Lung & Mediastinal Tumors,Maternal Fetal Medicine,Medical Oncology"
Dr. Md. Abul Hossain,"MBBS,FCPS (ENT)","Otolaryngologists (ENT)
Oncologist",15,Ibn Sina Diagnostic & Consultation Centre | Uttara, Dhaka-1230,"Adenoid / Tonsil Surgery,Congenital Ear Problem Treatment,Diagnostic Endoscopy of Ear-Nose-Throat,Diagnostic Nasal Endoscopy,Ear Drum Repair,Ear, Nose & Throat Evaluation,Nasal Disorders,Nasal Endoscopy,Nasal Polypectomy,Nasal Polyps,Tonsillectomy,Tonsillitis Treatment,Ear Pain"
Dr. Ashim Dhar,"MBBS,BCS,MD",Endocrinologist,15,Popular Diagnostic Centre Ltd. | Shyamoli, Dhaka-1207,"Growth Hormone Disorders,Adrenal Disorders,Adrenal Gland Disorders,Goiter Treatment,Hyperlipidemia,Hyperthyroidism,Hypothyroidism,Obesity,Osteoporosis Treatment,Pituitary Stalk Lesions,Thyroid Disorder Treatment,Thyroid Disorders in Pregnancy,Thyroid Swelling,Hypopituitarism"
Asst. Prof. Dr. Md. Kamrul Hasan Mollik,"MBBS,BCS (Health),MS (ENT)",Otolaryngologists (ENT),15,Ibn Sina Diagnostic & Consultation Center | Mirpur, Dhaka-1216,"Adenoid / Tonsil Surgery,Adenoidectomy, Tonsilectomy, treachostomy, Sub Mandibular Gland Excision,Congenital Ear Problem Treatment,Diagnostic Nasal Endoscopy,Ear & Nose Piercing,Ear Drum Repair,Ear Infections,Ear Micro Surgery,Fracture Nasal Bone Correction,Nasal Disorders,Nasal Endoscopy,Nasal Polypectomy,Nasal Polyps,Tonsillectomy,Tonsillitis Treatment,Nasal Septum Surgery"
Dr. Syeda Sharmin Zamal,"MBBS,DLO (ENT),Special Training in FESS (Singapore),Head,Neck & Ear Surgery (USA, UK)",Otolaryngologists (ENT),15,Bangladesh Specialized Hospital, Dhaka-1207,"Diagnostic Endoscopy of Ear-Nose-Throat,Ear Drum Repair,Ear Infections,Ear, Nose & Throat Evaluation,Eardrum Rupture Treatment,Nose Infections,Nosebleed (Epistaxis) Treatment,Otitis Media (Middle Ear Infection),Throat and Voice Problems,Throat Infections,Foreign Body in Eyes, Ears, Nose and Throat"
Dr. Md. Rashedul Islam Rashed,"MBBS,BCS,FCPS,MS",Otolaryngologists (ENT),16,Ibn Sina Diagnostic & Consultation Center | Mirpur, Dhaka-1216,"Adenoid / Tonsil Surgery,Diagnostic Endoscopy of Ear-Nose-Throat,Diagnostic Nasal Endoscopy,Diagnostic nasal, otological & laryngeal endoscopy,Ear & Nose Piercing,Ear, Nose & Throat Evaluation,Foreign Body in Eyes, Ears, Nose and Throat,Fracture Nasal Bone Correction,Nasal and Sinus Allergy Care,Nasal Disorders,Nasal Endoscopy,Tonsillectomy,Tonsillitis Treatment,Nose Fillers"
Dr. Mohammad Idris Ali,"MBBS (DMC),MS (ENT),FRCS",Otolaryngologists (ENT),14,Ibn Sina Diagnostic & Consultation Center | Mirpur, Dhaka-1216,"Adenoid / Tonsil Surgery,Adenoidectomy, Tonsilectomy, treachostomy, Sub Mandibular Gland Excision,Diagnostic Endoscopy of Ear-Nose-Throat,Diagnostic Nasal Endoscopy,Diagnostic nasal, otological & laryngeal endoscopy,Ear & Nose Piercing,Ear, Nose & Throat Evaluation,Endoscopic Nose & Throat examination,Foreign Body in Eyes, Ears, Nose and Throat,Fracture Nasal Bone Correction,Tonsillectomy,Tonsillitis Treatment"
Prof. Dr. Md. Shahjahan Kabir,"MBBS (DMC),BCS (Health),FCPS (ENT),MS (ENT)",Otolaryngologists (ENT),25,Popular Diagnostic Centre Ltd. | Shyamoli, Dhaka-1207,"Adenoid / Tonsil Surgery,Adenoidectomy, Tonsilectomy, treachostomy, Sub Mandibular Gland Excision,Diagnostic Nasal Endoscopy,Ear, Nose & Throat Evaluation,Fracture Nasal Bone Correction,Nasal and Sinus Allergy Care,Nasal Disorders,Nasal Endoscopy,Nasal Polypectomy,Tonsillectomy,Tonsillitis Treatment,Diagnostic Endoscopy of Ear-Nose-Throat"
Dr. Seirina Parvin,"BDS,PGT,PGT (Endodontic)",Dentist,12,Ibn Sina Diagnostic & Consultation Center | Mirpur, Dhaka-1216,"Artificial Teeth,Dental Braces Fixing,Dental Caries,Dental Checkup (General),Dental Crowns,Dental Fillings,Dental Implants,Dental implants,Impacted Teeth,Impacted Teeth,Sensitive Teeth,Straightening Teeth,Teeth Straightening/Braces,Teeth Whitening,Dental Restoration"
Dr. Sadia Mahnuma Islam,"BDS,MPH,DDS (D-Prosthodontics)",Dentist,12,Ibn Sina Diagnostic & Consultation Center | Mirpur, Dhaka-1216,"Artificial Teeth,Dental Braces Fixing,Dental Caries,Dental Checkup (General),Dental Crowns,Dental Fillings,Dental Implants,Impacted Teeth,Impacted Teeth,Sensitive Teeth,Straightening Teeth,Teeth Straightening/Braces,Teeth Whitening,Dental implants"
Asst. Prof. Dr. Anjumanara Muna,"BDS,BCS (Health),DDS (BSMMU),FCPS (Orthodonics & Dentofacial Orthopedics)",Dentist,10,Ibn Sina Diagnostic & Consultation Center | Mirpur, Dhaka-1216,"Artificial Teeth,Dental Braces Fixing,Dental Caries,Dental Checkup (General),Dental Crowns,Dental Fillings,Dental Implants,Dental implants,Dental Restoration,Impacted Teeth,Impacted Teeth,Sensitive Teeth,Straightening Teeth,Teeth Straightening/Braces,Teeth Whitening"
Dr. Umme Shara Razia Morzia,"BDS,PGT(Oral & Maxillofacial Surgery)",Dentist,15,Ibn Sina Diagnostic & Consultation Center | Mirpur, Dhaka-1216,"Accidents,Cavities (Tooth Decay),Dental Braces Fixing,Dental Caries,Dental Checkup (General),Dental Crowns,Dental Fillings,Dental Implants,Dental implants,Dental Restoration,Impacted Tooth Extraction,Impaction / Impacted Tooth Extraction,Tooth Decay"
Dr. Monoara Khatun Nupur,"BDS,PGT",Dentist,15,Ibn Sina Diagnostic & Consultation Center | Mirpur, Dhaka-1216,"Cavities (Tooth Decay),Dental Braces Fixing,Dental Caries,Dental Checkup (General),Dental Crowns,Dental Fillings,Dental Implants,Dental implants,Impacted Tooth Extraction,Impaction / Impacted Tooth Extraction,Tooth Decay,Tooth Extraction,Wisdom Tooth Extraction,Dental Restoration"
Dr. Md. Noman Mahmud,"BDS,MPH,PGT",Dentist,15,Ibn Sina Diagnostic & Consultation Center | Mirpur, Dhaka-1216,"Cavities (Tooth Decay),Dental Braces Fixing,Dental Caries,Dental Checkup (General),Dental Crowns,Dental Fillings,Dental Implants,Impacted Tooth Extraction,Impaction / Impacted Tooth Extraction,Tooth Decay,Tooth Extraction,Wisdom Tooth Extraction,Dental implants"
Asst. Prof. Md. Abubakar Shah,"BDS,FCPS",Dentist,20,Ibn Sina Diagnostic & Consultation Center | Mirpur, Dhaka-1216,"Accidents,Cavities (Tooth Decay),Dental Braces Fixing,Dental Caries,Dental Checkup (General),Dental Crowns,Dental Fillings,Dental Implants,Dental implants,Impacted Tooth Extraction,Tooth Extraction"
Asst. Prof. Dr. Md. Shaheen Ferdous,"MBBS (Dhaka),BCS (Health),MD (Oncology)",Oncologist,15,Ibn Sina Diagnostic & Consultation Center | Mirpur, Dhaka-1216,"Adrenal Cancer,Adrenal Cancer,Bladder Cancer,Blood Cancer Specialist,Breast Cancer,Breast Cancer Management,Breast Cancer Screening,Breast oncologist,Cancer - Liver,Cancer - Lung,Cancer Screening (Preventive),Gynecologic Oncology"
Dr. Md. Masudzzaman,"MBBS,BCS (Health),DTCD,MD (Pulmonology)",Pulmonologist,15,Ibn Sina Diagnostic & Consultation Center | Mirpur, Dhaka-1216,"Chest Disease,Chest Disease Treatment,Chest Pain,Chest Pain Treatment,Chest Radiology,Chest trauma,Chest trauma,chest wall tumour,Lower/Upper Respiratory Tract Infection Treatment,Respiratory Conditions,Respiratory Failure,Respiratory problems,Respiratory Tract Infection"
Assoc. Prof. Dr. Osman Goni Shamim,"MBBS,D-Card,CCD",Cardiologist,22,Ibn Sina Diagnostic & Consultation Center | Mirpur, Dhaka-1216,"Cardiac Ablation,Cardiac Ablation,Cardiac Anesthesia,Cardiac Catheterization,Cardiac Disease,Cardiac Invasive Procedures,Cardiac Medicine,Cardiac MRI,Cardiac Pacing,Cardiac Rehabilitation,Cardiac Tumor Resection,Cardic TMT, ECG, ECHO,Cardiac Transplant"
Dr. Md. Wahiduzzaman,"MBBS,D-Card,PhD (Diabetes, Germany)","Cardiologist
Diabetologist",15,Ibn Sina Diagnostic & Consultation Center | Mirpur, Dhaka-1216,"Bacterial Endocarditis,Cardiac Ablation,Cardiac Ablation,Cardiac Anesthesia,Cardiac Catheterization,Cardiac Disease,Cardiac Invasive Procedures,Cardiac Medicine,Cardiac MRI,Cardiac Pacing,Cardiac Rehabilitation,Cardiac Rehabilitation,Cardiogenic Shock,Cardiac Transplant"
Asst. Prof. Dr. Md. Hassanuzzaman,"MBBS,BCS,FACS,MS",Pediatric Surgeon,20,Popular Diagnostic Centre Ltd. | Mirpur (Unit 1), Dhaka-1216,"Abdominoperineal Resection (Pediatric),Adopted Child Syndrome Treatment,Advanced Pediatric Life Support (APLS),Arthritis in Children,Asthma In Children,Auto-immune Diseases in Children,Bone Marrow Transplant(Pediatrics),Exchange Transfusion (Pediatric),General Orthopedic Clinic,General Pediatrics,Health Checkup (Pediatric),Behaviour problem in children"
Asst. Prof. Maj. Dr. Md. A. H. M. Imrul Tareq,"MBBS,MS (Urology)",Urologist,27,Ibn Sina Diagnostic & Consultation Center | Badda, Dhaka-1212,"Blood in Urine,Blood in Urine (Hematuria) Treatment,Body Contouring Surgery,Earlobe suturing,Genito Urinary Cancer,Genitourinary Cancers,Genitourinary Malignancies,Genitourinary Surgery,Urinary Bladder,Urinary Diversion,Urinary Fistula,Urinary Incontinence (Ui),Urinary Leakage"
Asst. Prof. Dr. Hamudur Rahman,"MBBS,FCPS (Surgery),MS (Urology)",Urologist,15,Ibn Sina Diagnostic & Consultation Center | Badda, Dhaka-1212,"Blood in Urine,Blood in Urine (Hematuria) Treatment,Body Contouring Surgery,Earlobe suturing,Genito Urinary Cancer,Genitourinary Cancers,Genitourinary Malignancies,Genitourinary Surgery,Urinary Bladder,Urinary Diversion,Urinary Fistula,Urinary Incontinence (Ui),Urinary Incontinence (Ui) Treatment,Urinary Leakage,Urinary Tract Infection (UTI),Urinary Tract Infections,Cancer - Kidney"
Asst. Prof. Dr. Md. Murad Choudhury,"MBBS,MS (Urology)",Urologist,15,Ibn Sina Diagnostic & Consultation Center | Badda, Dhaka-1212,"Blood in Urine,Blood in Urine (Hematuria) Treatment,Body Contouring Surgery,Earlobe suturing,Genito Urinary Cancer,Genitourinary Cancers,Genitourinary Malignancies,Genitourinary Surgery,Urinary Bladder,Urinary Diversion,Urinary Fistula,Urinary Incontinence (Ui),Urinary Incontinence (Ui) Treatment,Urinary Leakage,Urinary Tract / Bladder Stones Treatment,Urinary Tract Infection (UTI),Urinary Tract infection treatment,Urinary Tract Infections,BP with Kidney Disease"
Assoc. Prof. Dr. Muhammad Nuruzzaman,"MBBS,FCPS (Surgery)",General Surgeon,25,Ibn Sina Diagnostic & Consultation Center | Badda, Dhaka-1212,"Abdominal Cancer Surgery,Abdominal surgery,Adenoid / Tonsil Surgery,Advaced Laproscopic Gynaecological Surgery,All Gynae Surgery,Anal Fissure Surgery,Anterior Segment Surgery,Anti Reflux (Gerd) Surgery,Aortic Aneurysm Surgery / Endovascular Repair,Aortic Anuerysm Surgery / Endovascular Repair,Aqueductal Stenosis Surgery,Arthoscopic Surgery,Atrial Fibrillation Surgery,Atrial Septal Defect Surgery,Bariatric (Gastric Bypass) Surgery,Bariatric Surgery,Biliary bypass surgery,Body Contouring Surgery,Bowel Resection Surgery"
Asst. Prof. Md. Abu Sayem,"MBBS,BCS (Health),FCPS (Surgery),FACS (America)","General Surgeon
Laparoscopic Surgeon",20,Ibn Sina Diagnostic & Consultation Center | Badda, Dhaka-1212,"Abdominal Cancer Surgery,Abdominal surgery,Adenoid / Tonsil Surgery,Advaced Laproscopic Gynaecological Surgery,All Gynae Surgery,Anal Fissure Surgery,Anterior Segment Surgery,Anti Reflux (Gerd) Surgery,Aortic Aneurysm Surgery / Endovascular Repair,Aortic Valve Surgery,Aqueductal Stenosis Surgery,Arthoscopic Surgery,Atrial Fibrillation Surgery,Atrial Septal Defect Surgery,Bariatric (Gastric Bypass) Surgery"
Prof. Dr. A. Z. M. Shakhawat Hossain Shaheen,"MBBS,FCPS (Surgery)","General Surgeon
Laparoscopic Surgeon",25,Ibn Sina Diagnostic & Consultation Center | Badda, Dhaka-1212,"Abdominal Cancer Surgery,Abdominal surgery,Adenoid / Tonsil Surgery,All Gynae Surgery,Anal Fissure Surgery,Anterior Segment Surgery,Anti Reflux (Gerd) Surgery,Aortic Valve Surgery,Aqueductal Stenosis Surgery,Arthoscopic Surgery,Atrial Fibrillation Surgery,Atrial Septal Defect Surgery,Aortic Anuerysm Surgery / Endovascular Repair"
Dr. Sania Rifad Islam,"MBBS,DDV",Dermatologist,15,Ibn Sina Diagnostic & Consultation Center | Badda, Dhaka-1212,"Acne,Acne Problems,Acne Problems,Aesthetic Dermatology,Allergy Skin Prick Test,Bacterial Skin Infection Treatment,Cellulitis & Skin Abscesses,Chronic Skin Allergy,Derma roller,Dull Skin,Dull Skin Treatment,Hair Care,Nail Diseases Treatment,Hair Loss Treatment"
Asst. Prof. Dr. M. A. Hamid,"MBBS,BCS (Health),MD (Dermatology)",Dermatologist,20,Ibn Sina Diagnostic & Consultation Center | Badda, Dhaka-1212,"Acne,Acne Problems,Acne Problems,Acne Scar Treatment,Acne Scars,Aesthetic Dermatology,Allergy Skin Prick Test,Anxiety Disorder Counselling,Cellulitis & Skin Abscesses,Chronic Skin Allergy,Derma roller,Dull Skin,Dull Skin Treatment,Pimples Treatment"
Asst. Prof. Dr. SM. Emran Ali,"MBBS,MPH,FRSH","Cosmetologist
Dermatologist",20,Ibn Sina Diagnostic & Consultation Center | Badda, Dhaka-1212,"Acne,Acne / Pimples Treatment,Acne Problems,Acne Problems,Acne Scars,Dimple Creation,Nail Diseases Treatment,Nail Fold Capillaroscopy,Nose Fillers,Pimples Treatment,Smile Design,Lip Reduction"
LT. Col. Dr. Syeda Tania Begum,"MBBS,DDV,FCPS (Skin & DV)",Dermatologist,22,Ibn Sina Diagnostic & Consultation Center | Badda, Dhaka-1212,"Acne,Acne Problems,Acne Scar Treatment,Acne Scars,Acne Treatment,Acne/ Pimple Scars Treatment,Allergy Skin Prick Test,Chronic Skin Allergy,Dimple Creation,Dull Skin Treatment,Fractional Skin Rejuvenation,Hair Loss Treatment,Nail Diseases Treatment,Nail Fold Capillaroscopy,Pimples Treatment"
Dr. Humayra Sufian,"MBBS (DMC),MCPS,FCPS (Dermatology & Venereology)",Dermatologist,15,Ibn Sina Diagnostic & Consultation Center | Badda, Dhaka-1212,"Acne,Acne / Pimples Treatment,Acne Problems,Acne Scars,Allergy Skin Prick Test,Chronic Skin Allergy,Derma Roller For Acne,Dimple Creation,Female Sexual Dysfunction,Hair Disease,Hair Multiplication,Nail Diseases Treatment,Pimples Treatment,Dull Skin"
Asst. Prof. Dr. Abu Jafar Md. Shahidul Hoq Babu,"MBBS,BCS (Health),FCPS,MCPS,MD (Skin & Sex)",Dermatologist,20,Ibn Sina Diagnostic & Consultation Center | Badda, Dhaka-1212,"Acne,Acne Problems,Acne Problems,Allergy Skin Prick Test,Bacterial Skin Infection Treatment,Chronic Skin Allergy,Dimple Creation,Disorder of Sexual Differentiation,Dull Skin,Dull Skin Treatment,Growth & Sexual Maturation in Children,Hair Care,Hair Regrowth,Nail Diseases Treatment,Pimples Treatment"
Dr. Mohammad Abul Kalam Azad,"MBBS,FCPS (Medicine),MD (Rheumatology)",Rheumatologist,15,Ibn Sina Diagnostic & Consultation Center | Badda, Dhaka-1212,"Arthritis Management,Gout Treatment,Loco-Regional Pain,Myositis,Osteoarthritis,Psoriasis Treatment,Rheumatoid Arthritis,Sarcoidosis,Scleroderma Treatment,Anti Phospholipid Syndrome"
Brig. Gen. (Retd.) Dr. Md. Azizul Islam,"MBBS,FCPS (Psych),FRCP (UK)",Psychiatrist,28,Ibn Sina Diagnostic & Consultation Center | Badda, Dhaka-1212,"Anger Control,Anger Management,Anger Problems,Cool Sculpting,Depression and Anxiety,Depression and Anxiety in Diabetes,Disorder of Sexual Differentiation,Disturbed Sleep,Family Counseling,Family Planning & Contraceptive counselling,Marriage Counselling,Mood Disorders,Suicidal Behavior,Unusual,Strange Behavior"
Prof. Dr. Nilufer Akhter Jahan,"MBBS,M.Phil (Psych),MD (Psych)",Psychiatrist,25,Ibn Sina Diagnostic & Consultation Center | Badda, Dhaka-1212,"Abnormal Behaviour,Adult Counselling,Anger Control,Anxiety Disorder Counselling,Depression and Anxiety,Depression and Suicidal Treatment,Depression Counselling,Depression Treatment,Disturbed Sleep,Family Counseling,Obstructive Sleep Apnea (OSA),Psychoanalysis to Suicide,Suicidal Behavior,Abnormal, Unusual, Strange Behavior"
Prof. Dr. Badrunnesa Ahmed,"MBBS,FCPS (Physical Medicine & Rehabilitation)",Physical Medicine,25,Ibn Sina Diagnostic & Consultation Center | Badda, Dhaka-1212,"Adolescent Medicine,Aesthetic Medicine,Cardiac Medicine,Cognitive remediation therapy (CRT),Critical Care Medicine,Family Medicine,Fetal Medicine,Fetomaternal Medicine,General Medicine,Geriatric Medicine,Immediate Dentures,Kidney Medicine,Lung & Mediastinal Tumors,Maternal Fetal Medicine,mediastinal tumor,Mediastinal tumor,Mediastinoscopy,Medical Advisor"
Asst. Prof. Dr. Md. Mahfuzul Alam,"MBBS,FCPS (Physical Medicine & Rehabitation),BCS (Health)",Physical Medicine,20,Ibn Sina Diagnostic & Consultation Center | Badda, Dhaka-1212,"Adolescent Medicine,Aesthetic Medicine,Cardiac Medicine,Critical Care Medicine,Family Medicine,Fetal Medicine,Fetomaternal Medicine,General Medicine,Geriatric Medicine,Immediate Dentures,Kidney Medicine,Lung & Mediastinal Tumors,mediastinal tumor,Mediastinoscopy,Mediastinal tumor"
