Doctor Name,Education,Speciality,Experience,Chamber,Location,Concentration
Prof. Dr. ABM Abdus Salam,"MBBS,FCPS,MD Clinical & Interventional Pediatric Cardiologist",Pediatric Cardiologist,18,Fair Lab Diagnostic & Consultation Center, Dhaka-1207,"Aortic Coarctation,Aortic Valve Stenosis,Arrhythmias,Cardiac Catheterization,Cardiomyopathy,Cardioversion,Congenital Heart Disease,Endocarditis,Heart Conditions,Hypoplastic Left Heart Syndrome (HLHS),Kawasaki Disease,Paediatric Critical Care,Pulmonary Artery Stenosis,Resynchronization,Heart Murmurs"
Dr. KUM Shamsun Nahar,"MBBS,MD (Nephrology),CCD (Bardem)","Nephrologist
Diabetes Specialist",14,Alliance Hospital Ltd., Dhaka-1207,"Acid-Base Fluctuations,Chronic Kidney Disease (CKD),Chronic Renal Failure,Diabetic Kidney Disorder,Dialysis,Electrolyte Disorders,Glomerular Complications,Kidney Disease Treatment,Kidney Stone Treatment,Nephrotic Syndrome Treatment,Polycystic kidneys diseases,Transplant Nephrology,Ureteroscopy (URS),Renal Insufficiency"
Dr. Md. Khalequzzaman Linkon,"MBBS,BCS (Health),MD (Neurology)",Neuromedicine Specialist,19,Alliance Hospital Ltd., Dhaka-1207,"Autism,Brain Mapping,Cerebrovascular Disease,Confusion,Dementia Treatment,Epilepsy,Headache Disorders,Laminectomy,Meningitis,Movement condition or imbalance,Numbness or tingling,Parkinson's disease,Seizure disorders,Vertigo/Dizziness,Cerebral Stroke"
Dr. Sumaiya Parveen,"MBBS (SSMC),BCS (Health),DDV (BSMMU)",Dermatologist,14,Alliance Hospital Ltd., Dhaka-1207,"Acne Problems,Alopecia Areata,Atopic Dermatitis Treatment,Dermatitis Treatment,eczema,Herpes Simplex (Cold Sores),Herpes zoster (shingles),Impetigo,Psoriasis Treatment,Rosacea,Skin Allergies,treatment for ringworm,Vitiligo,WARTS,Cellulitis"
Dr. Dipannita Saha,"MBBS,BCS (Health),MCPS (Medicine),FCPS (Medicine)",Medicine Specialist,15,Alliance Hospital Ltd., Dhaka-1207,"Aesthetic Medicine,Alzheimer's Disease,Arthritis Problem,General Medicine,Geriatric Medicine,Heart Diseases,Influenza (Common Cold),Parkinson's disease,Pediatric Medicine,Trauma and wound care,Trouble Sleeping,Vaccination / Immunization,Adolescent Medicine"
Dr. Farzana Islam Shawon,"MBBS,BCS (Health),FCPS (GYNE),FCPS (Inferlity)","Gynecologist & Obstetrician
Infertility Specialist",15,Alliance Hospital Ltd., Dhaka-1207,"Embolization,Female Infertility Disorders,Gynae Problems,Gynae Problems,Hormone Dirtubances,Hysteroscopy,In-Vitro Fertilization (IVF),Infertility Evaluation,Intra-Uterine Insemination (IUI),Obstetrics Problems,Ovarian Cystectomy,Pelvic Inflammatory Disease (PID),Polycystic Ovary Syndrome (PCOS),Sexually Transmitted Infections (STIs),Uterine Fibroids,Vaginal Infection Treatment,Male Infertility Disorders"
Dr. Arnab Kumar Chowdhury,"MBBS (Board Stand),BCS (Health) MD (Cardiology)","Cardiologist
Medicine Specialist",19,Alliance Hospital Ltd., Dhaka-1207,"Abnormal Heartbeat,Anticoagulation Therapy,Antiplatelet Therapy,Cardiac Medicine,Cardiac Rehabilitation,Cardiogenic Shock,Coronary Artery Disease (CAD),Healthy Heart Diet,Heart Abnormalities,Heart Attack,Heart Infection (Endocarditis),High Blood Pressure,High Cholesterol,Cardiomyopathy"
Dr. Mu. Mashwood Alam,"MBBS,BCS (Health),CCD,FCPS (Physical Medicine)","Physical Medicine
Rheumatologist",18,Alliance Hospital Ltd., Dhaka-1207,"Carpal Tunnel Syndrome,Chronic Fatigue Syndrome,Gout Treatment,Joints Problem,Ligaments Problem,Muscles Problem,Myositis,Nerves Problem,Patellofemoral Pain Syndrome,Peripheral Nerve Injury,Psoriasis Treatment,Sarcoidosis,Scleroderma Treatment,Spinal Cord Problem,Traumatic Brain Injury (TBI) Treatment,Anti Phospholipid Syndrome"
Dr. Md. Wasek Faisal Rajib,"MBBS,BCS (Health),MD (Cardiology)",Cardiologist,18,Alliance Hospital Ltd., Dhaka-1207,"Abnormal Heartbeat,Anticoagulation Therapy,Antiplatelet Therapy,Cardiac Medicine,Cardiac Rehabilitation,Cardiogenic Shock,Cardiomyopathy,Coronary Artery Disease (CAD),Healthy Heart Diet,Heart Abnormalities,Heart Attack,Heart Infection (Endocarditis),High Blood Pressure,High Cholesterol,General Cardiac Check-up"
Dr. Nihar Ranjan Das,"MBBS,BCS (Health),FCPS (Medicine),CCD (Birdem)",Medicine Specialist,17,Alliance Hospital Ltd., Dhaka-1207,"Aesthetic Medicine,Alzheimer's Disease,Arthritis Problem,General Medicine,Geriatric Medicine,Heart Diseases,Infectious Diseases,Influenza (Common Cold),Neonatal Medicine,Parkinson's disease,Pediatric Medicine,Trauma and wound care,Trouble Sleeping,Vaccination / Immunization,Adolescent Medicine"
Prof. Dr. M. R. Karim,"MBBS,BCS (Health),MS (Ortho),FACS",Orthopedic Surgeon,20,Alliance Hospital Ltd., Dhaka-1207,"Arthritis,Arthroscopy,Fracture Fixation,Joint Resurfacing,Meniscus Tear,Osteoporosis Treatment,Rotator Cuff Repair,Shoulder Bursitis,Shoulder Fractures,Spinal Decompression,Spinal Disc Replacement,Spinal Fusion,Tendon Repair,Total Joint Replacement,Ligament Reconstruction"
Dr. Md. Maskurul Alam Miner,"MBBS,BCS (Health),FCPS (Surgery)",Pediatric Surgeon,22,Insaf Barakah Kidney & General Hospital Ltd., Dhaka-1217,"Achalasia,Adnexal Tumors,Adrenal Cancer,Anorectal Malformations,Appendicitis,Benign Adrenal Tumors,Bowel obstruction,Colon polyps,Congenital diaphragmatic hernia,Esophageal atresia,Hirschsprung's disease,Pediatric Gastrointestinal Bleeding,Pediatric Oncological Surgery,Pyloric stenosis,Vascular Anomalies in Children"
Asst. Prof. Dr. Md. Shahin Reza,"MBBS,BCS (health),MS (Surgery),FACS",Pediatric Surgeon,22,Insaf Barakah Kidney & General Hospital Ltd., Dhaka-1217,"Achalasia,Adnexal Tumors,Adrenal Cancer,Anorectal Malformations,Appendicitis,Benign Adrenal Tumors,Bowel obstruction,Colon polyps,Congenital diaphragmatic hernia,Esophageal atresia,Hirschsprung's disease,Pediatric Gastrointestinal Bleeding,Pediatric Oncological Surgery,Pyloric stenosis,Vascular Anomalies in Children"
Dr. K. S. M. Abdulliah Shamim,"MBBS,BCS (Health),FCPS (Surgery)","General Surgeon
Colorectal & Laparoscopic Surgeon",24,Insaf Barakah Kidney & General Hospital Ltd., Dhaka-1217,"Appendix Removal,Bariatric Surgery,Colonoscopy,Colorectal Surgery,Endosurgery,Fistula Surgery,Gallbladder Removal,Hipato Biliary Surgery,Kidney Biopsies,Laparoscopic Hernial Repair,Laparoscopic Surgery,Liver Biopsy,Liver resection,Lymph Node Biopsy,Minor Surgery,Robotic Surgery,Skin Lesion Excision & Biopsy,Tubal ligation and reversal"
Asst. Prof. Dr. Md. Abdul Munim Sarkar,"MBBS,BCS (Health),FCPS (Surgery),MS (Surgical Oncology)","Oncologist
General Surgeon",16,Insaf Barakah Kidney & General Hospital Ltd., Dhaka-1217,"Adnexal Tumors,Adrenal Cancer,Bladder Cancer,Bone-marrow Transfusion,Colorectal Cancer,Gastrointestinal Stromal Tumors (GIST),Gynecologic Oncology,Hodgkin's Lymphoma,Leukemia,Melanoma Treatment,Multiple Myeloma,Neuroblastoma,Pediatric Oncology,Soft Tissue Sarcoma,Thymic Carcinoma,Salivary Gland Tumors"
Asst. Prof. Dr. Nasim -E-Tasnim,"MBBS,BCS (Health),FCPS (Surgery)",Surgeon,17,Insaf Barakah Kidney & General Hospital Ltd., Dhaka-1217,"Appendix Removal,Bariatric Surgery,Colonoscopy,Colorectal Surgery,Ectopic pregnancy removal,Endosurgery,Fistula Surgery,Gallbladder Removal,Hipato Biliary Surgery,Kidney Biopsies,Laparoscopic Hernial Repair,Laparoscopic Surgery,Liver resection,Lymph Node Biopsy,Minor Surgery,Robotic Surgery,Tubal ligation and reversal,Testicle Correction Surgery"
Asst. Prof. Dr. Junaidur Rahman Likhon,"MBBS (DMC),BCS (Health),FCPS (Surgery),FMAS (India).","General Surgeon
Colorectal & Laparoscopic Surgeon",19,Insaf Barakah Kidney & General Hospital Ltd., Dhaka-1217,"Appendix Removal,Colon Resection,Colonoscopy,Cyst & Lipoma Removal,Endosurgery,Fistula Surgery,Gallbladder Removal,Laparoscopic Surgery,Limb Amputation,Liver Biopsy,Lymph Node Biopsy,Minor Surgery,Pancreas Removal,Perianal Abscess Drainage,Robotic Surgery,Skin Lesion Excision & Biopsy,Spleen Removal,Whipple Procedure,Rectal Prolapse Repair"
Prof. Dr. Rafiques Salehin,"MBBS,FCPS (BD),FRCS",Surgeon,30,Insaf Barakah Kidney & General Hospital Ltd., Dhaka-1217,"Appendix Removal,Bariatric Surgery,Colonoscopy,Colorectal Surgery,Ectopic pregnancy removal,Endosurgery,Fistula Surgery,Gallbladder Removal,Hipato Biliary Surgery,Kidney Biopsies,Laparoscopic Hernial Repair,Laparoscopic Surgery,Lymph Node Biopsy,Minor Surgery,Robotic Surgery,Tubal ligation and reversal,Testicle Correction Surgery"
Dr. Farah Diba,"B.Sc,M.Sc (Food & Nutrition),MPH (Brac University)",Nutritionist,14,Insaf Barakah Kidney & General Hospital Ltd., Dhaka-1217,"Diabetes Management,Diet Management,Food Allergies,Food Sensitivity Management,Gastroparesis,Geriatric Nutrition,Healthy Heart Diet,Mindful Eating,Naonatal Nutrition,Nutritional Assessment,Nutritional Support for Pregnancy,PCOD/ PCOS Diet Counselling,Sports Nutrition,Weight Loss Diet Counseling,Nutritional Supplements"
Dr. Shaikh Saadiul Islam,"MBBS (DMC),MS (Ortho),BCS (Health)",Orthopedist,22,Insaf Barakah Kidney & General Hospital Ltd., Dhaka-1217,"Achilles Tendonitis,Arthroscopy,Baker's Cyst,Cubital Tunnel Syndrome,Herniated Disc,Joint Mobilization,Knee Osteotomy,Knee Replacement,Ligament Sprains,Rheumatoid Arthritis,Spinal Disorders,Stress Fractures,Tennis Elbow,Trigger Finger"
Dr. Afrina Jahan,"MBBS,MS (Orthopedics),CCD (Birdem)",Orthopedist,25,Insaf Barakah Kidney & General Hospital Ltd., Dhaka-1217,"Achilles Tendonitis,Arthroscopy,Baker's Cyst,Herniated Disc,Joint Mobilization,Knee Osteotomy,Knee Replacement,Ligament Sprains,Rheumatoid Arthritis Treatment,Spinal Disorders,Stress Fractures,Tennis Elbow,Cubital Tunnel Syndrome"
Prof. Dr. Md. Abdur Rashid,"MBBS,D.Orth (Orthopaedics)",Orthopedist,30,Insaf Barakah Kidney & General Hospital Ltd., Dhaka-1217,"Achilles Tendonitis,Arthroscopy,Baker's Cyst,Cubital Tunnel Syndrome,Herniated Disc,Joint Mobilization,Knee Osteotomy,Knee Replacement,Ligament Sprains,Rheumatoid Arthritis,Spinal Disorders,Stress Fractures,Tennis Elbow,Trigger Finger"
Prof. Dr. Mohammad Khurshed Alam,"MBBS (DMC),MS (Ortho)",Orthopedic Surgeon,16,Insaf Barakah Kidney & General Hospital Ltd., Dhaka-1217,"Arthritis,Arthroscopy,Fracture Fixation,Joint Resurfacing,Meniscus Tear,Osteoporosis Treatment,Rotator Cuff Repair,Shoulder Bursitis,Shoulder Fractures,Spinal Decompression,Spinal Disc Replacement,Spinal Fusion,Tendon Repair,Total Joint Replacement,Ligament Reconstruction"
Asst. Prof. Dr. Maruf Ahmed,"MBBS,BCS (Health),MS (Neurosurgery)",Neurosurgeon,25,Insaf Barakah Kidney & General Hospital Ltd., Dhaka-1217,"Abdominal aortic aneurysms,Anterior Cervical Discectomy and Fusion (ACDF),Blood Clots,Brain Tumors,Chiari Decompression,Cranioplasty,Cranioplasty,Deep Brain Stimulation (DBS),Endovascular Coiling,Intracranial Pressure Monitoring,Peripheral Nerve Surgery,Pituitary Tumors,Shunt Placement,Spinal Fusion,Spine Problems,Vascular Problems,Spinal Fusion"
Asst. Prof. Dr. Syed Shahriar Razzak,"MBBS (DMC),BCS (Health) MS (Neurosurgery)",Neurosurgeon,19,Insaf Barakah Kidney & General Hospital Ltd., Dhaka-1217,"Anterior Cervical Discectomy and Fusion (ACDF),Aortic Aneurysms,Blood Clots,Brain Tumors,Chiari Decompression,Cranioplasty,Deep Brain Stimulation (DBS),Endovascular Coiling,Intracranial Pressure Monitoring,Peripheral Nerve Surgery,Pituitary Tumors,Spinal Fusion,Spine Problems,Vascular Problems,Shunt Placement"
Prof. Dr. Md. Abdul Mannan Khan,"MBBS,FCPS (Surgery)",Urologist,22,Insaf Barakah Kidney & General Hospital Ltd., Dhaka-1217,"Bladder Control Problems,Cystocele,Epididymitis,Erectile Dysfunction (ED),Hydronephrosis,Kidney Stones,Neurogenic Bladder,Peyronie's Disease,PROSTATE PROBLEMS,Pyelonephritis,Testicular Cancer,Ureteral Stricture,Urinary Tract Infections,Urologic Diseases,Orchitis"
Asst. Prof. Dr. Humayun Kabir Salim,"MBBS,FCPS (Surgery),MS (Urology),MRCS",Urologist,19,Insaf Barakah Kidney & General Hospital Ltd., Dhaka-1217,"Bladder Control Problems,Cystocele,Epididymitis,Erectile Dysfunction (ED),Hydronephrosis,Kidney Stones,Neurogenic Bladder,Peyronie's Disease,PROSTATE PROBLEMS,Pyelonephritis,Testicular Cancer,Ureteral Stricture,Urinary Tract Infections,Urologic Diseases,Orchitis"
Asst. Prof. Dr. Md. Sazzad Hossain,"MBBS,FCPS (Urology),MS (Urology),FACS (USA)",Urologist,27,Insaf Barakah Kidney & General Hospital Ltd., Dhaka-1217,"Bladder Control Problems,Cystocele,Epididymitis,Erectile Dysfunction (ED),Hydronephrosis,Kidney Stones,Neurogenic Bladder,Peyronie's Disease,PROSTATE PROBLEMS,Pyelonephritis,Testicular Cancer,Ureteral Stricture,Urinary Tract Infections,Urologic Diseases,Orchitis"
Asst. Prof. Dr. Shoaib Alam Milon,"MBBS (Dhaka),MS (Urology)",Urologist,25,Insaf Barakah Kidney & General Hospital Ltd., Dhaka-1217,"Bladder Control Problems,Cystocele,Epididymitis,Erectile Dysfunction (ED),Hydronephrosis,Kidney Stones,Neurogenic Bladder,Peyronie's Disease,PROSTATE PROBLEMS,Pyelonephritis,Testicular Cancer,Ureteral Stricture,Urinary Tract Infections,Urologic Diseases,Orchitis"
Dr. Md. Azizur Rahman Rana,"BDS,MCPS (Dental Surgery),FCPS,MS (Orthodontics)",Maxillofacial and Dental Surgeon,22,Insaf Barakah Kidney & General Hospital Ltd., Dhaka-1217,"Dental Caries,Dental Implants,Dental implants,Dry Mouth,Impacted Teeth,Impacted Teeth,Improve Jaw Function,Mouth Tumors,Periodontal Disease,Salivary Gland Disorders,Sensitive Teeth,Temporomandibular Joint (TMJ),Tooth Decay,Treat Oral Diseases,Orthodontics"
Asst. Prof. Dr. Md. Ashraf Ali Biswas,"BDS,MDS",Dentist,20,Insaf Barakah Kidney & General Hospital Ltd., Dhaka-1217,"Cavities (Tooth Decay),Dental Caries,Dental Implants,Dental implants,Dry Mouth,Impacted Teeth,Impacted Teeth,Improve Jaw Function,Mouth Tumors,Periodontal Disease,Salivary Gland Disorders,Sensitive Teeth,Temporomandibular Joint (TMJ),Treat Oral Diseases,Orthodontics"
Prof. Dr. Md. Dulotuzaman,"MBBS,MCPS,PhD (USA),DLO (DU)",Otolaryngologists (ENT),15,Insaf Barakah Kidney & General Hospital Ltd., Dhaka-1217,"Adenoiditis,Allergies,Cholesteatoma,Chronic Rhinitis,Conductive Hearing Loss,Deviated septum,Head and Neck Tumor,Laryngitis,Meniere's disease,Otitis Media (Middle Ear Infection),Otosclerosis,Sinusitis,Surgery for Snoring,Swimmer's ear,Tinnitus (Ringing in the Ears),Tonsillitis Treatment,Laryngeal Papillomatosis"
Prof. Dr. M. Ashikur Rahman Bhuiyan,"MBBS,BCS (Health),FCPS (ENT)",Otolaryngologists (ENT),16,Insaf Barakah Kidney & General Hospital Ltd., Dhaka-1217,"Adenoiditis,Allergies,Cholesteatoma,Chronic Rhinitis,Conductive Hearing Loss,Deviated septum,Head and Neck Tumor,Laryngitis,Meniere's disease,Otitis Media (Middle Ear Infection),Otosclerosis,Sinusitis,Surgery for Snoring,Swimmer's ear,Tinnitus (Ringing in the Ears),Tonsillitis Treatment,Laryngeal Papillomatosis"
Prof. Dr. M Nizam Uddin Faruque,"MBBS,FRCS (UK),FRCS,DLO",Otolaryngologists (ENT),16,Insaf Barakah Kidney & General Hospital Ltd., Dhaka-1217,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma,Injuries and trauma,Lens for Keratoconus,Ptosis,Refractive Errors,Retinal detachment,Strabismus,Color Vision Deficiency"
Assoc. Prof. Dr. Jannatul Ferdous,"MBBS,MTM,FCPS (Hematology)",Hematologist,24,Insaf Barakah Kidney & General Hospital Ltd., Dhaka-1217,"Anemia,Blood Clots,Blood Transfusion,Bone marrow failure syndromes,Coagulation Disorders,Hemochromatosis (Excess Iron),Hemoglobinopathies (e.g., HbS, HbC),Hemolytic anemia,Hemophilia,Iron-deficiency anemia,Leukemia,Lymphoma,Plasma cell disorders,Sickle Cell Anemia,Thalassemia,Eosinophilic Disorders"
Dr. Md. Nadim Kamal,"MBBS,FCPS (Physical Medicine)","Physical Medicine
Rehabilitation Specialist",16,Insaf Barakah Kidney & General Hospital Ltd., Dhaka-1217,"Amyotrophic Lateral Sclerosis (ALS),Carpal Tunnel Syndrome,Chronic Fatigue Syndrome,Degenerative Disc Disease,Joints Problem,Ligaments Problem,Meniscus Tear,Multiple Sclerosis (MS),Muscles Problem,Nerves Problem,Patellofemoral Pain Syndrome,Peripheral Nerve Injury,Plantar Fasciitis,Spinal Cord Problem,Traumatic Brain Injury (TBI) Treatment,Osteoarthritis"
Dr. Md. Atiquzzaman,"MBBS,BCS (Health),MD (Physical Medicine)","Physical Medicine
Rehabilitation Specialist",23,Insaf Barakah Kidney & General Hospital Ltd., Dhaka-1217,"Amyotrophic Lateral Sclerosis (ALS),Carpal Tunnel Syndrome,Chronic Fatigue Syndrome,Degenerative Disc Disease,Joints Problem,Ligaments Problem,Meniscus Tear,Multiple Sclerosis (MS),Muscles Problem,Nerves Problem,Patellofemoral Pain Syndrome,Peripheral Nerve Injury,Plantar Fasciitis,Spinal Cord Problem,Traumatic Brain Injury (TBI) Treatment,Osteoarthritis"
Dr. Tasnim Hossain,"MBBS,BCS,MD (Oncology)",Oncologist,14,Insaf Barakah Kidney & General Hospital Ltd., Dhaka-1217,"Adnexal Tumors,Adrenal Cancer,Bladder Cancer,Bone-marrow Transfusion,Colorectal Cancer,Gastrointestinal Stromal Tumors (GIST),Gynecologic Oncology,Hodgkin's Lymphoma,Leukemia,Melanoma Treatment,Multiple Myeloma,Neuroblastoma,Pediatric Oncology,Salivary Gland Tumors,Soft Tissue Sarcoma,Thymic Carcinoma,Neuroendocrine Tumors (NETs)"
Asst. Prof. Dr. Md. Rifat Zia Hossain,"MBBS (SSMC),MD (Oncology)",Oncologist,16,Insaf Barakah Kidney & General Hospital Ltd., Dhaka-1217,"Adnexal Tumors,Adrenal Cancer,Bladder Cancer,Bone-marrow Transfusion,Colorectal Cancer,Gynecologic Oncology,Hodgkin's Lymphoma,Leukemia,Melanoma Treatment,Multiple Myeloma,Neuroblastoma,Pediatric Oncology,Soft Tissue Sarcoma,Thymic Carcinoma,Gastrointestinal Stromal Tumors (GIST)"
Dr. Noor-E-Nazneen,"MBBS,DEM","Diabetologist
Endocrinologist",22,Insaf Barakah Kidney & General Hospital Ltd., Dhaka-1217,"Adrenal Disorders,Diabetes Management,Diabetes Type 2,Gestational diabetes,Hyperthyroidism,Metabolic disease,Osteoporosis Treatment,Parathyroid diseases,Pituitary Diseases,Polycystic Ovary Syndrome (PCOS),Prediabetes,Thyroid Disorder Treatment,Thyroid Disorders in Diabetes,Thyroid Swelling,Type 1 Diabetes Treatment,Hypothyroidism"
Dr. Asma Sharmin,"MBBS (DU),BCS (Health),DDV (BSMMU)",Dermatologist,15,Insaf Barakah Kidney & General Hospital Ltd., Dhaka-1217,"Acne Problems,Alopecia Areata,Atopic Dermatitis Treatment,Dermatitis Treatment,eczema,Herpes Simplex (Cold Sores),Herpes zoster (shingles),Impetigo,Psoriasis Treatment,Rosacea,Skin Allergies,treatment for ringworm,Vitiligo,WARTS,Cellulitis"
Prof. Dr. Syed Afzalul Karim,"MBBS,DDV,PhD,FRSH",Dermatologist,31,Insaf Barakah Kidney & General Hospital Ltd., Dhaka-1217,"Acne Problems,Alopecia Areata,Atopic Dermatitis Treatment,Dermatitis Treatment,eczema,Herpes Simplex (Cold Sores),Herpes zoster (shingles),Impetigo,Psoriasis Treatment,Rosacea,Skin Allergies,treatment for ringworm,Vitiligo,WARTS,Cellulitis"
