Doctor Name,Education,Speciality,Experience,Chamber,Location,Concentration
Prof. Dr. Salina Mahmud,"MBBS (DMC),MD (BSMMU)",Dermatologist,21,Uttara Crescent Hospital & Diagnostic Center, Dhaka-1230,"Acne / Pimples Treatment,Allergy Skin Prick Test,Cellulitis & Skin Abscesses,Chronic Skin Allergy,Dimple Creation,Dull Skin,Dull Skin Treatment,Hair Care,Hair Loss Treatment,Hair Patch,Hardening of the skin,Lip Reduction,Nose Infections,Female Sexual Disorders"
Prof. Dr. Md Jalal Uddin,"MBBS (Dhaka),FCPS (Medicine)",Cardiologist,25,Uttara Crescent Hospital & Diagnostic Center, Dhaka-1230,"Cardiac Ablation,Cardiac Anesthesia,Cardiac Catheterization,Cardiac Disease,Cardiac Invasive Procedures,Cardiac Medicine,Cardiac MRI,Cardiac Pacing,Cardiac Rehabilitation,Cardic TMT, ECG, ECHO,Cardiogenic Shock,Cardiography"
Dr. Md. Shamim Chowdhury,"MBBS,MD (Cardiology),CCD (Birdem)",Cardiologist,17,Uttara Crescent Hospital & Diagnostic Center, Dhaka-1230,"Cardiac Ablation,Cardiac Anesthesia,Cardiac Catheterization,Cardiac Disease,Cardiac Invasive Procedures,Cardiac Medicine,Cardiac MRI,Cardiac Pacing,Cardiac Rehabilitation,Cardic TMT, ECG, ECHO,Cardio Thoracic Surgery,Cardiogenic Shock,Cardiography"
Dr. Md. Humayun Kabir Mintu,"MBBS (Dhaka),MPH,D-Card,MD (Cardiology- Thesis)",Cardiologist,19,Uttara Crescent Hospital & Diagnostic Center, Dhaka-1230,"Bacterial Endocarditis,Cardiac Ablation,Cardiac Anesthesia,Cardiac Catheterization,Cardiac Disease,Cardiac Invasive Procedures,Cardiac Medicine,Cardiac MRI,Cardiac Pacing,Cardiac Rehabilitation,Cardic TMT, ECG, ECHO,Cardio Thoracic Surgery,Cardiogenic Shock,Cardiography,Cardiology"
Prof. Dr. Tawfiq Shahriar Huq,"MBBS,D-CARD,MD (Cardiology)",Cardiologist,21,Uttara Crescent Hospital & Diagnostic Center, Dhaka-1230,"Cardiac Ablation,Cardiac Anesthesia,Cardiac Catheterization,Cardiac Disease,Cardiac Invasive Procedures,Cardiac Medicine,Cardiac MRI,Cardiac Pacing,Cardiac Rehabilitation,Cardic TMT, ECG, ECHO,Cardio Thoracic Surgery"
Prof. Dr. Jesmine Banu,"MBBS,MS (OBGYN)",Gynecologist & Obstetrician,22,AMZ Hospital Ltd., Dhaka-1212,"Abortion / Medical Termination of Pregnancy (MTP),Advice To Pregnant Women,All Gynae Surgery,Fetomaternal Medicine,Gynae Check Up,Gynae Problems,Gynaec Laparoscopy,Gynec Advices,Gynecologic Oncology,Maternal Care,Maternal Care/ Checkup,Maternal Fetal Medicine,Maternity Care,OB-GYN Anesthesia,Complicated Pregnancy Treatment"
Dr. Golam Mustafa,"MBBS,MRCS (UK),FCPS (Surgery) MS (Colorectal Surgery)",Colorectal Surgeon,17,AMZ Hospital Ltd., Dhaka-1212,"Anal Fistula Repair,Carotid Cavernous Fistula,Colorectal & Hepatobiliary Surgery,Colorectal Cancer,Colorectal Surgery,Laparoscopic Colorectal Surgery,Rectal bleeding,Rectal Prolapse Repair,Cyst & Lipoma Removal,Cysts"
Dr. Anwar Hossain,"MBBS,MD (MEDICAL ONCOLOGY)",Oncologist,14,AMZ Hospital Ltd., Dhaka-1212,"Adrenal Cancer,Bladder Cancer,Breast Cancer,Breast Cancer Management,Breast Cancer Treatment,Breast Oncology,Cancer - Bone,Cancer - Kidney,Cancer Screening,Haemato Oncology,Cancer - Lung"
Dr. Harun-ur-Rashid Bhuiyan,"MBBS,FIC (India),FACC (USA),Diploma (UK)",Cardiologist,18,AMZ Hospital Ltd., Dhaka-1212,"Bacterial Endocarditis,Cardiac Ablation,Cardiac Anesthesia,Cardiac Catheterization,Cardiac Disease,Cardiac Invasive Procedures,Cardiac Medicine,Cardiac MRI,Cardiac Pacing,Cardiac Rehabilitation,Cardic TMT, ECG, ECHO,Cardio Thoracic Surgery,Cardiogenic Shock,Cardiography,Chronic Cardiac Failure"
Dr. Abu Hasnat Md. Masud Sinha,"MBBS,D-CARD (UK),FACC (USA),FESC (EU)",Cardiologist,18,AMZ Hospital Ltd., Dhaka-1212,"Cardiac Ablation,Cardiac Anesthesia,Cardiac Catheterization,Cardiac Disease,Cardiac Invasive Procedures,Cardiac Medicine,Cardiac MRI,Cardiac Pacing,Cardiac Rehabilitation,Cardic TMT, ECG, ECHO,Cardio Thoracic Surgery,Cardiogenic Shock,Cardiography,Cardiology,Cardiomyopathy,Cardiovascular & Pulmonary Physiotherapy,Cardioversion,Chronic Cardiac Failure"
Dr. Mohammad Fahad Chowdhury,"MBBS (Dhaka),BCS (Health),MCPS (Medicine) CCD (BIRDEM),MD (Cardiology),MACP (USA)",Cardiologist,15,AMZ Hospital Ltd., Dhaka-1212,"Cardiac Ablation,Cardiac Anesthesia,Cardiac Catheterization,Cardiac Disease,Cardiac Invasive Procedures,Cardiac Medicine,Cardiac MRI,Cardiac Pacing,Cardiac Rehabilitation,Cardiogenic Shock,Cardiography,Cardiology"
Prof. Dr. Ripon Barua,"MBBS,FCPS (Medicine),BCS (Health),M.Phil (Microbiology),MPH,MMEd",Medicine Specialist,23,Epic Health Care | Chittagong, Chittagong-4000,"Adolescent Medicine,Aesthetic Medicine,Cardiac Medicine,Critical Care Medicine,Family Medicine,Fetal Medicine,Fetomaternal Medicine,General Medicine,Geriatric Medicine,Immediate Dentures,Kidney Medicine,Lung & Mediastinal Tumors,Maternal Fetal Medicine,Medical Advisor"
Asst. Prof. Dr. Md. Shamim Reza,"MBBS,MS (CARDIOVASCULAR & THORACIC SURGERY)",Cardiothoracic and Vascular Surgeon,17,Popular Diagnostic Centre Ltd. | Shyamoli, Dhaka-1207,"Acne Scars,Bacterial Endocarditis,Cardiac Ablation,Cardiac Anesthesia,Cardiac Catheterization,Cardiac Disease,Cardiac Invasive Procedures,Cardiac Medicine,Cardiac MRI,Cardiac Pacing,Cardiac Rehabilitation,Cardic TMT, ECG, ECHO,Cardio Thoracic Surgery,Cardiography,Cardiovascular & Pulmonary Physiotherapy,Biovascular Scaffold Implantation"
Dr. Md. Monsur Rahman Chowdhury,"MBBS,BCS,FCPS (Plastic Surgery)",Plastic Surgeon,16,AMZ Hospital Ltd., Dhaka-1212,"Acne/ Pimple Scars Treatment,Burn Management,Burn Scar Reconstruction,Cosmetic Surgery,Dimple Creation,Lip Reduction,Nail Diseases Treatment,Nose Fillers,Pimples Treatment,Severe Burn Injuries,Sun Burn Treatment,Liposuction"
Lt. Col. Dr. Anjana Chakraborty,"MBBS (DMC),DDV (BSMMU) FCPS (Dermatology & Venereology)",Dermatologist,21,AMZ Hospital Ltd., Dhaka-1212,"Acne,Allergic conjunctivitis,Allergy Skin Prick Test,Bacterial Skin Infection Treatment,Cellulitis & Skin Abscesses,Chronic Skin Allergy,Dimple Creation,Disorder of Sexual Differentiation,Dull Skin,Dull Skin Treatment,Fractional Skin Rejuvenation,Hair Care,Nail Surgery,Nose Infections,Pimples Treatment,Smile Design,Hair Disease"
Dr. Mohammad Amzad Hossain,"MBBS,BCS (Health),MS (ENT)",Otolaryngologists (ENT),21,AMZ Hospital Ltd., Dhaka-1212,"Adenoid / Tonsil Surgery,Conductive Hearing Loss,Congenital Ear Problem Treatment,Diagnostic Endoscopy of Ear-Nose-Throat,Diagnostic Nasal Endoscopy,Diagnostic nasal, otological & laryngeal endoscopy,Ear Micro Surgery,Fracture Nasal Bone Correction,Nasal and Sinus Allergy Care,Nasal Disorders,Nasal Endoscopy,Nasal Polypectomy,Tonsillitis Treatment,Ear, Nose & Throat Evaluation"
Prof. Dr. Md. Jamal Abu Nasser,"MBBS,FCPS (Surgery),FMAS (India)",General Surgeon,24,AMZ Hospital Ltd., Dhaka-1212,"Abdominal Cancer Surgery,Abdominal surgery,Adenoid / Tonsil Surgery,All Gynae Surgery,Anal Fissure Surgery,Anterior Segment Surgery,Anti Reflux (Gerd) Surgery,Arthoscopic Surgery,Atrial Septal Defect Surgery,Bariatric Surgery,Body Contouring Surgery,Brain Surgery,Brain Tumor Surgery,Bypass Surgery,Cancer Surgery,Cataract Surgery"
Dr. Abeda Khatun,"MBBS,MRCOG (UK),FRCOG (UK),FACOG,DGO",Gynecologist & Obstetrician,17,AMZ Hospital Ltd., Dhaka-1212,"Abortion / Medical Termination of Pregnancy (MTP),Advice To Pregnant Women,All Gynae Surgery,Cosmetic Laser Gynaecologist,Fetomaternal Medicine,gallbladder surgery and gynecology operations,Gynae Check Up,Gynae Problems,Gynaec Laparoscopy,Gynaecological Endoscopy,Gynec Advices,Gynecologic Oncology,Gynecological Cancer Treatment,Maternal Care,Maternal Care/ Checkup,Maternal Fetal Medicine,Maternity Care,Diseases in Pregnancy"
Dr. Sayera Akther,"MBBS,FCPS (Gynae and Obs)",Gynecologist & Obstetrician,16,AMZ Hospital Ltd., Dhaka-1212,"All Gynae Surgery,Cosmetic Laser Gynaecologist,Fetomaternal Medicine,Gynae Check Up,Gynae Problems,Gynaec Laparoscopy,Gynaecological Endoscopy,Gynec Advices,Gynecologic Oncology,Gynecological Cancer Treatment,Laparoscopic Gynaecology,Maternal Care,Maternal Care/ Checkup,OB-GYN Anesthesia,Obstetrics & Gynecology,Uro Gynecology,Maternal Fetal Medicine"
Dr. Rumana Afroz,"MBBS,BCS (Health),FCPS (OBGYN)",Gynecologist & Obstetrician,15,AMZ Hospital Ltd., Dhaka-1212,"Abortion / Medical Termination of Pregnancy (MTP),Advice To Pregnant Women,All Gynae Surgery,Diseases in Pregnancy,Early Pregnancy Scan,Fetomaternal Medicine,Gynae Check Up,Gynae Problems,Gynaec Laparoscopy,Gynaecological Endoscopy,Gynec Advices,Gynecologic Oncology,Gynecomastia Treatment / Surgery,High-Risk Pregnancy Care,Maternal Care,Maternal Care/ Checkup"
Dr. Fahmida Haque,"MBBS (DHAKA),FCPS (Gynae and Obs)",Gynecologist & Obstetrician,16,AMZ Hospital Ltd., Dhaka-1212,"Advice To Pregnant Women,All Gynae Surgery,Complicated Pregnancy Treatment,Fetomaternal Medicine,Gynae Check Up,Gynae Problems,Gynaec Laparoscopy,Gynaecological Endoscopy,Gynec Advices,Gynecologic Oncology,Gynecological Cancer Treatment,Gynecomastia Treatment / Surgery,Maternal Care,Maternal Care/ Checkup,OB-GYN Anesthesia,Obstetrics & Gynecology,Uro Gynecology,Maternal Fetal Medicine"
Dr. Shohana Shikder,"MBBS (DHAKA),BCS (Health),DGO",Gynecologist & Obstetrician,16,AMZ Hospital Ltd., Dhaka-1212,"Abortion / Medical Termination of Pregnancy (MTP),Advice To Pregnant Women,All Gynae Surgery,Cosmetic Laser Gynaecologist,Fetomaternal Medicine,Gynae Check Up,Gynae Problems,Gynaec Laparoscopy,Gynaecological Endoscopy,Gynec Advices,Gynecologic Oncology,Gynecological Cancer Treatment,Maternal Care,Maternal Care/ Checkup,OB-GYN Anesthesia,Well Woman / Gynecological Cancer Screening,Maternal Fetal Medicine"
Dr. Fatema Begum,"MBBS,DGO,FCPS (Obs & Gynae)",Gynecologist & Obstetrician,19,AMZ Hospital Ltd., Dhaka-1212,"Abortion / Medical Termination of Pregnancy (MTP),Advice To Pregnant Women,All Gynae Surgery,Diseases in Pregnancy,Fetomaternal Medicine,Gynae Check Up,Gynec Advices,Gynecologic Oncology,Gynecological Cancer Treatment,Gynecomastia Treatment / Surgery,High-Risk Pregnancy Care,Maternal Care,Maternal Care/ Checkup,Obstetrics & Gynecology,Maternal Fetal Medicine"
Dr. Mujahida Rahman,"MBBBS,FCPS (Haematology)",Hematologist,17,AMZ Hospital Ltd., Dhaka-1212,"Adolescent Medicine,Aesthetic Medicine,Cardiac Medicine,Critical Care Medicine,Family Medicine,Fetal Medicine,Fetomaternal Medicine,General Medicine,Geriatric Medicine,Kidney Medicine,Medical Advisor,Maternal Fetal Medicine"
Prof. Dr. Ahmedul Kabir,"MBBS,BCS,FCPS (Internal Medicine),FACP,FRCP (Medicine)",Medicine Specialist,23,AMZ Hospital Ltd., Dhaka-1212,"Adolescent Medicine,Aesthetic Medicine,Cardiac Medicine,Critical Care Medicine,Family Medicine,Fetal Medicine,Fetomaternal Medicine,General Medicine,Geriatric Medicine,Kidney Medicine,Medical Advisor,Neonatal Medicine"
Dr. Mohammad Sayem,"MBBS (DHAKA),FCPS,MRCP MRCPE (EDINBUURGH),MACP (USA)",Medicine Specialist,17,AMZ Hospital Ltd., Dhaka-1212,"Adolescent Medicine,Aesthetic Medicine,Cardiac Medicine,Cognitive remediation therapy (CRT),Critical Care Medicine,Family Medicine,Fetal Medicine,Fetomaternal Medicine,General Medicine,Geriatric Medicine,Immediate Dentures,Kidney Medicine,Mediastinoscopy,Medical Advisor,Medical Emergencies"
Dr. Syeda Zinia Zafrin,"MBBS (DMC),MRCP (UK),MRCPE (Glassgow)",Medicine Specialist,16,AMZ Hospital Ltd., Dhaka-1212,"Adolescent Medicine,Aesthetic Medicine,Cardiac Medicine,Cognitive remediation therapy (CRT),Critical Care Medicine,Family Medicine,Fetal Medicine,Fetomaternal Medicine,General Medicine,Geriatric Medicine,Kidney Medicine,Maternal Fetal Medicine,Medical Advisor"
Dr. Md. Habibur Rahman,"MBBS,BCS (Health),MD",Neurologist,14,AMZ Hospital Ltd., Dhaka-1212,"24 hours neuro emergency care,Anxiety Neurosis,Bacterial Brain Abscess,Brain Aneursym Surgery,Brain Aneurysm Coiling,Brain Aneurysm Treatment,Brain Arteriovenous Fistula Embolization,Brain Dural Arteriovenous Fistula Embolization,Brain Hemorrhage,Brain infection,Brain Mapping,Brain spine TB,Brain Structure & Function,Brain Suite,Brain Surgery"
Prof. Dr. Sharif Uddin Khan,"MBBS,MD (Neurology),Fellow Neuro Intervention & Stroke (India)",Neurologist,22,AMZ Hospital Ltd., Dhaka-1212,"Bacterial Brain Abscess,Brain Aneursym Surgery,Brain Aneurysm Coiling,Brain Aneurysm Treatment,Brain Arteriovenous Fistula Embolization,Brain Dural Arteriovenous Fistula Embolization,Brain Hemorrhage,Brain infection,Brain Mapping,Brain spine TB,Brain Structure & Function,Brain Suite,Brain Surgery,Brain Tumor"
Prof. Dr. Md. Ashaduzzaman,"MBBS,D-ORTHO (BSMMU)",Orthopedic Surgeon,23,AMZ Hospital Ltd., Dhaka-1212,"Dentofacial Orthopedics,Functional Orthopedics,General Orthopedic Clinic,Jaw Orthopedics,Lingual Orthodontics,Orthographic Surgery,Orthopaedic Diseases,Orthopedic in Pitampura,Orthopedic physical therapy,Orthopedic Physiotherapy,Orthopedic surgeon in pitampura,Orthopedic Surgery,Orthotic Splints,Paediatrics - Ortho"
Dr. Moin Ahmed Ferdous Rubel,"MBBS (Dhaka),D-Ortho (Orthopedics)",Orthopedist,16,AMZ Hospital Ltd., Dhaka-1212,"Dentofacial Orthopedics,Functional Orthopedics,General Orthopedic Clinic,Jaw Orthopedics,Lingual Orthodontics,Orthographic Surgery,Orthopaedic Diseases,Orthopedic in Pitampura,Orthopedic physical therapy,Orthopedic Physiotherapy,Orthopedic surgeon in pitampura,Orthopedic Surgery,ORTHOPTICS,Orthotic Splints,Paediatrics - Ortho"
Dr. Md. Abdul Maleque Molla,"MBBS,MRCP (UK),MRCPCH (UK),FRCP (Ed),FRCPCH,DCH",Pediatrician,17,AMZ Hospital Ltd., Dhaka-1212,"Abdominoperineal Resection (Pediatric),Advanced Pediatric Life Support (APLS),Bone Marrow Transplant(Pediatrics),Exchange Transfusion (Pediatric),General Orthopedic Clinic,Health Checkup (Pediatric),Paediatric Orthopedic Surgeon,Pediatric & Neonatal Emergencies,Pediatric Allergy,Pediatric Anesthesia,Pediatric Glaucoma Management,Pediatric Dentistry"
Prof. Dr. Saeedur Rahman,"MBBS,FCPS (Pediatrics)",Pediatrician,25,AMZ Hospital Ltd., Dhaka-1212,"Abdominoperineal Resection (Pediatric),Advanced Pediatric Life Support (APLS),Bone Marrow Transplant(Pediatrics),Exchange Transfusion (Pediatric),Health Checkup (Pediatric),Paediatric Orthopedic Surgeon,Pediatric Allergy,Pediatric Bronchoscopy,Pediatric Critical Care,Pediatric Dentistry"
Prof. Dr. Samidur Rahman,"MBBS,MS",Pediatric Surgeon,24,AMZ Hospital Ltd., Dhaka-1212,"Abdominoperineal Resection (Pediatric),Advanced Pediatric Life Support (APLS),Bone Marrow Transplant(Pediatrics),Exchange Transfusion (Pediatric),General Pediatrics,Health Checkup (Pediatric),Paediatric Orthopedic Surgeon,Pediatric & Neonatal Emergencies,Pediatric Allergy,Pediatric Anesthesia,Pediatric Bronchoscopy,Pediatric Critical Care,Pediatric Dentistry,Pediatric Diabetes,Pediatric Endocrinology,Pediatric Gastroenterology,Pediatric Imaging,Pediatric Medicine"
Prof. Dr. A. S. M. Alamgir Chowdhury,"MBBS,MS (Pediatric Surgery)",Pediatric Surgeon,24,AMZ Hospital Ltd., Dhaka-1212,"Abdominoperineal Resection (Pediatric),Advanced Pediatric Life Support (APLS),Bone Marrow Transplant(Pediatrics),Exchange Transfusion (Pediatric),General Pediatrics,Health Checkup (Pediatric),Pediatric Critical Care,Pediatric Dentistry,Pediatric Diabetes,Pediatric Emergencies,Pediatric Hematology,Pediatric Imaging"
Dr. Mohammad Nashir Uddin,"MBBS,FCPS (Surgery,MS (Plastic surgery),FACS (USA))",Plastic Surgeon,18,AMZ Hospital Ltd., Dhaka-1212,"Acne Scar Treatment,Burn Management,Burn Scar Reconstruction,Dermatosurgery,Dimple Creation,Ear & Nose Piercing,Lip reconstruction,Lip Reduction,Nose Fillers,Smile Design,Emotional Outbursts"
Dr. Md. Shahidur Rahman Sikder,"MBBS (DMC),BCS (Health),MS (Neurosurgery),MRCS (England)",Neurosurgeon,17,AMZ Hospital Ltd., Dhaka-1212,"24 hours neuro emergency care,Abdominal aortic aneurysms,Anxiety Neurosis,Bacterial Brain Abscess,Brain Aneursym Surgery,Brain Aneurysm Coiling,Brain Aneurysm Treatment,Brain Hemorrhage,Cerebral Aneurysm,Clinical Neurologist,Diagnostic Neuroradiology,Intervention Neurology,Interventional Neuroradiology,Brain infection"
Dr. Rubaiyat Ferdush,"MBBS,MCPS,FCPS (Psychiatry)",Psychiatrist,17,Dhaka Central International Medical College Hospital, Dhaka-1207,"Abnormal Behaviour,Alcohol De-addiction Treatment,Alzheimer's Disease,Anger Control,Anger Problems,Autism,DeAddiction Counselling,Depression and Anxiety,Disturbed Sleep,Drug Abuse,Insomnia Treatment,Marriage/ Marital Counselling,Mental health,Obsessive Compulsive Disorder (OCD) Counselling,Premarital Counseling,Psychoanalysis to Suicide,Schizophrenia Treatment,Suicidal Behavior,Family Counseling"
Dr. Md. Tayabur Rahman,"MBBS (DMC),BCS (Health),MD (Psychiatry, BSMMU)",Psychiatrist,16,AMZ Hospital Ltd., Dhaka-1212,"Abnormal Behaviour,Addiction Psychiatrist,Anger Management,De-Addiction,DeAddiction Counselling,Disorder of Sexual Differentiation,Drug Abuse,Family Counseling,Mental health,mental retardation,Suicidal Behavior,Unusual,Insomnia"
Dr. Syed Aminul Haque Lenin,"MBBS,MS (Thoracic Surgery)",Thoracic Surgeon,19,AMZ Hospital Ltd., Dhaka-1212,"Aortic Anuerysm Surgery / Endovascular Repair,Cardiac Ablation,Cardiac Anesthesia,Cardio Thoracic Surgery,cardiovascular treatment,Thoracic Imaging,Thoracic Oncology Surgeries,Thoracic/Lung Tumor,Thoracoscopy,Cardiac Catheterization"
Dr. A. S. M. Badruzzaman Jewel,"MBBS (CMC),BCS (Health),CCD (BIRDEM) MS (UROLOGY)",Urologist,16,AMZ Hospital Ltd., Dhaka-1212,"Blood in Urine,Blood in Urine (Hematuria) Treatment,Body Contouring Surgery,Earlobe suturing,Genito Urinary Cancer,Genitourinary Cancers,Genitourinary Surgery,Urinary Bladder,Urinary Diversion,Urinary Fistula,Urinary Incontinence (Ui),Urinary Leakage,Urinary Tract / Bladder Stones Treatment"
Dr. Masroor Akbar Khan,"MBBS,FCPS (Surgery),MS (VASCULAR SURGERY)",Vascular Surgeon,18,AMZ Hospital Ltd., Dhaka-1212,"Aortic Aneurysm Surgery / Endovascular Repair,Biovascular Scaffold Implantation,Cardiac Invasive Procedures,Cardiovascular & Pulmonary Physiotherapy,cardiovascular treatment,Cerebrovascular Disease,Cerebrovascular Surgery,Decompression Micovascular,Diagnostic Cardiovascular Imaging,Endovascular Interventions"
Dr. AHM Masud Sinha,"MBBS,D-CARD (UK),FACC (USA),FESC (EU)",Cardiologist,20,AMZ Hospital Ltd., Dhaka-1212,"Cardiac Ablation,Cardiac Anesthesia,Cardiac Catheterization,Cardiac Disease,Cardiac Invasive Procedures,Cardiac Medicine,Cardiac MRI,Cardiac Pacing,Cardiac Rehabilitation,Cardic TMT, ECG, ECHO,Cardio Thoracic Surgery,Cardiogenic Shock,Cardiography,Cardiology,Cardiomyopathy"
Dr. M. A. Mamun,"MBBS,BCS (Health),MS (Orthopedics)",Orthopedic Surgeon,17,Ibn Sina Diagnostic Center | Savar, Dhaka-1340,"Dentofacial Orthopedics,Functional Orthopedics,General Orthopedic Clinic,Jaw Orthopedics,Lingual Orthodontics,Orthographic Surgery,Orthopaedic Diseases,Orthopedic in Pitampura,Orthopedic physical therapy,Orthopedic Physiotherapy,Orthotic Splints,Orthopedic Surgery"
Dr. Md. Atiqul Islam,"MBBS,BCS (Health),FCPS (Medicine),CCD (BIRDEM),FACP (USA)",Medicine Specialist,17,Ibn Sina Diagnostic Center | Savar, Dhaka-1340,"Adolescent Medicine,Aesthetic Medicine,Cardiac Medicine,Critical Care Medicine,Family Medicine,Fetal Medicine,Fetomaternal Medicine,General Medicine,Geriatric Medicine,Immediate Dentures,Kidney Medicine,Lung & Mediastinal Tumors,Medical Advisor"
Dr. Shantonu Kumer Saha,"MBBS (DMC),BCS (Health),CCD,FCPS (Medicine)",Medicine Specialist,17,Ibn Sina Diagnostic Center | Savar, Dhaka-1340,"Adolescent Medicine,Aesthetic Medicine,Cardiac Medicine,Critical Care Medicine,Family Medicine,Fetal Medicine,Fetomaternal Medicine,General Medicine,Geriatric Medicine,Immediate Dentures,Kidney Medicine,Maternal Fetal Medicine,Medical Advisor,Neuromedicine"
