Doctor Name,Education,Speciality,Experience,Chamber,Location,Concentration
Dr. Fatema Jannatul Afrose Nimme,"MBBS,MPH,MSc (UK)",Dermatologist,5,Apollo Clinic Dhanmondi & JMI Specialized Hospital, Dhaka-1209,"Acne,Allergic Bronchopulmonary Aspergillosis,Allergic conjunctivitis,Allergic Enteropathy,Allergic Rhinitis,Allergy & Immunotheraphy,Allergy Skin Prick Test,Bacterial Skin Infection Treatment,Cellulitis & Skin Abscesses,Chronic Skin Allergy,Dimple Creation,Dull Skin,Dull Skin Treatment,Fractional CO2 Laser Skin Resurfacing,Lip reconstruction,Pimples Treatment,Sun Burn Treatment,Hair Disease"
Assoc. Prof. Dr. Tamjida Farhana,"MBBS,FCPS,MCPS,DO",Ophthalmologist,12,Apollo Clinic Dhanmondi & JMI Specialized Hospital, Dhaka-1209,"Amblyopia (Lazy Eye),Anophthalmia (absent eye),Cataract & Lasik eye surgery,Chronic Eye Diseases,Diabetic Eye Checkup,Dry Eye - Evaluation / Treatment,Dry eyes,Eye Cancer,Eye Checkup - General,Eye Disorder,Eye Exercises for Double Vision,Eye Patch Therapy,Eye Problems,Eye Surgery,Eye ultrasound,Eyebrow design"
Prof. Dr. Amit Wajib,"MBBS (DMC),FCPS (Medicine),MD (Neurology)",Neurologist,16,Apollo Clinic Dhanmondi & JMI Specialized Hospital, Dhaka-1209,"Bacterial Brain Abscess,Brain Aneurysm Coiling,Brain Hemorrhage,Brain infection,Brain Mapping,Neurourology,Peripheral neuropathies,Traumatic Brain Injury (TBI) Treatment,Trigeminal neuralgia,Meningitis"
Dr. Mausumi Iqbal,"BDS,FCPS (OMFS),FHN (Surgery),FTMJ",Maxillofacial and Dental Surgeon,10,Apollo Clinic Dhanmondi & JMI Specialized Hospital, Dhaka-1209,"Artificial Teeth,Dental Braces Fixing,Dental Caries,Dental Checkup (General),Dental Crowns,Dental Fillings,Dental implants,Dental Implants,Impacted Teeth,Impacted Teeth,Straightening Teeth,Sensitive Teeth"
Prof. Dr. Manzoor Hossain,"MBBS,DCH(Glasgow),MRCP(UK),FCPS (Pediatrics),FRCP,FRCPCH","Pediatrician
Pediatric Cardiologist",40,Apollo Clinic Dhanmondi & JMI Specialized Hospital, Dhaka-1209,"Abdominoperineal Resection (Pediatric),Advanced Pediatric Life Support (APLS),Bone Marrow Transplant(Pediatrics),Exchange Transfusion (Pediatric),Health Checkup (Pediatric),Health Checkup (Pediatric),Pediatric Allergy,Pediatric Critical Care,Pediatric Dermatology,Pediatric Diabetes,Pediatric Emergencies,Pediatric Medicine"
Prof. Dr. Md. Lutful Kabir,"MBBS,MRCP (UK),FRCP (London)",Medicine Specialist,26,Apollo Clinic Dhanmondi & JMI Specialized Hospital, Dhaka-1209,"Adolescent Medicine,Aesthetic Medicine,Cardiac Medicine,Cognitive remediation therapy (CRT),Dengue Fever Treatment,Family Medicine,Fetal Medicine,Fetomaternal Medicine,General Medicine,Geriatric Medicine,Immediate Dentures,Kidney Medicine,Lung & Mediastinal Tumors,Mediastinoscopy,Medical Advisor,Typhoid Fever Treatment"
Asst. Prof. Dr. Md. Elias Bhuiyan,"MBBS,FCPS (Medicine)",Medicine Specialist,10,Apollo Clinic Dhanmondi & JMI Specialized Hospital, Dhaka-1209,"Adolescent Medicine,Aesthetic Medicine,Cardiac Medicine,Cognitive remediation therapy (CRT),Critical Care Medicine,Family Medicine,Fetal Medicine,Fetomaternal Medicine,General Medicine,Geriatric Medicine,Immediate Dentures,Kidney Medicine,Lung & Mediastinal Tumors,mediastinal tumor"
Asst. Prof. Dr. Nusrat Zarin,"MBBS,MD (Endocrinology)",Endocrinologist,8,Apollo Clinic Dhanmondi & JMI Specialized Hospital, Dhaka-1209,"Diabetes,Diabetes in Children,Diabetes Renal Failure,Growth Hormone Disorders,Hormonal therapy,Hormone testing,Hyper / Hypo - Thyroid Treatment,Hyperthyroidism,Insulin Hormone,Parathyroid Gland"
Asst. Prof. Dr. Lima Asrin Sayami,"MBBS,FCPS (Cardiology),MRCP (UK)",Cardiologist,15,Apollo Clinic Dhanmondi & JMI Specialized Hospital, Dhaka-1209,"Aesthetic Medicine,Cardiac Disease,Cardiology,cardiovascular treatment,Congenital Heart Disease,Diagnostic Cardiovascular Imaging,Fast Heartbeat,General Health,General Medicine,Heart Muscle Inflammation,Medical Advisor,Medical Emergencies,Chronic Cardiac Failure,Cardiac Ablation,Cardiac Ablation,Cardiac Anesthesia"
Assoc. Prof. Dr. Md. Salahuddin Farugue,"MBBS,FCPS (Surgery),MS (Urology)",Urologist,16,Apollo Clinic Dhanmondi & JMI Specialized Hospital, Dhaka-1209,"Bladder Control Problems,Cystocele,Epididymitis,Erectile Dysfunction (ED),Hydronephrosis,Kidney Stones,Neurogenic Bladder,Peyronie's Disease,PROSTATE PROBLEMS,Pyelonephritis,Ureteral Stricture,Urinary Tract Infections,Urologic Diseases,Orchitis"
Asst. Prof. Dr. Adnan Yousuf Chowdhury,"MBBS,MCPS (MEDICINE),MD (CHEST)",Respiratory Specialist,19,Apollo Clinic Dhanmondi & JMI Specialized Hospital, Dhaka-1209,"Acute Bronchitis,Asbestosis,Chronic Bronchitis,Chronic Cough,Cystic Fibrosis,Emphysema,Hypersensitivity Pneumonitis,Lung Abscess,Pleural Effusion,Pneumonia,Pulmonary Edema,Pulmonary Hypertension,Tuberculosis,Primary Ciliary Dyskinesia (Pcd)"
Dr. Subrata Poddar Choyon,"MBBS (DMC),BCS (Health),FCPS (Medicine),MD (Gastro),MACP",Gastroenterologist,13,Apollo Clinic Dhanmondi & JMI Specialized Hospital, Dhaka-1209,"Adolescent Medicine,Aesthetic Medicine,Cardiac Medicine,Cognitive remediation therapy (CRT),Critical Care Medicine,Family Medicine,Fetal Medicine,Fetomaternal Medicine,General Medicine,Geriatric Medicine,Immediate Dentures,Kidney Medicine,Maternal Fetal Medicine,Medical Advisor"
Prof. Dr. Iffat Ara,"MBBS,FCPS,M.MED (UK)",Gynecologist & Obstetrician,25,Apollo Clinic Dhanmondi & JMI Specialized Hospital, Dhaka-1209,"Abortion / Medical Termination of Pregnancy (MTP),Advaced Laproscopic Gynaecological Surgery,Advice To Pregnant Women,All Gynae Surgery,Cosmetic Laser Gynaecologist,Gynae Check Up,Gynae Problems,Gynaec Laparoscopy,Gynaecological Endoscopy,Gynec Advices,Maternal Care,Maternal Care/ Checkup,Maternal Fetal Medicine"
Asst. Prof. Dr. Md. Merazul Islam Sheikh Meraz,"MBBS,BCS (Health) FCPS (Medicine) FCPS (Neurology)",Neurologist,15,Apollo Clinic Dhanmondi & JMI Specialized Hospital, Dhaka-1209,"Anxiety Neurosis,Brain Aneursym Surgery,Brain Aneurysm Coiling,Brain Hemorrhage,Brain infection,Brain Mapping,Brain spine TB,Brain Suite,Clinical Neurologist,Brain Surgery"
Prof. Dr. Syed Shamsuddin Ahmed,"MBBS,DTM,PhD (Plastic Surgery, Japan)",Plastic Surgeon,35,Apollo Clinic Dhanmondi & JMI Specialized Hospital, Dhaka-1209,"Acne Treatment,Birthmark Reduction,Body Contouring Surgery,Burn Scar Reconstruction,Cosmelan Treatment,Cosmetic Surgery,Dermatosurgery,Dimple Creation,Lip reconstruction,Liposuction,Reconstructive Surgery,Rhinoplasty,Vascular Malformation Treatment,Webbed Fingers / Toes Correction,Lip Augmentation"
Prof. Dr. Mushfiqur Rahman,"MBBS,FCPS (ENT),FICS",Otolaryngologists (ENT),20,Apollo Clinic Dhanmondi & JMI Specialized Hospital, Dhaka-1209,"Cochlear Implants,Ear Drum Repair,Ear Micro Surgery,Frontal Sinus Surgery,Head and Neck Tumor / Cancer Surgery,Microsurgery of the Larynx,Nasal Endoscopy,Nasal Polypectomy,Reconstructive Middle Ear Surgery,Rhinoplasty,Skull Base Surgery,Sleep Apnea,Surgery for Snoring,Tonsillitis Treatment,Tympanoplasty,Tonsillectomy,Pediatric Otolaryngology,Nasal Polyps"
Prof. Dr. Rowshan Ara Begum,"MBBS,MPH,M.PHIL.,FCPS (Radiotherapy)",Oncologist,16,Apollo Clinic Dhanmondi & JMI Specialized Hospital, Dhaka-1209,"Breast oncologist,Breast Oncology,Bronchial Asthma Treatment,Gastrointestinal Oncology,Gynecologic Oncology,Haemato Oncology,Hemato Oncology,Hematological Oncology,Laparoscopic Oncology,Medical Oncology,Neuro-oncology,Oncosurgeon,Bronchoscopy"
Asst. Prof. Dr. Shareen Khan,"MBBS,FCPS (Paediatrics)",Pediatrician,10,Apollo Clinic Dhanmondi & JMI Specialized Hospital, Dhaka-1209,"Abdominoperineal Resection (Pediatric),Acidity in Children,Advanced Pediatric Life Support (APLS),Arthritis in Children,Asthma In Children,Auto-immune Diseases in Children,Behaviour problem in children,Bone Marrow Transplant(Pediatrics),Health Checkup (Pediatric),Pediatric & Neonatal Emergencies,Pediatric Allergy"
Dr. Sanjoy Sinha,"MBBS (DMC),BCS (Health),MS (NITOR),AO-Basic (India)",Orthopedic Surgeon,10,Apollo Clinic Dhanmondi & JMI Specialized Hospital, Dhaka-1209,"Dentofacial Orthopedics,Functional Orthopedics,General Orthopedic Clinic,Jaw Orthopedics,Lingual Orthodontics,Orthodontics,Orthographic Surgery,Orthopaedic Diseases,Orthopedic in Pitampura,Orthopedic Physiotherapy,Orthopedic Surgery,Orthotic Splints,Paediatric Orthopedic Surgeon,Paediatrics - Ortho"
Dr. Nahid Parveen,"MBBS,MS (Obs & Gynae)",Gynecologist & Obstetrician,5,Apollo Clinic Dhanmondi & JMI Specialized Hospital, Dhaka-1209,"All Gynae Surgery,Complicated Pregnancy Treatment,Diseases in Pregnancy,Doppler Scan In Pregnancy,Early Pregnancy Scan,Gynae Check Up,Gynae Problems,Gynae Problems,Gynaec Laparoscopy,Gynaecological Endoscopy,Gynec Advices,Gynecologic Oncology,Laparoscopic Surgery (Obs & Gyn),Ectopic pregnancy removal"
Prof. Dr. Riaz Uddin Ahmad,"MBBS,DDV,MCPS,FCPS",Dermatologist,35,Apollo Clinic Dhanmondi & JMI Specialized Hospital, Dhaka-1209,"Chronic Skin Allergy,Sexual Problems,Acne,Acne Scar Treatment,Allergies,Cellulitis & Skin Abscesses,Dull Skin Treatment,Glutathione - Skin Whitening,Hair Loss Treatment,Hair Patch,Hardening of the skin,laser skin whitening,Lip reconstruction,Lip Reduction,Liposuction,Pimples Treatment,Sun Burn Treatment,Dimple Creation"
Dr. Tamjeed Alam,"MBBS,FCPS (Surgery)",General Surgeon,17,Apollo Clinic Dhanmondi & JMI Specialized Hospital, Dhaka-1209,"Abdominal surgery,Adenoid / Tonsil Surgery,Anal Fissure Surgery,Diabetic Kidney Disorder,General Health,General Medicine,Health Checkup (General),Hernia Laparoscopic Surgery,Hernia Surgery,Piles Surgery,Umbilical Hernia,Bariatric Surgery"
Dr. M. K Azad,"MBBS,DEM (BIRDEM),FCPS (Medicine),MACE (USA)","Medicine Specialist
Endocrinologist",17,Islami Bank Central Hospital | Mirpur, Dhaka-1216,"Adrenal Disorders,Alzheimer's Disease,Arthritis Problem,General Medicine,Heart Diseases,Hyperthyroidism,Infectious Diseases,Neonatal Medicine,Osteoporosis Treatment,Parathyroid diseases,Parkinson's disease,Pediatric Medicine,Thyroid Disorder Treatment,Thyroid Disorders in Pregnancy,Thyroid Swelling,Trauma and wound care,Trouble Sleeping,Vaccination / Immunization,Hyperlipidemia"
Prof. Dr. Md. Shamsul Alam,"MBBS (Dhaka),MCPS (Surgery),MS (Cardiothoracic Surgery),Advanced VATS Training (India)","General Surgeon
Thoracic Surgeon",40,Farazy Hospital | Banasree, Dhaka-1219,"Appendix Removal,Gall Bladder Surgery,Pleural Effusion Treatment,Abdominal fluid,Breast tumor removal,Stomach tumor surgery,Hernia repair,Resection of thoracic tumors,Lobectomy and pneumonectomy,Resection of thoracic tumours and malignancies,Fistula Surgery,Biopsy and lymph node excision"
Asst. Prof. Dr. Md. Asif Ekram,"MBBS,M.Phil",Oncologist,19,Apollo Clinic Dhanmondi & JMI Specialized Hospital, Dhaka-1209,"Adnexal Tumors,Adrenal Cancer,Bladder Cancer,Bone-marrow Transfusion,Colorectal Cancer,Gastrointestinal Stromal Tumors (GIST),Gynecologic Oncology,Hodgkin's Lymphoma,Leukemia,Melanoma Treatment,Multiple Myeloma,Neuroblastoma,Pediatric Oncology,Soft Tissue Sarcoma,Thymic Carcinoma,Salivary Gland Tumors"
Prof. Dr. A. H. M. Shamsul Alam,"MBBS,FCPS (Surgery)",General Surgeon,30,Apollo Clinic Dhanmondi & JMI Specialized Hospital, Dhaka-1209,"Abdominal Cancer Surgery,Abdominal surgery,Adenoid / Tonsil Surgery,Advaced Laproscopic Gynaecological Surgery,Advance Laparoscopic Surgeries,All Gynae Surgery,Anal Fissure Surgery,Anterior Segment Surgery,Anti Reflux (Gerd) Surgery,Aortic Aneurysm Surgery / Endovascular Repair,Aortic Valve Surgery,Anal Fissure Treatment (Non-Surgical)"
Prof. Dr. Md. Khayrul Kabir,"MBBS,MD (Neuromedicine)",Neuromedicine Specialist,20,Apollo Clinic Dhanmondi & JMI Specialized Hospital, Dhaka-1209,"Bacterial Brain Abscess,Brain Aneursym Surgery,Brain Aneurysm Coiling,Brain Aneurysm Treatment,Brain Arteriovenous Fistula Embolization,Brain Hemorrhage,Brain infection,Brain Mapping,Brain Structure & Function,Confusion,Memory Disorders,Memory Improvement,Memory problem,Brain spine TB"
Prof. Dr. Nasima Arjumand Banu,"MBBS,FCPS (Obs & Gynae)",Gynecologist & Obstetrician,22,Apollo Clinic Dhanmondi & JMI Specialized Hospital, Dhaka-1209,"Gynae Check Up,Gynae Problems,Gynaec Laparoscopy,Gynec Advices,Hormonal disturbances in women,Hyper / Hypo - Thyroid Treatment,Laparoscopic Gynaecology,Normal Vaginal Delivery (NVD),Nutrition for Pregnant Women,Obstetrics & Gynecology,Parathyroid diseases,Parathyroid disorders,Thyroid,Thyroid Diet Counseling,Vaginal Infection Treatment,Vaginal Prolapse,Women and Vascular Disease,Women's Health,High-Risk Pregnancy Care"
Prof. Dr. Mahmood Hasan,"MBBS,FCPS (Psychiatry)",Psychiatrist,26,Apollo Clinic Dhanmondi & JMI Specialized Hospital, Dhaka-1209,"Abnormal Behaviour,Abnormal, Unusual, Strange Behavior,Anger Control,Anger Management,Disturbed Sleep,Family Counseling,Family Planning,Loss of Interest,Memory Loss,Pre-Marital Counselling,Relationship Problem,Sexual Problems,Sleep Apnea,De-Addiction"
Asst. Prof. Dr. Shah Md. Zakir Hossain,"MBBS,CCD (Birdem),MD (Nephrology)",Nephrologist,24,Apollo Clinic Dhanmondi & JMI Specialized Hospital, Dhaka-1209,"Acid-Base Fluctuations,Chronic Kidney Disease (CKD),Chronic Renal Failure,Diabetic Kidney Disorder,Dialysis,Electrolyte Disorders,Glomerular Complications,Kidney Disease Treatment,Kidney Infections,Kidney Stone Treatment,Nephrotic Syndrome Treatment,Polycystic kidneys diseases,Transplant Nephrology,Ureteroscopy (URS),Renal Insufficiency"
Dr. Ashraful Haque Chowdhury,"MBBS,FCPS (Hematology)",Hematologist,16,Apollo Clinic Dhanmondi & JMI Specialized Hospital, Dhaka-1209,"Acute Hematologic Disorder,Blood Banking,Blood Calcium,Blood Cancer Specialist,Blood Clots,Blood Clots,Blood Clotting Problems,Blood Disease,Blood Disorder Treatment,Blood Group Test,Blood in motion,Blood in Urine,Blood in Urine (Hematuria) Treatment,General Hematology"
Dr. Rabeya Afroz Shoma,"MBBS,DDV (BSMMU)",Dermatologist,15,Apollo Clinic Dhanmondi & JMI Specialized Hospital, Dhaka-1209,"Acne,Allergic conjunctivitis,Allergic Enteropathy,Allergic Rhinitis,Allergy Skin Prick Test,Bacterial Skin Infection Treatment,Cellulitis & Skin Abscesses,Dimple Creation,Dull Skin,Endovenous Laser Treatment,Hair Care,Hair Disease,Pimples Treatment,Smile Design,Sun Burn Treatment,Allergy & Immunotheraphy"
Dr. Md. Iqbal Hossain,"MBBS,MD (Gastro),MCPS,FRCP (Glasgow,FCPS (Med))","Gastroenterologist
Medicine Specialist",11,Apollo Clinic Dhanmondi & JMI Specialized Hospital, Dhaka-1209,"Adolescent Medicine,Aesthetic Medicine,Chronic Liver Disease,Colon Resection,Gallbladder,Gastric Balloon,Gastritis Treatment,Gastroenteritis Treatment,Gastroenterology,Gastrointestinal Diseases,Gastrointestinal Disorders,General Medicine,Peptic / Gastric Ulcer Treatment,stomach,Colon polyps"
Dr. Ishrat Laila,"MBBS,MRCP (UK)","Internal Medicine Specialist
Respiratory Specialist",6,Apollo Clinic Dhanmondi & JMI Specialized Hospital, Dhaka-1209,"Adolescent Medicine,Critical Care Medicine,Aesthetic Medicine,Diabetes,Fetal Medicine,General Health,General Illness,General Medicine,Hypertension (High Blood Pressure),Maternal Fetal Medicine,Medical Advisor,Vaccination,Heart Diseases"
Asst. Prof. Dr. Serajus Salekin,"MBBS,BCS,MS (CVTS)",Thoracic Surgeon,15,Apollo Clinic Dhanmondi & JMI Specialized Hospital, Dhaka-1209,"Cardiac Ablation,Cardiac Ablation,Cardiac Anesthesia,Cardiac Catheterization,Cardiac Disease,Cardiac Invasive Procedures,Cardiac Medicine,Cardiac Pacing,Cardiac Rehabilitation,Cardiac Transplant,Invasive Cardiac,Pacemaker Implantation,Peripheral Angioplasty,Hiatal Hernia"
Asst. Prof. Dr. Mohammad Mizanur Rahman,"MBBS (DMC),MD-Card (NICVD),FACC (USA)",Cardiologist,25,Asgar Ali Hospital, Dhaka-1204,"Atrial Tachycardia,Bacterial Endocarditis,Cardiac Ablation,Cardiac Ablation,Cardiac Anesthesia,Cardiac Catheterization,Cardiac Disease,Cardiac Invasive Procedures,Cardiac Medicine,Cardiac MRI,Cardiac Pacing,Cardiac Rehabilitation,Cardiac Transplant,Cardic TMT, ECG, ECHO,Cardio Thoracic Surgery,Cardiogenic Shock,Cardiac Tumor Resection"
