Doctor Name,Education,Speciality,Experience,Chamber,Location,Concentration
Dr. Md. Golam Mortuza,"MBBS,FCPS (Surgery),MS (Surgery)",General Surgeon,16,Ibn Sina Diagnostic & Consultation Center | Rajshahi, Rajshahi-6201,"Abdominal Cancer Surgery,Abdominal surgery,Adenoid / Tonsil Surgery,Advaced Laproscopic Gynaecological Surgery,All Gynae Surgery,Anal Fissure Surgery,Anterior Segment Surgery,Anti Reflux (Gerd) Surgery,Aortic Anuerysm Surgery / Endovascular Repair,Aortic Valve Surgery,Aqueductal Stenosis Surgery,Arthoscopic Surgery,Atrial Fibrillation Surgery,Atrial Septal Defect Surgery,Bariatric Surgery,Biliary bypass surgery"
Asst. Prof. Dr. Md. Shahidul Islam,"MBBS (DMC),FCPS (Surgery),FMAS (India)",General Surgeon,16,Ibn Sina Diagnostic & Consultation Center | Rajshahi, Rajshahi-6201,"Appendix Removal,Colonoscopy,Endosurgery,Fistula Surgery,Hernia Laparoscopic Surgery,Minor Surgery,Robotic Surgery,Gallbladder Removal,Colon Resection,Cyst & Lipoma Removal,Liver Biopsy,Lymph Node Biopsy,Perianal Abscess Drainage,Skin Lesion Excision & Biopsy,Whipple Procedure"
Dr. M. M. Rana,"MBBS,BCS (Health),MD,MCPS",Psychiatrist,16,Ibn Sina Diagnostic & Consultation Center | Rajshahi, Rajshahi-6201,"Alzheimer's Disease,Autism,Autism Spectrum Disorder (ASD),Bipolar Disorder Treatment,Depression and Anxiety,Eating Disorders,Generalized Anxiety Disorder (GAD),Insuiln Pump,Major Depressive Disorder,Post-Traumatic Stress Disorder (PTSD),Schizophrenia Treatment,Social Anxiety Disorder,Substance Abuse,Suicidal Behavior,Panic Disorder"
Dr. S M Shahabul Karim,MBBS. MS (ORTHO),Orthopedic Surgeon,23,Ibn Sina Hospital & Diagnostic Center | Jessore, Jessore-7400,"Arthritis,Arthroscopy,Fracture Fixation,Joint Resurfacing,Meniscus Tear,Osteoporosis Treatment,Rotator Cuff Repair,Shoulder Bursitis,Shoulder Fractures,Spinal Decompression,Spinal Disc Replacement,Spinal Fusion,Tendon Repair,Total Joint Replacement,Ligament Reconstruction"
Dr. Md. Mosharraf Hossain,"MBBS,D.Ortho,MS (Ortho)",Orthopedic Surgeon,20,Ibn Sina Hospital & Diagnostic Center | Jessore, Jessore-7400,"Arthritis,Arthroscopy,Fracture Fixation,Joint Resurfacing,Meniscus Tear,Osteoporosis Treatment,Rotator Cuff Repair,Shoulder Bursitis,Shoulder Fractures,Spinal Decompression,Spinal Disc Replacement,Spinal Fusion,Tendon Repair,Total Joint Replacement,Ligament Reconstruction"
Asst. Prof. Dr. Chitta Ranjan Roy,"MBBS,MS (Ortho),FCPS (Surgery)",Orthopedic Surgeon,24,Ibn Sina Hospital & Diagnostic Center | Jessore, Jessore-7400,"Arthritis,Arthroscopy,Fracture Fixation,Joint Resurfacing,Meniscus Tear,Osteoporosis Treatment,Rotator Cuff Repair,Shoulder Bursitis,Shoulder Fractures,Spinal Decompression,Spinal Disc Replacement,Spinal Fusion,Tendon Repair,Total Joint Replacement,Ligament Reconstruction"
Dr. Md. Abdur Rashid,MBBS. CCD. D-ORTHO,Orthopedic Surgeon,19,Ibn Sina Hospital & Diagnostic Center | Jessore, Jessore-7400,"Arthritis,Arthroscopy,Fracture Fixation,Joint Resurfacing,Meniscus Tear,Osteoporosis Treatment,Rotator Cuff Repair,Shoulder Bursitis,Shoulder Fractures,Spinal Decompression,Spinal Disc Replacement,Spinal Fusion,Tendon Repair,Total Joint Replacement,Ligament Reconstruction"
Prof. Dr. Hadiuzzaman,"MBBS,FCPS (Dermatology & VD)",Dermatologist,29,Ibn Sina Hospital & Diagnostic Center | Jessore, Jessore-7400,"Acne Problems,Alopecia Areata,Atopic Dermatitis Treatment,Dermatitis Treatment,eczema,Herpes Simplex (Cold Sores),Herpes zoster (shingles),Impetigo,Psoriasis Treatment,Rosacea,Skin Allergies,Treatments for ringworm,Vitiligo,WARTS,Cellulitis"
Dr. Romena Akter,"MBBS,DCH,FAMS,DDV,FCPS (Part-ll)",Dermatologist,23,Ibn Sina Hospital & Diagnostic Center | Jessore, Jessore-7400,"Acne Problems,Alopecia Areata,Alopecia Areata,Atopic Dermatitis Treatment,Dermatitis Treatment,eczema,Herpes zoster (shingles),Impetigo,Psoriasis Treatment,Rosacea,Skin Allergies,Vitiligo,WARTS,treatment for ringworm,Herpes Simplex (Cold Sores),Cellulitis"
Dr. Afsana Ferdous,"BDS (Dhaka),CRP (DMC),PGT",Maxillofacial and Dental Surgeon,14,Ibn Sina Hospital & Diagnostic Center | Jessore, Jessore-7400,"Dental Caries,Dental Implants,Dental implants,Dry Mouth,Impacted Teeth,Impacted Teeth,Improve Jaw Function,Mouth Tumors,Periodontal Disease,Salivary Gland Disorders,Sensitive Teeth,Temporomandibular Joint (TMJ),Tooth Decay,Treat Oral Diseases,Orthodontics"
Dr. Md. Mahmudul Hasan Kanon,"BDS (Dhaka),PGT (Dentistry & OMS)",Maxillofacial and Dental Surgeon,13,Ibn Sina Hospital & Diagnostic Center | Jessore, Jessore-7400,"Cavities (Tooth Decay),Dental Caries,Dental Implants,Dental implants,Dry Mouth,Impacted Teeth,Impacted Teeth,Improve Jaw Function,Mouth Tumors,Periodontal Disease,Salivary Gland Disorders,Sensitive Teeth,Temporomandibular Joint (TMJ),Treat Oral Diseases,Orthodontics"
Assoc. Prof. Dr. S. M. Salahuddin Al Azad Shohag,BDS. DDS. PHD,Maxillofacial and Dental Surgeon,24,Ibn Sina Hospital & Diagnostic Center | Jessore, Jessore-7400,"Dental Caries,Dental Implants,Dry Mouth,Impacted Teeth,Impacted Teeth,Improve Jaw Function,Mouth Tumors,Periodontal Disease,Salivary Gland Disorders,Sensitive Teeth,Temporomandibular Joint (TMJ),Tooth Decay,Treat Oral Diseases,Dental implants"
Dr. Md. Shoriful Islam Shorif,"MBBS,MD,MACP (Nephrology)",Nephrologist,24,Ibn Sina Hospital & Diagnostic Center | Jessore, Jessore-7400,"Acid-Base Fluctuations,Chronic Kidney Disease (CKD),Chronic Renal Failure,Diabetic Kidney Disorder,Dialysis,Electrolyte Disorders,Glomerular Complications,Kidney Disease Treatment,Kidney Infections,Kidney Stone Treatment,Nephrotic Syndrome Treatment,Polycystic Kidneys Diseases,Transplant Nephrology,Ureteroscopy (URS),Renal Insufficiency"
Dr. Md. Nazmul Arefin,"MBBS,MCPS (Surgery),FCPS (Surgery),FCPS (Urology- Final Phase)",Urologist,19,Ibn Sina Hospital & Diagnostic Center | Jessore, Jessore-7400,"Bladder Control Problems,Cystocele,Epididymitis,Erectile Dysfunction (ED),Hydronephrosis,Kidney Stones,Neurogenic Bladder,Peyronie's Disease,PROSTATE PROBLEMS,Pyelonephritis,Testicular Cancer,Ureteral Stricture,Urinary Tract Infections,Urologic Diseases,Orchitis"
Asst. Prof. Dr. Masud Zaman Shvon,"MBBS,BCS (Health),MS (Urology)",Urologist,18,Ibn Sina Hospital & Diagnostic Center | Jessore, Jessore-7400,"Bladder Control Problems,Cystocele,Epididymitis,Erectile Dysfunction (ED),Hydronephrosis,Kidney Stones,Neurogenic Bladder,Peyronie's Disease,PROSTATE PROBLEMS,Pyelonephritis,Testicular Cancer,Ureteral Stricture,Urinary Tract Infections,Urologic Diseases,Orchitis"
Dr. Md. Noor Kutubul Alam,"MBBS,BCS,(Health),FCPS (ENT)",Otolaryngologists (ENT),23,Ibn Sina Hospital & Diagnostic Center | Jessore, Jessore-7400,"Adenoiditis,Allergies,Cholesteatoma,Chronic Rhinitis,Conductive Hearing Loss,Deviated septum,Head and Neck Tumor,Laryngeal Papillomatosis,Laryngitis,Meniere's disease,Otitis Media (Middle Ear Infection),Otosclerosis,Sinusitis,Surgery for Snoring,Swimmer's ear,Tinnitus (Ringing in the Ears),Tonsillitis Treatment,Zenker's Diverticulum,Nasal Polyps"
Dr. Hasinatul Zannat Sumi,"MBBS,BCS (Health),FCPS (Medicine),MD (Nephrology)",Nephrologist,13,Ibn Sina Diagnostic & Consultation Center | Rajshahi, Rajshahi-6201,"Acute Kidney Disease ( AKI ) Treatment,Acute Kidney Injury (AKI),BP with Kidney Disease,Cancer - Kidney,Chronic Kidney Disease (CKD),Diabetic Kidney Disorder,Kidney Biopsies,Kidney Disease Treatment,Kidney Diseases,Kidney Failure Treatment,Kidney Function Test,Kidney Infections,Kidney Medicine,Kidney Stone Treatment"
Dr. Anamul Kabir,"MBBS,MD",Pediatrician,20,Ibn Sina Hospital & Diagnostic Center | Jessore, Jessore-7400,"Allergy Testing,Asthma,Auto-immune Diseases in Children,Child Nutrition,Child Trauma & Injuries,Health Checkup (Pediatric),Infectious Diseases,Malnutrition,New Born Care,Pediatric Emergencies,Pediatric Intensive Care Unit (PICU),Pneumonia Treatment,Vaccination/ Immunization,Growth & Development"
Dr. Samira Khatun,"MBBS,BCS (Health),MD (Nephrology)",Nephrologist,14,Ibn Sina Diagnostic & Consultation Center | Rajshahi, Rajshahi-6201,"Acute Kidney Disease ( AKI ) Treatment,Acute Kidney Injury (AKI),BP with Kidney Disease,Cancer - Kidney,Chronic Kidney Disease (CKD),Diabetic Kidney Disorder,Kidney Biopsies,Kidney Dialysis,Kidney Disease Treatment,Kidney Failure Treatment,Kidney Function Test,Kidney Infections,Kidney Medicine,Kidney Stone Treatment,Kidney Stones,Kidney Transplant"
Dr. Md. Sharifuzzaman Runju,"MBBS,MCPS,MS",Pediatrician,20,Ibn Sina Hospital & Diagnostic Center | Jessore, Jessore-7400,"Allergy Testing,Asthma,Auto-immune Diseases in Children,Child Nutrition,Child Trauma & Injuries,Health Checkup (Pediatric),Infectious Diseases,Malnutrition,New Born Care,Pediatric Emergencies,Pediatric Intensive Care Unit (PICU),Pneumonia Treatment,Vaccination/ Immunization,Viral Fever Treatment,Growth & Development"
Dr. Ibrahim Mohammad Sorof,"MBBS,BCS (Health),MCPS (Dermatology),DDV (BSMMU)",Dermatologist,15,Ibn Sina Diagnostic & Consultation Center | Rajshahi, Rajshahi-6201,"Acne / Pimples Treatment,Allergic conjunctivitis,Allergic Enteropathy,Allergic Rhinitis,Allergic Rhinitis Including Hay Fever,Allergies,Cellulitis & Skin Abscesses,Chronic Skin Allergy,Dimple Creation,Dull Skin,Dull Skin Treatment,Hair Disease,Hardening of the skin,Pimples Treatment,Hair Loss Treatment"
Dr. Md. Jasim Uddin,"MBBS,MD",Pediatric Nephrologist,19,Ibn Sina Hospital & Diagnostic Center | Jessore, Jessore-7400,"Acute Renal Failure,Alport Syndrome,Chronic Kidney Disease (CKD),Denys-Drash Syndrome,IgA Nephropathy,Kidney Biopsies,Kidney Diseases,Kidney Infections,Kidney Stones,Medullary Cystic Kidney Disease (MCKD),Nephrotic Syndrome Treatment,Obstructive Uropathy,Reflux Nephropathy,Urinary Tract Infection (UTI),Posterior Urethral Valves (PUV)"
Dr. Mst. Zakia Sultana Runa,"MBBS (Dhaka),BCS (Health),DDV,FCPS(Skin & VD)",Dermatologist,14,Ibn Sina Diagnostic & Consultation Center | Rajshahi, Rajshahi-6201,"Allergic Enteropathy,Allergic Rhinitis,Allergic Rhinitis Including Hay Fever,Allergy Skin Prick Test,Bacterial Skin Infection Treatment,Cellulitis & Skin Abscesses,Chronic Skin Allergy,Dimple Creation,Dull Skin,Dull Skin Treatment,Fractional CO2 Laser Skin Resurfacing,Fractional Skin Rejuvenation,Hair Care,Hair Loss Treatment,Lip reconstruction,Lip Reduction,Pimples Treatment"
Dr. Md. Idris Ali,"MBBS,CCD,PGT,DCH",Pediatrician & Neonatologist,22,Ibn Sina Hospital & Diagnostic Center | Jessore, Jessore-7400,"Allergy Testing,Asthma,Auto-immune Diseases in Children,Child Nutrition,Child Trauma & Injuries,Health Checkup (Pediatric),Infectious Diseases,Malnutrition,New Born Care,Pediatric Emergencies,Pediatric Intensive Care Unit (PICU),Pneumonia Treatment,Viral Fever Treatment,Growth & Development"
Assoc. Prof. Dr. Mahboob Jahan Ahmed,"MBBS,MCPS (OPH),MS (OPH)",Ophthalmologist,19,Ibn Sina Diagnostic & Consultation Center | Rajshahi, Rajshahi-6201,"Amblyopia (Lazy Eye),Anophthalmia (absent eye),Cataract & Lasik eye surgery,Chronic Eye Diseases,Diabetic Eye Checkup,Dry Eye - Evaluation / Treatment,Dry eyes,Eye Cancer,Eye Checkup - General,Eye Disorder,Eye Exercises for Double Vision,Eye Involvement in Rheumatic Disease,Eye Muscle Surgery,Eye Patch Therapy,Eye Problems,Eye Surgery"
Dr. Md. Tauhid Al Mahmud,"MBBS,BCS (Health),MD (Gastroenterology)",Gastroenterologist,15,Ibn Sina Diagnostic & Consultation Center | Rajshahi, Rajshahi-6201,"Acute Liver Failure,Alcoholic Liver Diseases,Cancer - Liver,Chronic Liver Disease,Gastric Balloon,Gastric Plication,Gastritis Treatment,Gastro Intenstinal Onco Surgery,Gastro-Intestinal Cancer Treatment,Gastroenteritis Treatment,Gastroenterology,Gastroesophageal Reflux Disease (GERD),Gastroesophageal Reflux Disease (GERD),Delivery Care"
Dr. Habibul Hoque Habib,"MBBS,FCPS (Medicine),CCD (BIRDEM),MD",Gastroenterologist,15,Ibn Sina Diagnostic & Consultation Center | Rajshahi, Rajshahi-6201,"Alcoholic Fatty Liver Disease,Alcoholic Liver Diseases,Cancer - Liver,Gas bloat,Gastric Balloon,Gastric Plication,Gastritis Treatment,Gastro Intenstinal Onco Surgery,Gastro-Intestinal Cancer Treatment,Gastroenteritis Treatment,Gastroenterology,Gastroesophageal Reflux Disease (GERD),Gastrointestinal Bleeding,Gastrointestinal Cancer Surgery,Gastrointestinal Diseases,Chronic Liver Disease"
Dr. Ferdoushi Begum,"MBBS,BCS (Health),MCPS,FCPS (Child),MD (Child)",Pediatrician,12,Ibn Sina Diagnostic & Consultation Center | Rajshahi, Rajshahi-6201,"Abdominoperineal Resection (Pediatric),Acidity in Children,Adopted Child Syndrome Treatment,Advanced Pediatric Life Support (APLS),Arthritis in Children,Asthma In Children,Auto-immune Diseases in Children,Behaviour problem in children,Behavioural Disorders in Children,Blood disorders in children,Bone Marrow Transplant(Pediatrics),Exchange Transfusion (Pediatric),General Pediatrics,Health Checkup (Pediatric),Pediatric Allergy,Pediatric Anesthesia,Pediatric Bronchoscopy,Pediatric Critical Care,Pediatric Dentistry"
Asst. Prof. Dr. Md. Fazlul Kader,"MBBS,BCS (Health),MD (Child)",Pediatrician,17,Ibn Sina Diagnostic & Consultation Center | Rajshahi, Rajshahi-6201,"Abdominoperineal Resection (Pediatric),Acidity in Children,Advanced Pediatric Life Support (APLS),Asthma In Children,Behaviour problem in children,Bone Marrow Transplant(Pediatrics),Exchange Transfusion (Pediatric),General Pediatrics,Health Checkup (Pediatric),Health Checkup (Pediatric),Pediatric Allergy,Pediatric Anesthesia,Auto-immune Diseases in Children"
Asst. Prof. Dr. Mohtarama Mostari Monika,"MBBS,BCS (Health),MCPS (Child),MD",Pediatrician,16,Ibn Sina Diagnostic & Consultation Center | Rajshahi, Rajshahi-6201,"Abdominoperineal Resection (Pediatric),Asthma In Children,Auto-immune Diseases in Children,Behaviour problem in children,Bone Marrow Transplant(Pediatrics),Exchange Transfusion (Pediatric),Health Checkup (Pediatric),Health Checkup (Pediatric),Pediatric Allergy,Pediatric Anesthesia,Pediatric Bronchoscopy,Pediatric Critical Care,Pediatric Dentistry,Pediatric Dermatology,Behavioural Disorders in Children"
Asst. Prof. Dr. Md. Rejaul Karim,"MBBS,BCS (Health),DCH,MD (Pediatrics)",Pediatrician,16,Ibn Sina Diagnostic & Consultation Center | Rajshahi, Rajshahi-6201,"Abdominoperineal Resection (Pediatric),Acidity in Children,Adopted Child Syndrome Treatment,Advanced Pediatric Life Support (APLS),Asthma In Children,Auto-immune Diseases in Children,Behaviour problem in children,Exchange Transfusion (Pediatric),Health Checkup (Pediatric),Health Checkup (Pediatric),Pediatric Anesthesia,Pediatric Dentistry,Pediatric Bronchoscopy"
Assoc. Prof. Dr. Sirazi Nazmul Hasnain,"MBBS,DCH",Pediatrician,19,Ibn Sina Diagnostic & Consultation Center | Rajshahi, Rajshahi-6201,"Abdominoperineal Resection (Pediatric),Acidity in Children,Adopted Child Syndrome Treatment,Arthritis in Children,Asthma In Children,Auto-immune Diseases in Children,Bone Marrow Transplant(Pediatrics),Exchange Transfusion (Pediatric),Health Checkup (Pediatric),Health Checkup (Pediatric),Pediatric Allergy"
Dr. SM Nazmul Hasan Sagar,"MBBS,MCPS,FCPS",Oncologist,18,Ibn Sina Hospital & Diagnostic Center | Jessore, Jessore-7400,"Adnexal Tumors,Adrenal Cancer,Bladder Cancer,Bone-marrow Transfusion,Colorectal Cancer,Gastrointestinal Stromal Tumors (GIST),Gynecologic Oncology,Hodgkin's Lymphoma,Leukemia,Melanoma Treatment,Multiple Myeloma,Neuroblastoma,Pediatric Oncology,Soft Tissue Sarcoma,Thymic Carcinoma,Salivary Gland Tumors"
Dr. M Shariful Alam,"MBBS (Dhaka),BCS (Health),MD (Cardiology),FCPS (Medicine) Final,PGT (Neuro),CCD (Birdem)",Cardiologist,25,Ibn Sina Hospital & Diagnostic Center | Jessore, Jessore-7400,"Abnormal Heartbeat,Anticoagulation Therapy,Antiplatelet Therapy,Cardiac Medicine,Cardiac Rehabilitation,Cardiogenic Shock,Cardiomyopathy,Coronary Artery Disease (CAD),Healthy Heart Diet,Heart Abnormalities,Heart Attack,Heart Infection (Endocarditis),High Cholesterol,Hypertension (High Blood Pressure),General Cardiac Check-up"
Asst. Prof. Dr. Md. Isahaque Ali Khan,"MBBS (Dhaka),D-Card (D.U),CCD ( BIRDEM )",Cardiologist,25,Ibn Sina Hospital & Diagnostic Center | Jessore, Jessore-7400,"Abnormal Heartbeat,Anticoagulation Therapy,Antiplatelet Therapy,Cardiac Medicine,Cardiac Rehabilitation,Cardiogenic Shock,Cardiomyopathy,Coronary Artery Disease (CAD),Healthy Heart Diet,Heart Abnormalities,Heart Attack,Heart Infection (Endocarditis),High Cholesterol,Hypertension (High Blood Pressure),General Cardiac Check-up"
Asst. Prof. Dr. Md. Khondker Rafiquzzaman,MBBS. BCS. MD,Cardiologist,27,Ibn Sina Hospital & Diagnostic Center | Jessore, Jessore-7400,"Abnormal Heartbeat,Anticoagulation Therapy,Antiplatelet Therapy,Cardiac Medicine,Cardiac Rehabilitation,Cardiogenic Shock,Cardiomyopathy,Coronary Artery Disease (CAD),Healthy Heart Diet,Heart Abnormalities,Heart Attack,Heart Infection (Endocarditis),High Cholesterol,Hypertension (High Blood Pressure),General Cardiac Check-up"
Dr. Habiba Siddiqua Foara,"MBBS (DMC),BCS (Health),FCPS (Obs & Gynae),FCPS (Infertility)",Gynecologist & Obstetrician,19,Ibn Sina Hospital & Diagnostic Center | Jessore, Jessore-7400,"Female Sexual Dysfunction,Gynae Problems,Hormone Dirtubances,Hysteroscopy,Menorrhagia (Menstrual Disorder),Ovarian Cystectomy,Ovarian Cysts,Pelvic Inflammatory Disease (PID),Polycystic Ovary Syndrome (PCOS),Pregnancy Care & Check-up,Premenstrual Syndrome (PMS),Recurrent Miscarriages,Sexually Transmitted Disease (STD) Treatment,Uterine Fibroids,Vaginal Infection Treatment,Dysmenorrhea (Menstrual Disorder)"
Dr. Ayesha Akter,"FCPS,MCPS,DGO (Obst.& Gynae)",Gynecologist & Obstetrician,22,Ibn Sina Hospital & Diagnostic Center | Jessore, Jessore-7400,"Embolization,Female Sexual Dysfunction,Gynae Problems,Hormone Dirtubances,Hysteroscopy,Ovarian Cystectomy,Ovarian Cysts,Pelvic Inflammatory Disease (PID),Polycystic Ovary Syndrome (PCOS),Pregnancy Care & Check-up,Premenstrual Syndrome (PMS),Recurrent Miscarriages,Sexually Transmitted Disease (STD) Treatment,Uterine Fibroids,Vaginal Infection Treatment,Menorrhagia (Menstrual Disorder)"
Dr. Nurjahan Khatun,"MBBS,FCPS (OBGYN)",Gynecologist & Obstetrician,26,Ibn Sina Hospital & Diagnostic Center | Jessore, Jessore-7400,"Embolization,Female Sexual Dysfunction,Gynae Problems,Hormone Dirtubances,Hysteroscopy,Menorrhagia (Menstrual Disorder),Ovarian Cystectomy,Ovarian Cysts,Pelvic Inflammatory Disease (PID),Polycystic Ovary Syndrome (PCOS),Pregnancy Care & Check-up,Premenstrual Syndrome (PMS),Recurrent Miscarriages,Sexually Transmitted Disease (STD) Treatment,Uterine Fibroids,Vaginal Infection Treatment,Dysmenorrhea (Menstrual Disorder)"
Dr. Farhana Shabnam,"MBBS (DMC),FCPS (Gynae & Obs)",Gynecologist & Obstetrician,19,Ibn Sina Hospital & Diagnostic Center | Jessore, Jessore-7400,"Embolization,Female Sexual Dysfunction,Gynae Problems,Hormone Dirtubances,Hysteroscopy,Ovarian Cystectomy,Ovarian Cysts,Pelvic Inflammatory Disease (PID),Polycystic Ovary Syndrome (PCOS),Pregnancy Care & Check-up,Premenstrual Syndrome (PMS),Sexually Transmitted Disease (STD) Treatment,Uterine Fibroids,Vaginal Infection Treatment,Recurrent Miscarriages"
Asst. Prof. Dr. Rebeka Sultana Dipa,"MBBS,FCPS,DGO",Gynecologist & Obstetrician,25,Ibn Sina Hospital & Diagnostic Center | Jessore, Jessore-7400,"Embolization,Female Sexual Dysfunction,Gynae Problems,Hormone Dirtubances,Hysteroscopy,Ovarian Cystectomy,Ovarian Cysts,Pelvic Inflammatory Disease (PID),Polycystic Ovary Syndrome (PCOS),Pregnancy Care & Check-up,Premenstrual Syndrome (PMS),Sexually Transmitted Disease (STD) Treatment,Uterine Fibroids,Vaginal Infection Treatment,Recurrent Miscarriages"
Prof. Dr. Shahida Yeasmin,"MBBS,BCS (Health),MD (Child)",Pediatrician,22,Ibn Sina Diagnostic & Consultation Center | Rajshahi, Rajshahi-6201,"Abdominoperineal Resection (Pediatric),Acidity in Children,Arthritis in Children,Asthma In Children,Behaviour problem in children,Behavioural Disorders in Children,Blood disorders in children,Bone Marrow Transplant(Pediatrics),cancer in children,Child Birth Education,Child Nutrition,Child Pathologist,Exchange Transfusion (Pediatric),General Pediatrics,Health Checkup (Pediatric),Child Trauma & Injuries"
