Doctor Name,Education,Speciality,Experience,Chamber,Location,Concentration
Dr. Khorshed Alam Bakul,"MBBS (DMC),BCS (Health),MPhil (Oncology),FCPS (Radiotherapy)",Oncologist,17,Popular Diagnostic Centre Ltd. | Narayangonj, Narayanganj-1400,"Breast oncologist,Breast Oncology,Gastrointestinal Oncology,Gynecologic Oncology,Haemato Oncology,Hemato Oncology,Medical Oncology,Neuro-oncology,Paeditric Oncology,Surgical Oncology,Urologic Oncology"
Dr. Md. Royes Uddin,"MBBS,FCPS (Medicine),MCPS (Medicine),MD (Gastroenterology)",Gastroenterologist,17,Popular Diagnostic Centre Ltd. | Narayangonj, Narayanganj-1400,"Bariatric (Gastric Bypass) Surgery,Gas bloat,Gastric Balloon,Gastritis Treatment,Gastroenteritis Treatment,Gastroenterology,Gastrointestinal Bleeding,Gastrointestinal Diseases,Gastrointestinal Disorders,Gastric Plication"
Dr. Abu Taher Mohammad Shaidulla Mansur,"MBBS,DA,MCPS","Neurologist
Anesthesiologist",22,Enam Medical College & Hospital, Dhaka-1340,"24 hours neuro emergency care,Neuro Anaesthesia"
Prof. Dr. Md. Momenuzzaman Khan,"MBBS,MD (Neurology),MACP (USA)",Neurologist,25,Enam Medical College & Hospital, Dhaka-1340,"Brain Aneurysm Coiling,Brain Aneurysm Treatment,Brain Hemorrhage,Brain infection,Brain Suite,Deep Brain Stimulation (DBS),Intervention Neurology,Neuro Consultation,Neuromodulation,Neuromuscular Disorders,Neurophysiology,Vascular Brain Diseases,Brain spine TB"
Dr. B. Karim,"MBBS,MS (Neurosurgery, BSMMU)",Neurosurgeon,24,Enam Medical College & Hospital, Dhaka-1340,"24 hours neuro emergency care,Brain Aneursym Surgery,Brain Hemorrhage,Brain infection,Brain Surgery,Brain Tumor Surgery,Micro Neuro Surgeries,Minimally Invasive Brain and Spine surgeries,Traumatic Brain Injury (TBI) Treatment,Vascular Brain Diseases,Neurospine surgeon"
Assoc. Prof. Dr. Shamimur Rahman,"MBBS,MD (Nephrology)",Nephrologist,23,Enam Medical College & Hospital, Dhaka-1340,"Acute Kidney Disease ( AKI ) Treatment,Chronic Kidney Disease (CKD),Diabetic Kidney Disorder,Kidney Dialysis,Kidney Disease Treatment,Kidney Failure Treatment,Kidney Function Test,Kidney Infections,Kidney Stone Treatment,kidney Tumor,Medullary Cystic Kidney Disease (MCKD),Polycystic Kidneys Diseases,Kidney Biopsies"
Dr. H. E. M. Rejwanur Rahman,"MBBS,FRSH (London),Diploma in Family Medicine,PhD (Nephrology),MD (Nephrology)",Nephrologist,15,Enam Medical College & Hospital, Dhaka-1340,"Acute Kidney Disease ( AKI ) Treatment,Chronic Kidney Disease (CKD),Diabetic Kidney Disorder,Kidney Biopsies,Kidney Disease Treatment,Kidney Failure Treatment,Kidney Function Test,Kidney Infections,Kidney Stone Treatment,Medullary Cystic Kidney Disease (MCKD),Polycystic Kidneys Diseases,Kidney Dialysis,Family Medicine"
Prof. Dr. Shishir Ranjon Das,"MBBS,DCH,MD (Child)",Pediatrician & Neonatologist,25,Enam Medical College & Hospital, Dhaka-1340,"Arthritis in Children,Asthma In Children,Behavioural Disorders in Children,Children's Health,Children's infectious diseases,Early newborn care,Epilepsy In Children,Hyperactivity in children,Insomnia In Children,Leukamia in children,New Born Care,Thyroid Disease in Children,Sepsis (New Born)"
Dr. Wasim Abed Aumi,"MBBS,FCPS (Pediatric)",Pediatrician,20,Enam Medical College & Hospital, Dhaka-1340,"Arthritis in Children,Asthma In Children,Auto-immune Diseases in Children,Behavioural Disorders in Children,Child Nutrition,Childhood Acute Lymphoblastic Leukemia,Children's infectious diseases,Epilepsy In Children,Leukamia in children,Pediatric Allergy,Thyroid Disease in Children,Child Vaccination"
Dr. Ismail Hossain,"MBBS,MD (Neonatology)",Neonatologist,20,Central Hospital Limited, Dhaka-1205,"Anemia In Newborns,Early newborn care,Neonatal Intensive Care (NICU),Neonatal Medicine,Neonatal Nursing,Neonatal nutrition,New Born Life Support(NLS),Newborn Jaundice,Newborn screening,Pediatric & Neonatal Emergencies,Sepsis (New Born),Preterm newborns"
Dr. Farhana Afroze,"MBBS,FCPS (Pediatric)",Pediatrician,20,Enam Medical College & Hospital, Dhaka-1340,"Arthritis in Children,Asthma In Children,Behavioural Disorders in Children,Child Development Disease Treatment,Children's Health,Children's infectious diseases,General Pediatrics,Health Checkup (Pediatric),Pediatric Allergy,Pediatric Critical Care,Vaccination/ Immunization,Pediatrics"
Dr. Ayesha Shaheed,"MBBS,FCPS (Pediatric)",Pediatrician,20,Enam Medical College & Hospital, Dhaka-1340,"Arthritis in Children,Asthma In Children,Auto-immune Diseases in Children,Children's infectious diseases,Cough In Children,General Pediatrics,Pediatric Allergy,Neonatal Transfusions,Pediatrics,Thyroid Disease in Children,Fever Treatment"
Dr. Abu Saleh Musa,"MBBS,DCH (DU),Specialist Training (London)",Pediatrician & Neonatologist,20,Enam Medical College & Hospital, Dhaka-1340,"Asthma In Children,Child Nutrition,General Pediatrics,Neonatal Intensive Care (NICU),Neonatal Medicine,Neonatal Nursing,Neonatal nutrition,Pediatric & Neonatal Emergencies,Pediatric Allergy,Pediatric Critical Care,Vaccination/ Immunization,Pediatric Emergencies"
Prof. Dr. Mufti Munsurar Rahman,"MBBS,FCPS (Medicine)",Internal Medicine,42,Enam Medical College & Hospital, Dhaka-1340,"Adolescent Medicine,Aesthetic Medicine,Allergies,Asthma Allergy,Cardiac Medicine,Critical Care Medicine,Fetal Medicine,Fetomaternal Medicine,General Medicine,Geriatric Medicine,Maternal Fetal Medicine,Neonatal Medicine,Obstetric Medicine,Pediatric Medicine,Pulmonary Medicine,Fever Treatment"
Dr. Tasrina Shamnaz Samdani,"MBBS (DU),MRCP (UK)",Medicine Specialist,20,Enam Medical College & Hospital, Dhaka-1340,"Adolescent Medicine,Aesthetic Medicine,Allergies,Asthma,Fetomaternal Medicine,General Medicine,Immunization,Medical Advisor,Medical Emergencies,Neonatal Medicine,Obstetric Medicine,Pediatric Medicine,Pulmonary Medicine,Geriatric Medicine"
Dr. Rubina Easmin,"MBBS,FCPS (Medicine)",Medicine Specialist,15,Enam Medical College & Hospital, Dhaka-1340,"Adolescent Medicine,Aesthetic Medicine,Allergies,Asthma,Fetal Medicine,Fetomaternal Medicine,General Medicine,Geriatric Medicine,Medical Advisor,Neonatal Medicine,Obstetric Medicine,Pediatric Medicine,Pulmonary Medicine,Immunization"
Dr. Rezaul Karim,"MBBS,BCS (Health),MCPS (Medicine),MD (Cardiology)","Cardiologist
Medicine Specialist",15,Enam Medical College & Hospital, Dhaka-1340,"Adolescent Medicine,Aesthetic Medicine,Allergies,Asthma,Cardiac Ablation,Cardiac Disease,Cardiac Medicine,General Health,General Medicine,Geriatric Medicine,Heart Conditions,Neonatal Medicine,Pediatric Medicine,Pulmonary Medicine,Immunization"
Dr. Nelson Taposh Mondol,"MBBS,MPH,MRCP (UK)",Medicine Specialist,20,Enam Medical College & Hospital, Dhaka-1340,"Adolescent Medicine,Aesthetic Medicine,Cardiac Medicine,Fetomaternal Medicine,General Medicine,Geriatric Medicine,Medical Oncology,Neonatal Medicine,Pediatric Medicine,Pulmonary Medicine,Allergies,Asthma,Immunization"
Dr. Muhammad Babul Miah,"MBBS,MRCP (UK)",Medicine Specialist,20,Enam Medical College & Hospital, Dhaka-1340,"Adolescent Medicine,Aesthetic Medicine,Allergies,Asthma,Cardiac Medicine,Fetomaternal Medicine,General Health,General Medicine,Geriatric Medicine,Immunization,Pulmonary Medicine,Neonatal Medicine,Pediatric Medicine"
Dr. Mahbuba Yesmin,"MBBS (DMC),FCPS (Medicine)",Medicine Specialist,20,Enam Medical College & Hospital, Dhaka-1340,"Adolescent Medicine,Aesthetic Medicine,Asthma,Cardiac Medicine,Fetal Medicine,General Health,General Medicine,Geriatric Medicine,Immunization,Neonatal Medicine,Pulmonary Medicine,Allergies"
Dr. Md. Ekramul Islam,"MBBS,BCS (Health),MD (Rheumatology)",Rheumatologist,16,Popular Diagnostic Centre Ltd. | Narayangonj, Narayanganj-1400,"Arthritis Management,Fever,Fever Treatment,Gout Treatment,Myositis,Psoriasis Treatment,Sarcoidosis,Scleroderma Treatment,Viral Fever,Anti Phospholipid Syndrome"
Dr. Tusar Das,"MBBS,BCS (Health),MD (Oncology)",Oncologist,17,Popular Diagnostic Centre Ltd. | Narayangonj, Narayanganj-1400,"Breast oncologist,Concentration Problems,Gastro Intenstinal Onco Surgery,Gynecologic Oncology,Haemato Oncology,Hemato Oncology,Hematological Oncology,Laparoscopic Oncology,Medical Oncology,Neuro-oncology"
Prof. Dr. Md. Aslam Hossain,"MBBS,MS (CVTS)",Cardiac Surgeon,24,Popular Diagnostic Centre Ltd. | Narayangonj, Narayanganj-1400,"2D - Echocardiography (2D-Echo),Atrial Tachycardia,Cardiac Ablation,Cardiac Anesthesia,Cardiac Catheterization,Cardiac Disease,Cardiac Invasive Procedures,Cardiac Medicine,Cardiac MRI,Cardiac Pacing,Cardiology"
Dr. Tariq Ahmed Chowdhury,"MBBS,MD (Cardiology)",Cardiologist,17,Popular Diagnostic Centre Ltd. | Narayangonj, Narayanganj-1400,"2D - Echocardiography (2D-Echo),Abnormal Heartbeat,Cardiac Ablation,Cardio Thoracic Surgery,Cardiography,Cardiology,cardiovascular treatment,Cardioversion,Congenital Heart Surgery,Electrocardiography (ECG),Fast Heartbeat"
Dr. Md. Mahbub Hossain,"MBBS,FCPS (Medicine)",Medicine Specialist,38,Enam Medical College & Hospital, Dhaka-1340,"Adolescent Medicine,Aesthetic Medicine,Cardiac Medicine,Fetal Medicine,General Medicine,Geriatric Medicine,Medical Advisor,Pulmonary Medicine,Obstetric Medicine"
Dr. Bipasha Ahmed,"MBBS,MSC (Clinical Embryology-India),Diploma in reproductive Medicine & Infertility (Germany)",Infertility Specialist,20,Enam Medical College & Hospital, Dhaka-1340,"Reproduction,Clinical Embryologist,Cryopreservation ( Eggs,Semen,Embryos),Embryo Assessment,Fertilisation In Vitro - Embryo Transfer (IVF - ET),Infertility Evaluation / Treatment,Oocyte Retrieval,Reproductive Medicine,Sperm and Egg Processing,Sperm Retrieval,Embryo Biopsy"
Dr. Tanzin Abedin,"MBBS,MSc (Reproductive Medicine and Infertility, London)",Infertility Specialist,15,Enam Medical College & Hospital, Dhaka-1340,"Female Infertility Treatment,Fertilisation In Vitro - Embryo Transfer (IVF - ET),Green IVF ( Natural Cycle IVF),In Vitro Fertilisation(IVF - Test tube baby)/ICSI,Infertility Evaluation / Treatment,IVF Surgery,Natural Cycle IVF,Sexual Infertility,Infertility Treatment"
Prof. Dr. Md. Rezaul Karim Chowdhury,"MBBS,D. Card,MD (Hematology)",Hematologist,27,Enam Medical College & Hospital, Dhaka-1340,"Ambulatory Blood Pressure Monitoring,Anemia,Blood Calcium,Blood Clots,Blood Disorder Treatment,Leukemia,Platelet Rich Plasma,Sickle Cell Anemia,Vomit blood,Blood in Urine (Hematuria) Treatment"
Dr. Lohani Md. Tajul Islam,"MBBS (DMC),MD (Cardiology)",Cardiologist,17,Popular Diagnostic Centre Ltd. | Narayangonj, Narayanganj-1400,"2D - Echocardiography (2D-Echo),Cardio Thoracic Surgery,Cardiography,Cardiology,Cardiomyopathy,cardiovascular treatment,Cardioversion,Congenital Heart Disease,Congenital Heart Surgery,Echocardiography,Electrocardiography,Electrocardiography (ECG),CRT for Heart Failure"
Dr. Sheikh Samsuzzaman,"MBBS,BCS (Health),FCPS (Medicine),MD (Cardiology)","Medicine Specialist
Cardiologist",16,Popular Diagnostic Centre Ltd. | Narayangonj, Narayanganj-1400,"2D - Echocardiography (2D-Echo),Abnormal Heartbeat,Cardio Thoracic Surgery,Cardiography,Cardiology,Cardiomyopathy,Cardiovascular & Pulmonary Physiotherapy,cardiovascular treatment,Cardioversion,Device closure for congenital heart diseases,Echocardiography,Liver transplant (Cadaveric and Living Donor),Non-Invasive Cardiology,Healthy Heart Diet"
Dr. Md. Arifur Rahman Sajal,"MBBS,BCS (Health),MD (Cardiology)",Cardiologist,17,Popular Diagnostic Centre Ltd. | Narayangonj, Narayanganj-1400,"2D - Echocardiography (2D-Echo),Abnormal Heartbeat,Cardio Thoracic Surgery,Cardiography,Cardiology,Cardiomyopathy,Cardiovascular & Pulmonary Physiotherapy,cardiovascular treatment,Cardioversion,CRT for Heart Failure,Diagnostic Cardiovascular Imaging,Echocardiography,Electrocardiography,Electrocardiography (ECG),Congenital Heart Surgery"
Dr. Md. Rabiul Islam Sarkar Rana,"MBBS (DMC),MD (Cardiology),CCD (BIRDEM)",Cardiologist,17,Popular Diagnostic Centre Ltd. | Narayangonj, Narayanganj-1400,"2D - Echocardiography (2D-Echo),Cardio Thoracic Surgery,Cardiography,Cardiology,Cardiomyopathy,Cardiovascular & Pulmonary Physiotherapy,Cardioversion,Echocardiography,Electrocardiography,Electrocardiography (ECG),Non-Invasive Cardiology"
Dr. S. M. Alauddin Al Azad,"MBBS,MD (Cardiology)",Cardiologist,17,Popular Diagnostic Centre Ltd. | Narayangonj, Narayanganj-1400,"2D - Echocardiography (2D-Echo),Cardio Thoracic Surgery,Cardiography,Cardiology,Cardiomyopathy,Cardiovascular & Pulmonary Physiotherapy,cardiovascular treatment,Cardioversion,Diagnostic Cardiovascular Imaging,Non-Invasive Cardiology"
Dr. S. M. Golam Sarwar,"MBBS,DTCD,FCCP (USA)",Chest Specialist,17,Popular Diagnostic Centre Ltd. | Narayangonj, Narayanganj-1400,"Chest Disease,Chest Disease Treatment,Chest Pain,Chest Pain Treatment,Diseases of the Chest,Respiratory Conditions,Respiratory Failure,Respiratory problems,Respiratory Tract Infection,Upper Respiratory Infection"
Prof. Dr. Abdul Hannan,"MBBS,FCPS (Pediatrics),Fellow Pediatric Cardiology (USA)","Pediatrician
Pediatric Cardiologist",24,Popular Diagnostic Centre Ltd. | Narayangonj, Narayanganj-1400,"Abdominoperineal Resection (Pediatric),Adopted Child Syndrome Treatment,Arthritis in Children,Asthma In Children,Auto-immune Diseases in Children,Behaviour problem in children,Behavioural Disorders in Children,Blood disorders in children,Child Birth Education,Exchange Transfusion (Pediatric),Bone Marrow Transplant(Pediatrics)"
Dr. Saiful Azam,"MBBS,BCS (Health),MPH (Nutrition),MD (Pediatrics)",Pediatrician,18,Popular Diagnostic Centre Ltd. | Narayangonj, Narayanganj-1400,"Abdominoperineal Resection (Pediatric),Adopted Child Syndrome Treatment,Arthritis in Children,Asthma In Children,Behaviour problem in children,Bone Marrow Transplant(Pediatrics),General Pediatrics,Health Checkup (Pediatric),Pediatric Allergy,Behavioural Disorders in Children"
Prof. Dr. Ahsanullah Al Baki,"MBBS,DCH,MRCP (UK)",Pediatrician,24,Popular Diagnostic Centre Ltd. | Narayangonj, Narayanganj-1400,"Abdominoperineal Resection (Pediatric),Bone Marrow Transplant(Pediatrics),Exchange Transfusion (Pediatric),General Pediatrics,Health Checkup (Pediatric),Paediatric Orthopedic Surgeon,Pediatric Allergy,Neonatal Transfusions,Pediatric Anesthesia,Pediatric Bronchoscopy,Pediatric Critical Care,Pediatric Dentistry,Pediatric Dermatology,Pediatric Neurology,Pediatric Emergencies"
Dr. A. N. M. Nurul Haque Bhuiyan,"MBBS,MPH (NIPSOM),MD (Neonatology)",Pediatrician,17,Popular Diagnostic Centre Ltd. | Narayangonj, Narayanganj-1400,"Abdominoperineal Resection (Pediatric),Bone Marrow Transplant(Pediatrics),General Pediatrics,Health Checkup (Pediatric),Paediatric Orthopedic Surgeon,Pediatric Allergy,Neonatal Transfusions,Pediatric Anesthesia,Pediatric Bronchoscopy,Pediatric Critical Care,Pediatric Dentistry,Pediatric Dermatology,Pediatric Diabetes,Pediatric Imaging,Pediatric Neurology,Pediatric Endocrinology"
Dr. Delowar Hossain,"MBBS,FCPS (Pediatrics),MD (Pediatrics)",Pediatrician,18,Popular Diagnostic Centre Ltd. | Narayangonj, Narayanganj-1400,"Adopted Child Syndrome Treatment,Arthritis in Children,Asthma In Children,Auto-immune Diseases in Children,Behaviour problem in children,Behavioural Disorders in Children,Blood disorders in children,Child and Adolescent Problems,Child Birth Education,Child Nutrition,Child Psychiatry"
Dr. Ananda Kishore Ghosh,"MBBS,FCPS (Pediatrics)",Pediatrician,17,Popular Diagnostic Centre Ltd. | Narayangonj, Narayanganj-1400,"Abdominoperineal Resection (Pediatric),Bone Marrow Transplant(Pediatrics),Exchange Transfusion (Pediatric),General Orthopedic Clinic,General Pediatrics,Health Checkup (Pediatric),Paediatric Orthopedic Surgeon,Pediatric Allergy,Neonatal Transfusions,Pediatric Anesthesia,Pediatric Bronchoscopy,Pediatric Critical Care,Pediatric Dentistry,Pediatric Diabetes,Pediatric Emergencies,Pediatric Imaging"
Capt. Dr. A. Z. Nazrul Islam,"MBBS,MCPS (Pediatrics)",Pediatrician,21,Popular Diagnostic Centre Ltd. | Narayangonj, Narayanganj-1400,"Abdominoperineal Resection (Pediatric),Adopted Child Syndrome Treatment,Arthritis in Children,Asthma In Children,Auto-immune Diseases in Children,Behaviour problem in children,Behavioural Disorders in Children,Blood disorders in children,Bone Marrow Transplant(Pediatrics),cancer in children,Child and Adolescent Problems,Exchange Transfusion (Pediatric),General Pediatrics"
Dr. Samina Masud Santa,"MBBS,MD (Pediatric Nephrology)",Pediatrician,17,Popular Diagnostic Centre Ltd. | Narayangonj, Narayanganj-1400,"Adopted Child Syndrome Treatment,Advanced Pediatric Life Support (APLS),Arthritis in Children,Asthma In Children,Behaviour problem in children,Bone Marrow Transplant(Pediatrics),Exchange Transfusion (Pediatric),General Pediatrics,Health Checkup (Pediatric),Pediatric Allergy,Pediatric Anesthesia,Pediatric Bronchoscopy,Pediatric Dentistry"
Dr. Mosammat Mira Pervin,"MBBS,FCPS (Surgery),MRCS (UK)","Colorectal & Laparoscopic Surgeon
Plastic Surgeon",17,Popular Diagnostic Centre Ltd. | Narayangonj, Narayanganj-1400,"Advance Laparoscopic Surgeries,Advanced Endoscopic & Laparoscopic Surgeries,Breast Cancer,Colorectal & Hepatobiliary Surgery,Colorectal Cancer,Colorectal Surgery,Gynaec Laparoscopy,Hernia Laparoscopic Surgery,Laparoscopic Colorectal Surgery,Laser Piles Treatment,Piles Surgery,Breast disease"
Prof. Dr. Sheuly Begum,"MBBS,FCPS (Gynae & Obs.),MS (Gynae & Obs.)","Gynecologist & Obstetrician
Infertility Specialist",25,Enam Medical College & Hospital, Dhaka-1340,"Fertilisation In Vitro - Embryo Transfer (IVF - ET),Green IVF ( Natural Cycle IVF),Gynae Check Up,Hormonal disturbances in women,Hormonal therapy,In Vitro Fertilisation(IVF - Test tube baby)/ICSI,Infertility Evaluation / Treatment,IVF Surgery,Obstetrics & Gynecology,Female Infertility Treatment"
Dr. Anjana Saha,"MBBS,BCS (Health),MD (Endocrinology)",Endocrinologist,16,Popular Diagnostic Centre Ltd. | Narayangonj, Narayanganj-1400,"Hypothyroidism,Parathyroid diseases,Thyroid,Thyroid Diseases,Thyroid Swelling,Growth Hormone Disorders,100% Blocked artery Angioplasty,Adrenal Disorders,Osteoporosis Treatment,Parathyroid diseases,Thyroid Storm,Thyroid Disorder Treatment"
Dr. Md. Kazi Ashraful Alam,"MBBS,MD (Endocrinology)",Endocrinologist,18,Popular Diagnostic Centre Ltd. | Narayangonj, Narayanganj-1400,"Adrenal Gland Disorders,Goiter Treatment,Hormonal disturbances in women,Hormonal therapy,Hormone Dirtubances,Obesity,Parathyroid disorders,Pituitary Stalk Lesions,Thyroid,Thyroid Diseases,Thyroid nodule,Hypopituitarism"
Dr. Muhammad Shakhawat Hossain,"MBBS,DEM (BIRDEM)",Endocrinologist,17,Popular Diagnostic Centre Ltd. | Narayangonj, Narayanganj-1400,"Hormonal disturbances in women,Hormonal therapy,Hyperthyroidism,Hypothyroidism,Thyroid,Thyroid Diet Counseling,Thyroid Disease in Children,Thyroid Disorder Treatment,Thyroid Disorders in Pregnancy,Hyperlipidemia"
Dr. Md. Nurul Amin Dipu,"MBBS,DEM (BIRDEM)",Endocrinologist,18,Popular Diagnostic Centre Ltd. | Narayangonj, Narayanganj-1400,"Adrenal Disorders,Hormonal disturbances in women,Hormonal therapy,Parathyroid diseases,Thyroid,Thyroid nodule,Thyroid Swelling,Weight Gain Diet Counseling,Weight Loss Diet Counseling,Osteoporosis Treatment,Parathyroid diseases"
Dr. M. K. M. Daulatullah,"MBBS,FCPS (ENT),MCPS (ENT)",Otolaryngologists (ENT),18,Popular Diagnostic Centre Ltd. | Narayangonj, Narayanganj-1400,"Adenoiditis,Laryngitis,Swimmer's ear,Tonsillitis Treatment,Dust Pollen & Pet Allergies diagnosis & treatment,Allergies,Cholesteatoma,Laryngeal Papillomatosis,Nasal Polyps,Zenker's Diverticulum,Ear, Nose & Throat Evaluation"
Prof. Dr. D.G.M Akaiduzzaman,"MBBS,FCPS (ENT),MS (ENT)",Otolaryngologists (ENT),24,Popular Diagnostic Centre Ltd. | Narayangonj, Narayanganj-1400,"Chronic Rhinitis,Conductive Hearing Loss,Head and Neck Tumor,Meniere's disease,Otitis Media (Middle Ear Infection),Otosclerosis,Sinus / Sinusitis Treatment,Surgery for Snoring,Tinnitus (Ringing in the Ears),Deviated septum"
Dr. Md. Mostafizur Rahman,"MBBS,BCS (Health),DLO,FCPS (ENT),MS (ENT)",Otolaryngologists (ENT),17,Popular Diagnostic Centre Ltd. | Narayangonj, Narayanganj-1400,"Conductive Hearing Loss,Adenoiditis,Tonsillitis Treatment,Laryngitis,Skin Allergies,Cholesteatoma,Laryngeal Papillomatosis,Zenker's Diverticulum,Nasal Polyps,Ear, Nose & Throat Evaluation"
Dr. Amit Kumar Saha,"MBBS (DU),DLO (BSMMU)",Otolaryngologists (ENT),18,Popular Diagnostic Centre Ltd. | Narayangonj, Narayanganj-1400,"Head and Neck Tumor,Surgery for Snoring,Otitis Media (Middle Ear Infection),Tinnitus (Ringing in the Ears),Sinusitis,Chronic Rhinitis,Deviated septum,Swimmer's ear"
Dr. Tania Akbar,"MBBS,FCPS (Gynae & Obs.)",Gynecologist & Obstetrician,16,Enam Medical College & Hospital, Dhaka-1340,"Advice To Pregnant Women,Diseases in Pregnancy,Gynae Check Up,Gynaecological Endoscopy,Obstetric Medicine,Thyroid Disorders in Pregnancy,Thyroid Swelling,Urinary Tract Infection (UTI),Vaginal Infection Treatment,Hormonal disturbances in women"
Dr. Tahmina Khanum,"MBBS,MCPS,FCPS (Gynae & Obs.)",Gynecologist & Obstetrician,22,Enam Medical College & Hospital, Dhaka-1340,"Diseases in Pregnancy,Gynae Check Up,Gynec Advices,Hormone Dirtubances,Insulin Hormone,Obstetric Medicine,Obstetrics & Gynecology,Thyroid Specialist,Thyroid Storm,Thyroid Swelling,Uro Gynecology,Vaginal Infection Treatment,Urinary Tract Infection (UTI)"
Dr. Sayma Afroz,"MBBS,FCPS (Gynae & Obs.)",Gynecologist & Obstetrician,22,Enam Medical College & Hospital, Dhaka-1340,"Early Pregnancy Scan,Gynae Check Up,Hormonal disturbances in women,Hormone Dirtubances,Hyper / Hypo - Thyroid Treatment,Hyper / Hypo - Thyroidism Treatment,Obstetrics & Gynecology,Thyroid Disorders in Pregnancy,Thyroid Swelling,Urinary Tract Infection (UTI),Obstetric Medicine"
