Doctor Name,Education,Speciality,Experience,Chamber,Location,Concentration
Prof. Dr. A T M Aman Ullah,"MBBS,MS (Urology)","Urologist
Surgeon",20,Popular Diagnostic Centre Ltd. | Shantinagar (Unit 1), Dhaka-1217,"Disorder of Sexual Differentiation,Male Sexual Disorders,Reconstructive Urology,Sex Hormone Problems,Sexual Infertility,Urinary Tract Infection (UTI),Infertility Evaluation / Treatment"
Prof. Dr. Md. Razibul Alam,"MBBS,MD (Gastroenterology)",Gastroenterologist,21,Popular Diagnostic Centre Ltd. | Shantinagar (Unit 1), Dhaka-1217,"Acute Pancreatitis Treatment,Constipation Treatment,Gallbladder,Gas bloat,Gastritis Treatment,Gastrointestinal Diseases,Gastrointestinal Endoscopic Mucosal Resection,Gastroscopy,General Health,Liver Disease Treatment,Loose Motion,Piles Treatment (Non Surgical),Ulcer problem,Vomiting,Irritable Bowel Syndrome ( IBS ) Treatment"
Dr. Nargis Sultana Sumi,"MBBS,MCPS FCPS (OBGYN),Special Training on Infertility (India)",Gynecologist & Obstetrician,20,Popular Diagnostic Centre Ltd. | Shantinagar (Unit 1), Dhaka-1217,"General Health,Gynae Check Up,Hormonal disturbances in women,Infertility Evaluation / Treatment,Normal Vaginal Delivery (NVD),Sexual Infertility,Urinary Incontinence (Ui) Treatment,Vaginal Infection Treatment,Women's Health,Urinary Tract Infection (UTI),Abortion / Medical Termination of Pregnancy (MTP),Advice To Pregnant Women,Antenatal counselling for mothers with high risk pregnancies,Diseases in Pregnancy,All Gynae Surgery,Cosmetic Laser Gynaecologist"
Assoc. Prof. Dr. Farzana Rabin Shormi,"MBBS,M.Phil (Psychiatry),MD (Psychiatry)",Psychiatrist,N/A,"House # 11, Shantinagar , Motijheel, 4, Paltan, Dhaka-1217, Bangladesh",N/A,"Abnormal, Unusual, Strange Behavior,Anger Management,Behaviour problem in children,Depression and Suicidal Treatment,Developmental Delays,Disturbed Sleep,Family Counseling,Loss of Interest,Major Depressive Disorder,Mental health,Suicidal Behavior,women mental health issues,Sexual Problems"
Prof. Dr. A. S. M. Bazlul Karim,"MBBS,FCPS (Pediatrics),Fellow (Pediatric Gastroenterology & Nutrition)","Pediatrician
Pediatric Gastroenterologist",22,Popular Diagnostic Centre Ltd. | Dhanmondi, Dhaka-1205,"Children's Health,Chronic Liver Disease,Cirrhosis,Gastritis Treatment,Hepatitis B Treatment,Infant & Child nutrition,Jaundice Treatment,Liver & Pancreas Diseases,Liver Disease Treatment,Pancreatitis,stomach"
Assoc. Prof. Dr. Hasina Sadia Khan,"MBBS (DMC),MRCS (England),FCPS (Urology)",Urologist,15,Popular Diagnostic Centre Ltd. | Dhanmondi, Dhaka-1205,"Endourology,Reconstructive Urology,Urology Consultation,General Health,Blood in Urine,Blood in Urine (Hematuria) Treatment,Body Contouring Surgery,Genito Urinary Cancer,Genitourinary Cancers,Genitourinary Surgery,Urinary Bladder,Urinary Diversion,Urinary Fistula,Urinary Incontinence (Ui),Urinary Incontinence (Ui) Treatment,Urinary Leakage"
Dr. Raj Datta,"MBBS,BCS (Health),FCPS (Medicine),MD (Gastroenterology)",Gastroenterologist,N/A,"House #16, Road # 2, Dhanmondi R/A, 6, Dhanmondi, Dhaka-1205, Bangladesh",N/A,"Adolescent Medicine,Aesthetic Medicine,Colon Resection,Colonoscopy,Constipation Treatment,Gastritis Treatment,Gastroscopy,General Health,General Medicine,Medical Advisor,Medical Emergencies,Steatosis,Vomit blood"
Dr. Bithi Debnath,"MBBS (DMC),BCS (Health),FCPS (Pediatrics),FCPS (Pediatric Neurology),Fellowship in Autism (South Korea)",Pediatric Neurologist,N/A,"House #16, Road # 2, Dhanmondi R/A, 6, Dhanmondi, Dhaka-1205, Bangladesh",N/A,"Blackheads,Gallbladder Removal,Canalith Repositioning (CR),Deep Brain Stimulation,Electromyography (EMG),Epilepsy,Lumbar Puncture,Nerve and Muscle Disorders,Neuromuscular Disorders,Skull Base Surgery,Spinal Disorders,Stroke Treatment,Gamma-Knife Radiosurgery"
Prof. Dr. Shamim Ahmed,"MBBS,FCPS (Medicine),FRCP (Edin),FRCP (Glasg),FACP (USA),FWHO (Nephrology)",Nephrologist,N/A,"House #16, Road # 2, Dhanmondi R/A, 6, Dhanmondi, Dhaka-1205, Bangladesh",N/A,"Acute Kidney Injury (AKI),Adult Nephrology,Cancer - Kidney,Chronic Kidney Disease (CKD),IgA Nephropathy,Interventional nephrology,Kidney Biopsies,Kidney Dialysis,Kidney Disease Treatment,Kidney Failure Treatment,Lap Donor Nephrectomy,Nephrectomy,Nephrectomy (Kidney Removal),Kidney Infections"
Asso. Prof. Dr. Rajashis Chakraborti,"MBBS (DMC),FCPS (Medicine),MD (Chest Diseases),FCCP (USA),FRCP (Glassgow)",Pulmonologist,N/A,"House #16, Road # 2, Dhanmondi R/A, 6, Dhanmondi, Dhaka-1205, Bangladesh",N/A,"Bullectomy,Cardiovascular & Pulmonary Physiotherapy,Cardiac Medicine,CRT for Heart Failure,Decortication,Lung Surgery,Lung Transplant,Mediastinoscopy,Pneumonectomy,Pulmonary Function Test (PFT),Tracheostomy,Pediatric Dentistry"
Prof. Dr. Anisul Haque,"MBBS,PhD,FCPS (Medicine),FRCP (Edin)",Neurologist,N/A,"House #16, Road # 2, Dhanmondi R/A, 6, Dhanmondi, Dhaka-1205, Bangladesh",N/A,"24 hours neuro emergency care,Abdominal aortic aneurysms,Anxiety Neurosis,Aortic aneurysm endograft stent,Brain Aneursym Surgery,Brain Aneurysm Coiling,Brain Aneurysm Treatment,Cerebral Aneurysm,Clinical Neurologist,Endovascular Aneurysm Repair,Intervention Neurology,Interventional Neuroradiology,Memory Disorders,Memory Loss"
Prof. Dr. A. H. M. Rowshon,"MBBS,FCPS (Medicine),MD (Gastro)",Gastroenterologist,N/A,"House #16, Road # 2, Dhanmondi R/A, 6, Dhanmondi, Dhaka-1205, Bangladesh",N/A,"Alcoholic Liver Diseases,blood vomiting,Cancer - Liver,Chronic Liver Disease,Complete Percutaneous liver, lung, and renal tumor, management,Hepatitis A Treatment,Hepatitis C Treatment,Hepato-Biliary-Pancreatic,Gas bloat,Gastric Plication,Gastroenteritis Treatment,Gastritis Treatment,Gastro-Intestinal Cancer Treatment"
Dr. Ruhul Quddus,"MBBS,FCPS (Medicine),MD (Neurology)",Neurologist,N/A,"House #16, Road # 2, Dhanmondi R/A, 6, Dhanmondi, Dhaka-1205, Bangladesh",N/A,"24 hours neuro emergency care,Abdominal aortic aneurysms,Anxiety Neurosis,Aortic aneurysm endograft stent,Brain Aneursym Surgery,Brain Aneurysm Coiling,Brain Aneurysm Treatment,Cerebral Aneurysm,Clinical Neurologist,Memory Disorders,Memory Loss"
Prof. Dr. M. Mujibul Haque,"MBBS,FCPS,FRCP,DDV (DU),DDV (Austria)",Dermatologist,N/A,"House #16, Road # 2, Dhanmondi R/A, 6, Dhanmondi, Dhaka-1205, Bangladesh",N/A,"Acne,Acne / Pimples Treatment,Acne Problems,Acne Scar Treatment,Allergy Skin Prick Test,Bacterial Skin Infection Treatment,Cellulitis & Skin Abscesses,Chronic Skin Allergy,Dimple Creation,Disorder of Sexual Differentiation,Dull Skin,Nail Diseases Treatment,Smile Design,Allergic conjunctivitis"
Prof. Dr. S K Sader Hossain,"MBBS,FCPS (Surgery),FICS (USA),Training (Micro Neurosurgery, Germany)",Neurosurgeon,N/A,"House #16, Road # 2, Dhanmondi R/A, 6, Dhanmondi, Dhaka-1205, Bangladesh",N/A,"24 hours neuro emergency care,Abdominal aortic aneurysms,Anxiety Neurosis,Brain Aneursym Surgery,Brain Aneurysm Coiling,Brain Aneurysm Treatment,Cerebral Aneurysm,Clinical Neurologist,Diagnostic Neuroradiology,Endovascular Aneurysm Repair,Intervention Neurology,Interventional Neuroradiology,Memory Disorders,Memory Loss,Micro Neuro Surgeries,Memory problem"
Prof. Dr. A. K. M. Matiur Rahman,"MBBS,FCPS (Paed)",Pediatrician,N/A,"House #16, Road # 2, Dhanmondi R/A, 6, Dhanmondi, Dhaka-1205, Bangladesh",N/A,"Abdominoperineal Resection (Pediatric),Adopted Child Syndrome Treatment,Advanced Pediatric Life Support (APLS),Arthritis in Children,Asthma In Children,Auto-immune Diseases in Children,Bone Marrow Transplant(Pediatrics),Exchange Transfusion (Pediatric),General Pediatrics,Health Checkup (Pediatric),Paediatric Orthopedic Surgeon,Behaviour problem in children"
Prof. Dr. Fatema Rahman,"MBBS,DGO,MCPS,FCPS (Gynae)",Gynecologists,N/A,"House #16, Road # 2, Dhanmondi R/A, 6, Dhanmondi, Dhaka-1205, Bangladesh",N/A,"Abortion / Medical Termination of Pregnancy (MTP),Advaced Laproscopic Gynaecological Surgery,All Gynae Surgery,Cosmetic Laser Gynaecologist,Gynae Check Up,Gynae Problems,Gynaec Laparoscopy,Gynec Advices,Gynecologic Oncology,Gynecological Cancer Treatment,Gynecomastia Treatment / Surgery,Laparoscopic Gynaecology,Laparoscopic Surgery (Obs & Gyn),OB-GYN Anesthesia,Advice To Pregnant Women"
Dr. A. B. Siddique,"MBBS (Dhaka),MRCS (England),FCPS (Surgery),MS (Urology)",Urologist,N/A,"House #16, Road # 2, Dhanmondi R/A, 6, Dhanmondi, Dhaka-1205, Bangladesh",N/A,"Acute Kidney Injury (AKI),Blood in Urine,Blood in Urine (Hematuria) Treatment,Cancer - Kidney,Diabetic Kidney Disorder,Genito Urinary Cancer,Urinary Bladder,Urinary Diversion,Urinary Fistula,Urinary Incontinence (Ui),Urinary Incontinence (Ui) Treatment,Urinary Leakage,Urinary Tract / Bladder Stones Treatment,Genitourinary Surgery"
Prof. Dr. Md. Monjurul Alam,"MBBS,FCPS,MS (ENT),FICS (USA),Microwear Surgery (Bangkok, Mumbai, Malaysia),FESS & Plastic Surgery (Delhi, Chennai, Singapore),BSMMU.",Otolaryngologists (ENT),N/A,"House #16, Road # 2, Dhanmondi R/A, 6, Dhanmondi, Dhaka-1205, Bangladesh",N/A,"Congenital Ear Problem Treatment,Endoscopic Nose & Throat examination,Head and Neck Oncosurgery,Nasal and Sinus Allergy Care,Pure Tone Audiometry,Corneal Surgery,Oculoplastic Surgery,Abdominal surgery"
Prof. Dr. Kanak Kanti Barua,"MBBS,FCPS (Surgery),MS (Neurosurgery),PhD,FICS,BSMMU",Neurosurgeon,N/A,"House #16, Road # 2, Dhanmondi R/A, 6, Dhanmondi, Dhaka-1205, Bangladesh",N/A,"24 hours neuro emergency care,Abdominal aortic aneurysms,Anxiety Neurosis,Aortic aneurysm endograft stent,Brain Aneursym Surgery,Brain Aneurysm Coiling,Brain Aneurysm Treatment,Brain Hemorrhage,Brain infection,Brain Mapping,Cerebral Aneurysm,Intervention Neurology,Memory Disorders,Memory Improvement"
Prof. Dr. Anisur Rahman,"MBBS,BCS (Health),MD (Gastroenterology),CCD (BIRDEM)",Gastroenterologist,N/A,"House #16, Road # 2, Dhanmondi R/A, 6, Dhanmondi, Dhaka-1205, Bangladesh",N/A,"Cancer - Liver,Chronic Liver Disease,Endoscopy,Fatty Liver Treatment,Hepatitis B Treatment,Hepatitis C Treatment,Hepato-Biliary-Pancreatic,Vomit blood,Liver Biopsy,Bariatric (Gastric Bypass) Surgery,Gas bloat,Gastric Balloon,Gastric Plication,Gastritis Treatment,Gastro Intenstinal Onco Surgery"
Prof. Dr. A. K. M. Anwarul Islam,"MBBS,FCPS,FRCS,FICS,Clinical Fellow in Urology (WHO)",Urologist,N/A,"House #16, Road # 2, Dhanmondi R/A, 6, Dhanmondi, Dhaka-1205, Bangladesh",N/A,"Blood in Urine,Blood in Urine (Hematuria) Treatment,Earlobe suturing,Genito Urinary Cancer,Genitourinary Surgery,Urinary Bladder,Urinary Diversion,Urinary Fistula,Urinary Incontinence (Ui),Urinary Incontinence (Ui) Treatment,Urinary Leakage,Urinary Tract / Bladder Stones Treatment"
Dr. Mahamud Riyad Foysal,"MBBS (SSMC),FCPS (Surgery),MRCS (UK)",Surgeon,N/A,"House #16, Road # 2, Dhanmondi R/A, 6, Dhanmondi, Dhaka-1205, Bangladesh",N/A,"Advance Laparoscopic Surgeries,Appendicitis Treatment,Colorectal Surgery,General Surgery,Hernia Laparoscopic Surgery,Laparoscopic Appendectomy,Laparoscopic Hernia Surgery,Laparoscopic Surgery,Laparoscopy,Laparoscopic Cholecystectomy,Abdominal Cancer Surgery,Adenoid / Tonsil Surgery,All Gynae Surgery,Anal Fissure Surgery,Aortic Valve Surgery"
Dr. Md. Khairul Anam,"MBBS,MD (CHEST),FCCP (USA),Fellow Intensive & Critical Care Medicine (Thailand)",Pulmonologist,N/A,"House #16, Road # 2, Dhanmondi R/A, 6, Dhanmondi, Dhaka-1205, Bangladesh",N/A,"Bullectomy,Decortication,Lobectomy,Lung Surgery,Lung Transplant,Mediastinoscopy,Pneumonectomy,Pulmonary Function Test (PFT),Tracheostomy,Coronavirus Symptoms Treatment,100% Blocked artery Angioplasty,Congenital Heart Disease,CRT for Heart Failure,Chest Disease,Chest Pain Treatment,Diseases of the Chest"
Prof. Dr. A. S. M. A. Raihan,"MBBS,MD (Gastroenterology),FRCP (UK)",Gastroenterologist,N/A,"House #16, Road # 2, Dhanmondi R/A, 6, Dhanmondi, Dhaka-1205, Bangladesh",N/A,"Alcoholic Liver Diseases,blood vomiting,Cancer - Liver,Chronic Liver Disease,Complete Percutaneous liver, lung, and renal tumor, management,Hepatitis A Treatment,Liver Disease Treatment,Bariatric (Gastric Bypass) Surgery,Gas bloat,Gastritis Treatment,Gastro Intenstinal Onco Surgery,Gastroenteritis Treatment,Gastroenterology,Gastrointestinal Inflammation,Fatty Liver Treatment"
Dr. M.S. Alam,"MBBS,BCS (Health),FCPS (Medicine),MACP (USA),CCD (BIRDEM),EVC (BIRDEM)",Medicine Specialist,N/A,"House #16, Road # 2, Dhanmondi R/A, 6, Dhanmondi, Dhaka-1205, Bangladesh",N/A,"Adolescent Medicine,Aesthetic Medicine,Cardiac Medicine,Critical Care Medicine,Family Medicine,Fetal Medicine,Fetomaternal Medicine,General Medicine,Immediate Dentures,Kidney Medicine,Lung & Mediastinal Tumors,Maternal Fetal Medicine,Medical Advisor,Mediastinoscopy"
Prof. Dr. Md. Abdullahel Kafi,"MBBS,MCPS,FCPS (Gastro)",Gastroenterologist,N/A,"House #16, Road # 2, Dhanmondi R/A, 6, Dhanmondi, Dhaka-1205, Bangladesh",N/A,"Gas bloat,Gastric Balloon,Gastric Plication,Gastritis Treatment,Gastro Intenstinal Onco Surgery,Gastro-Intestinal Cancer Treatment,Gastroenteritis Treatment,Gastroenterology,Gastroesophageal Reflux Disease (GERD),Gastrointestinal Bleeding,Gastrointestinal Diseases,Gastrointestinal Infections,Gastrointestinal Inflammation,Gastrointestinal Motility Disorders,Gastrointestinal Oncology"
Dr. Abu Nayeem,"MBBS (DMC),FCPS (Medicine),MD (Neurology)",Neuromedicine Specialist,N/A,"House #16, Road # 2, Dhanmondi R/A, 6, Dhanmondi, Dhaka-1205, Bangladesh",N/A,"24 hours neuro emergency care,Abdominal aortic aneurysms,Anxiety Neurosis,Aortic aneurysm endograft stent,Aortic Aneurysm Surgery / Endovascular Repair,Brain Aneursym Surgery,Brain Aneurysm Coiling,Brain Aneurysm Treatment,Cerebral Aneurysm,Clinical Neurologist,Diagnostic Neuroradiology,Intervention Neurology,Memory Disorders,Memory Loss,Memory problem"
Prof. Dr. Md. Zahir Uddin,"MBBS,FCPS (Medicine),MD (Internal Medicine),FACP (USA),FRCP (UK)",Medicine Specialist,N/A,"House #16, Road # 2, Dhanmondi R/A, 6, Dhanmondi, Dhaka-1205, Bangladesh",N/A,"Adolescent Medicine,Aesthetic Medicine,Cardiac Medicine,Critical Care Medicine,Family Medicine,Fetal Medicine,Fetomaternal Medicine,General Medicine,Geriatric Medicine,Immediate Dentures,Kidney Medicine,Maternal Fetal Medicine,Medical Advisor,Medical Oncology,Medical Peels,Neonatal Medicine,Neuromedicine,Medical Emergencies"
Dr. Syed Abul Foyez,"MBBS,BCS (Health),FCPS (Medicine),MD (Hepatology)",Gastroenterologist,N/A,"House #16, Road # 2, Dhanmondi R/A, 6, Dhanmondi, Dhaka-1205, Bangladesh",N/A,"Alcoholic Liver Diseases,Cancer - Liver,Chronic Liver Disease,Complete Percutaneous liver, lung, and renal tumor, management,Hepatitis A Treatment,Liver Disease Treatment,Hepatitis C Treatment,Acute Liver Failure,Fatty Liver Disease,Gas bloat,Gastric Plication,Gastritis Treatment,Gastric Balloon"
Asst. Prof. Dr. Ripan Debnath,"MBBS,BCS (Health),MS",Urologist,N/A,"House 40, Rabindra Sarani , Sector 7, Uttara, 37, Uttara, Dhaka-1230, Bangladesh",N/A,"Blood in Urine,Blood in Urine (Hematuria) Treatment,Body Contouring Surgery,Earlobe suturing,Genito Urinary Cancer,Genitourinary Surgery,Urinary Bladder,Urinary Diversion,Urinary Fistula,Urinary Incontinence (Ui),Urinary Incontinence (Ui) Treatment,Urinary Leakage,Urinary Tract Infection (UTI)"
Prof. Dr. Mohammad Hyder Ali,"MBBS,FCPS (Medi)",Medicine Specialist,N/A,"House # 21, Road # 7, Sector # 4, Jashim Uddin More, Uttara, 40, Uttara, Dhaka-1230, Bangladesh",N/A,"Adolescent Medicine,Aesthetic Medicine,Cardiac Medicine,Critical Care Medicine,Family Medicine,Fetal Medicine,Fetomaternal Medicine,General Medicine,Geriatric Medicine,Immediate Dentures,Kidney Medicine,Mediastinoscopy,Medical Advisor,Medical Oncology,Medical Peels"
Prof. Dr. Faruque Ahmed,"MBBS,FCPS (Medicine),MD (Gastroenterology)",Gastroenterologist,20,Popular Diagnostic Centre Ltd. | Uttara (Unit 1), Dhaka-1230,"Chronic Liver Disease,Fatty Liver Treatment,Gallbladder,Gastritis Treatment,Liver & Pancreas Diseases,stomach,Acute Pancreatitis Treatment,Gas bloat,Gastric Balloon,Gastric Plication,Gastroenteritis Treatment,Gastroenterology,Gastroesophageal Reflux Disease (GERD),Gastrointestinal Bleeding"
Prof. Dr. Rumi Farhad Ara,"MBBS,DGO,FCPS (Obs & Gynae)",Gynecologist & Obstetrician,N/A,"House#52 Gareeb-e-Nawaz Ave, Sector#13, Uttara, Dhaka-1230, Bangladesh",N/A,"Female Infertility Treatment,Female Sexual Problems,Gynae Check Up,Gynec Advices,Hormonal disturbances in women,Infertility Evaluation / Treatment,Infertility Treatment,General Health"
Prof. Dr. Rashimul Haque Rimon,"MBBS,FCPS (MEDI),MD (NEURO)",Neurologist,N/A,"House # 21, Road # 7, Sector # 4, Jashim Uddin More, Uttara, 40, Uttara, Dhaka-1230, Bangladesh",N/A,"Bacterial Brain Abscess,Brain Aneurysm Treatment,Brain Hemorrhage,Brain infection,Brain Mapping,Brain Structure & Function,Brain Suite,Deep Brain Stimulation (DBS),Intervention Neurology,Interventional Neuroradiology,Neuro Consultation,Vascular Brain Diseases"
Prof. Dr. Md Moniruzzaman Bhuiyan,"MBBS,MD (Neurology),MACP (USA)",Neurologist,N/A,"House # 21, Road # 7, Sector # 4, Jashim Uddin More, Uttara, 40, Uttara, Dhaka-1230, Bangladesh",N/A,"24 hours neuro emergency care,Abdominal aortic aneurysms,Anxiety Neurosis,Aortic aneurysm endograft stent,Brain Aneursym Surgery,Brain Aneurysm Coiling,Brain Aneurysm Treatment,Cerebral Aneurysm,Memory Disorders,Memory Loss,Memory Improvement,Head & Neck Tumor Embolization"
Prof. Dr. Ahmed Minhaj Sumon,"MBBS (DMC),DLO,MCPS,FCPS (ENT)",Otolaryngologists (ENT),N/A,"House # 21, Road # 7, Sector # 4, Jashim Uddin More, Uttara, 40, Uttara, Dhaka-1230, Bangladesh",N/A,"Diagnostic Endoscopy of Ear-Nose-Throat,Ear Drum Repair,Ear Infections,Ear, Nose & Throat Evaluation,Eardrum Rupture Treatment,Foreign Body in Eyes, Ears, Nose and Throat,Nose Infections,Nosebleed (Epistaxis) Treatment,Throat Infections,Throat and Voice Problems"
Prof. Dr. Dilip Kumar Roy,"MBBS,FCPS (Internal Medicine),Senior Fellowship in Nephrology,MD (Nephrology)",Nephrologist,N/A,"House # 11, Shantinagar , Motijheel, 4, Paltan, Dhaka-1217, Bangladesh",N/A,"Acute Kidney Injury (AKI),Adult Nephrology,BP with Kidney Disease,Cancer - Kidney,Chronic Kidney Disease (CKD),Diabetic Kidney Disorder,IgA Nephropathy,Kidney Biopsies,Kidney Dialysis,Kidney Disease Treatment,Kidney Failure Treatment,Kidney Function Test,Kidney Infections,Interventional nephrology"
Prof. Dr. Sayeba Akhter,"MBBS,FCPS (OBGYN),FCPS (PAK),FICMCH (IN),DRH (UK)",Gynecologists,N/A,"House #16, Road # 2, Dhanmondi R/A, 6, Dhanmondi, Dhaka-1205, Bangladesh",N/A,"Fertility Conserving Procedures,Gynae Check Up,Gynae Problems,Gynaec Laparoscopy,Gynaecological Endoscopy,Urinary Bladder,Female Infertility Treatment,Advice To Pregnant Women,All Gynae Surgery,Complicated Pregnancy Treatment,Cosmetic Laser Gynaecologist,Diseases in Pregnancy,Gynec Advices,Gynecologic Oncology,Early Pregnancy Scan"
Dr. Iftekhar Ibne Mannan,"MBBS,FCPS (Plastic Surgery)",Plastic Surgeon,N/A,"House #16, Road # 2, Dhanmondi R/A, 6, Dhanmondi, Dhaka-1205, Bangladesh",N/A,"Burn Scar Reconstruction,Cosmetic Surgery,Dermatologic Surgery Small,Dimple Creation,Hair Transplant Surgery,Hand Surgery BURN,Lip reconstruction,Lip Reduction,Nail Surgery,Nose Fillers,Nosebleed (Epistaxis) Treatment,Oculoplastic Surgery,Smile Design,Sun Burn Treatment"
Dr. Dina Layla Hossain,"MBBS (DMC),BCS (Health),FCPS,MCPS (Gyne & obs)",Gynecologist & Obstetrician,N/A,"Cha-90/2, North Badda (Pragoti Sharoni), 39, Badda, Dhaka-1212, Bangladesh",N/A,"All Gynae Surgery,Cosmetic Laser Gynaecologist,Gynae Check Up,Gynae Problems,Gynaec Laparoscopy,Gynec Advices,Gynecologic Oncology,Gynecological Cancer Treatment,Gynecomastia Treatment / Surgery,OB-GYN Anesthesia,Obstetrics & Gynecology,Gynaecological Endoscopy"
Prof. Dr. Md. Toufiqur Rahman Faruque,"MBBS,MD (Cardiology),FCPS (Medicine),FACC (USA),FESC (EU)",Cardiologist,N/A,"House # 11, Shantinagar , Motijheel, 4, Paltan, Dhaka-1217, Bangladesh",N/A,"Cardiac Ablation,Cardiac Ablation,Cardiac Anesthesia,Cardiac Catheterization,Cardiac Disease,Cardiac Medicine,Cardiac MRI,Cardiac Pacing,Cardiac Rehabilitation,Cardiac Transplant,Cardiac Tumor Resection,Congenital Heart Surgery,Fast Heartbeat,Cardiomyopathy"
