Doctor Name,Education,Speciality,Experience,Chamber,Location,Concentration
Prof. Dr. Md. Fazlul Haque,"MBBS,FCPS (Pediatrics)",Pediatrician,25,Popular Diagnostic Centre Ltd. | Mirpur (Unit 1), Dhaka-1216,"Acidity in Children,Adopted Child Syndrome Treatment,Arthritis in Children,Asthma In Children,Auto-immune Diseases in Children,Behaviour problem in children,Behavioural Disorders in Children,Blood disorders in children,Bone Marrow Transplant(Pediatrics),Child and Adolescent Problems,Child Birth Education,Child Nutrition,Child Psychiatry,Child Vaccination,Exchange Transfusion (Pediatric),General Pediatrics,Health Checkup (Pediatric),Pediatric Dermatology"
Prof. Dr. Kamrul Hassan Shabuj,"MBBS,FCPS (Pediatrics),MD (Neonatology)","Neonatologist
Pediatrician",28,Popular Diagnostic Centre Ltd. | Mirpur (Unit 1), Dhaka-1216,"Abdominoperineal Resection (Pediatric),Acidity in Children,Advanced Pediatric Life Support (APLS),Arthritis in Children,Auto-immune Diseases in Children,Behaviour problem in children,General Pediatrics,Health Checkup (Pediatric),Health Checkup (Pediatric),Pediatric Allergy,Pediatric Anesthesia,Pediatric Critical Care,Pediatric Dentistry,Pediatric Diabetes,Behavioural Disorders in Children"
Prof. Dr. Md. Rafiqul Islam,"MBBS,FCPS (Medicine),MD (Chest)",Pulmonologist,28,Popular Diagnostic Centre Ltd. | Mirpur (Unit 1), Dhaka-1216,"Acute Respiratory Distress Syndrome (ARDS),Chest Disease,Chest Disease Treatment,Chest Pain Treatment,Home Ventilator(Non Invasive) Therapy For Chronic Respiratory Failure,Lower/Upper Respiratory Tract Infection Treatment,Respiratory Conditions,Respiratory Failure,Respiratory problems,Respiratory Tract Infection,Respiratory Tract Infection Treatment,Upper Respiratory Infection,Diseases of the Chest"
Prof. Dr. Sheikh Shahinur Hossain,"MBBS,DTCD,MD (Chest),FCCP (USA)",Pulmonologist,23,Popular Diagnostic Centre Ltd. | Mirpur (Unit 1), Dhaka-1216,"Acute Respiratory Distress Syndrome (ARDS),Chest Disease,Chest Disease Treatment,Chest Pain Treatment,Chest Radiology,Home Ventilator(Non Invasive) Therapy For Chronic Respiratory Failure,Lower/Upper Respiratory Tract Infection Treatment,Respiratory Conditions,Respiratory Failure,Respiratory problems,Respiratory Tract Infection,Respiratory Tract Infection Treatment,Upper Respiratory Infection,Diseases of the Chest"
Dr. Mahmood Hasan Khan,"MBBS,MD (Cardiology),Echo (India)",Cardiologist,14,Popular Diagnostic Centre Ltd. | Mirpur (Unit 1), Dhaka-1216,"Bacterial Endocarditis,Cardiac Ablation,Cardiac Anesthesia,Cardio Thoracic Surgery,Cardiogenic Shock,Cardiography,Cardiology,Cardiomyopathy,Cardiomyopathy,Cardiovascular & Pulmonary Physiotherapy,Cardioversion,Diagnostic Cardiovascular Imaging,Echocardiography,Non-Invasive Cardiology"
Dr. Md. Asaduzzaman,"MBBS,MD (Cardiology)",Cardiologist,15,Popular Diagnostic Centre Ltd. | Mirpur (Unit 1), Dhaka-1216,"Cardiac Ablation,Cardio Thoracic Surgery,Cardiogenic Shock,Cardiography,Cardiology,Cardiomyopathy,Cardiomyopathy,Cardiovascular & Pulmonary Physiotherapy,Cardioversion,Congenital Heart Surgery,Diagnostic Cardiovascular Imaging,Echocardiography,Electrocardiography,Non-Invasive Cardiology,Congenital Heart Defects"
Asst. Prof. Dr. Amanullah Bin Siddiq,"MBBS (DMC),MD (Cardiology)",Cardiologist,22,Popular Diagnostic Centre Ltd. | Mirpur (Unit 1), Dhaka-1216,"Cardiac Ablation,Cardiac Ablation,Cardiac Anesthesia,Cardiac Disease,Cardiac Medicine,Cardio Thoracic Surgery,Cardiogenic Shock,Cardiography,Cardiology,Cardiomyopathy,Cardiomyopathy,Cardioversion,Diagnostic Cardiovascular Imaging,Echocardiography,Fetal Echocardiography,Cardiac Catheterization"
Assoc. Prof. Dr. Nur Alam,"MBBS,MD (Cardiology),MESC (Italy)",Cardiologist,22,Popular Diagnostic Centre Ltd. | Mirpur (Unit 1), Dhaka-1216,"Bacterial Endocarditis,Cardiac Ablation,Cardiac Ablation,Cardiac Anesthesia,Cardio Thoracic Surgery,Cardiogenic Shock,Cardiography,Cardiology,Cardiomyopathy,Cardiomyopathy,Cardiovascular & Pulmonary Physiotherapy,Cardioversion,Diagnostic Cardiovascular Imaging,Echocardiography,Fetal Echocardiography,Cardiac Catheterization"
Assoc. Prof. Dr. Mohammadullah Firoz,"MBBS,MD (Cardiology),FCPS (Medicine)",Cardiologist,20,Popular Diagnostic Centre Ltd. | Mirpur (Unit 1), Dhaka-1216,"Cardiac Ablation,Cardiac Ablation,Cardiac Anesthesia,Cardiac Catheterization,Cardiac Invasive Procedures,Cardiac Medicine,Cardiogenic Shock,Cardiography,Cardiomyopathy,Cardiomyopathy,Cardioversion,CRT for Heart Failure,Echocardiography,Fast Heartbeat,Heart Abnormalities,Healthy Heart Diet"
Asst. Prof. Dr. Muhammad Rafiqul Islam,"MBBS (SSMC),MD (Medical Oncology)",Oncologist,18,Popular Diagnostic Centre Ltd. | Mirpur (Unit 1), Dhaka-1216,"Adrenal Cancer,Adrenal Cancer,Anal cancer,Bladder Cancer,Blood Cancer Specialist,Breast Cancer,Breast Cancer Management,Breast Cancer Screening,Breast Cancer Treatment,Gastro Intenstinal Onco Surgery,Haemato Oncology,Hemato Oncology,Paeditric Oncology"
Dr. S. Chakrabarty Chanchol,"MBBS,FCGP,PGT (Medicine),CCD",Medicine Specialist,15,Popular Diagnostic Centre Ltd.| English Road, Dhaka-1100,"Adolescent Medicine,Aesthetic Medicine,Cardiac Medicine,Cognitive remediation therapy (CRT),Critical Care Medicine,Family Medicine,Fetal Medicine,Fetomaternal Medicine,Geriatric Medicine,Immediate Dentures,Kidney Medicine,Lung & Mediastinal Tumors,Mediastinoscopy,General Medicine"
Asst. Prof. Dr. Ripon Kumar Saha,"MBBS,BCS,FCPS (Rheumatology)",Physical Medicine,20,Popular Diagnostic Centre Ltd.| English Road, Dhaka-1100,"Adolescent Medicine,Aesthetic Medicine,Cardiac Medicine,Critical Care Medicine,Family Medicine,Fetal Medicine,Fetomaternal Medicine,General Medicine,Geriatric Medicine,Immediate Dentures,Kidney Medicine,Lung & Mediastinal Tumors,Maternal Fetal Medicine,Medical Advisor,Medical Peels"
Dr. Md. Kamrul Ahsan Shamin,"MBBS,BCS,FCPS (Surgery)","Colorectal Surgeon
General Surgeon
Laparoscopic Surgeon",15,Popular Diagnostic Centre Ltd.| English Road, Dhaka-1100,"Abdominal Cancer Surgery,Abdominal surgery,Adenoid / Tonsil Surgery,Advance Laparoscopic Surgeries,Advanced Endoscopic & Laparoscopic Surgeries,Anal Fissure Surgery,Anterior Segment Surgery,Aortic Valve Surgery,Fertility enhancing laparoscopic surgeries,Hernia Laparoscopic Surgery,Laparoscopic & Open Surgery for Colon Cancer,Atrial Septal Defect Surgery"
Asst. Prof. Dr. Rana Jahangir Alam,"MBBS,FCPS (Surgery),MRCS (Edin, UK)",General Surgeon,23,Popular Diagnostic Centre Ltd.| English Road, Dhaka-1100,"Abdominal Cancer Surgery,Abdominal surgery,Adenoid / Tonsil Surgery,Anal Fissure Surgery,Anterior Segment Surgery,Anti Reflux (Gerd) Surgery,Aortic Aneurysm Surgery / Endovascular Repair,Aortic Anuerysm Surgery / Endovascular Repair,Aortic Valve Surgery,Arthoscopic Surgery,Atrial Fibrillation Surgery,Atrial Septal Defect Surgery"
Prof. Dr. Gobindro Chandra Saha,"MBBS,FCPS,MRCS,MS",General Surgeon,26,Popular Diagnostic Centre Ltd.| English Road, Dhaka-1100,"Abdominal Cancer Surgery,Abdominal surgery,Adenoid / Tonsil Surgery,Anal Fissure Surgery,Anterior Segment Surgery,Anti Reflux (Gerd) Surgery,Aortic Anuerysm Surgery / Endovascular Repair,Aortic Valve Surgery,Aqueductal Stenosis Surgery,Arthoscopic Surgery,Atrial Fibrillation Surgery"
Dr. Abu Naser Al Amin,"MBBS,MD (Pedatrics)",Pediatrician,16,Popular Diagnostic Centre Ltd.| English Road, Dhaka-1100,"Abdominoperineal Resection (Pediatric),Arthritis in Children,Asthma In Children,Behaviour problem in children,Bone Marrow Transplant(Pediatrics),Exchange Transfusion (Pediatric),General Pediatrics,Health Checkup (Pediatric),Health Checkup (Pediatric),Paediatric Orthopedic Surgeon,Pediatric Allergy,Blood disorders in children"
Prof. Dr. MD. Salim,"MBBS (Health),BCS (Health),MPH (Mother and Child),MD (Child)",Pediatrician,26,Popular Diagnostic Centre Ltd.| English Road, Dhaka-1100,"Abdominoperineal Resection (Pediatric),Advanced Pediatric Life Support (APLS),Arthritis in Children,Asthma In Children,Behaviour problem in children,Behavioural Disorders in Children,Blood disorders in children,Bone Marrow Transplant(Pediatrics),Exchange Transfusion (Pediatric),Health Checkup (Pediatric),Health Checkup (Pediatric),Child and Adolescent Problems"
Prof. Dr. Nihar Ranjan Sarker,"MBBS,FRCP,DCH (Dhaka)",Pediatrician,27,Popular Diagnostic Centre Ltd.| English Road, Dhaka-1100,"Abdominoperineal Resection (Pediatric),Adopted Child Syndrome Treatment,Advanced Pediatric Life Support (APLS),Arthritis in Children,Asthma In Children,Behaviour problem in children,Behavioural Disorders in Children,Blood disorders in children,Bone Marrow Transplant(Pediatrics),Child and Adolescent Problems,Child Birth Education,Exchange Transfusion (Pediatric),General Pediatrics,Child Nutrition"
Prof. Dr. Reaz Mobarak,"MBBS,FRCP (UK),MS (USA),DCH (Dhaka),DTM&H (London)",Pediatrician,25,Popular Diagnostic Centre Ltd.| English Road, Dhaka-1100,"Abdominoperineal Resection (Pediatric),Acidity in Children,Adopted Child Syndrome Treatment,Arthritis in Children,Asthma In Children,Auto-immune Diseases in Children,Behaviour problem in children,Behavioural Disorders in Children,Blood disorders in children,Bone Marrow Transplant(Pediatrics),cancer in children,Child and Adolescent Problems,Exchange Transfusion (Pediatric)"
Asst. Prof. Dr. Pradip Kumar Mondol,"MBBS,MS (Surgery)","General Surgeon
Laparoscopic Surgeon
Colorectal Surgeon",20,Popular Diagnostic Centre Ltd.| English Road, Dhaka-1100,"Abdominal Cancer Surgery,Adenoid / Tonsil Surgery,Advaced Laproscopic Gynaecological Surgery,Advanced Endoscopic & Laparoscopic Surgeries,All Gynae Surgery,Anal Fissure Surgery,Anterior Segment Surgery,Aortic Aneurysm Surgery / Endovascular Repair,Fertility enhancing laparoscopic surgeries,Hernia Laparoscopic Surgery,Laparoscopic Adjustable Gastric Band,Laparoscopic Appendectomy,Laparoscopic Cholecystectomy,Anti Reflux (Gerd) Surgery"
Dr. Sanjana Sharmin Shosi,"MBBS,FCPS (Breast-Surgery)","Laparoscopic Surgeon
Colorectal Surgeon",15,Popular Diagnostic Centre Ltd.| English Road, Dhaka-1100,"Advance Laparoscopic Surgeries,Bariatric Surgery,Fertility enhancing laparoscopic surgeries,Gynaec Laparoscopy,Hernia Laparoscopic Surgery,Hipato Biliary Surgery,Kidney Biopsies,Laparoscopic & Open Surgery for Colon Cancer,Laparoscopic Cholecystectomy,Laparoscopic Colorectal Surgery,Liver resection,Tubal ligation and reversal"
Assoc. Prof. Dr. Bimol Kumar Agarwala,"MBBS (DU),DEM (Birdem)",Diabetologist,25,Popular Diagnostic Centre Ltd.| English Road, Dhaka-1100,"Depression and Anxiety in Diabetes,Diabetes in Cancers(immunocompromised),Diabetes in Children,Diabetes Management,Diabetes Management,Growth Hormone Disorders,Hormonal disturbances in women,Hormonal therapy,Hormone Dirtubances,Hormone testing,Hormone Therapy For Breast Cancer,Hyperthyroidism,Hypothyroidism,Parathyroid diseases,Parathyroid disorders,Parathyroid Gland"
Dr. Yusuf Ali,"MBBS,MCPS,FCPS,MRCP",Diabetologist,14,Popular Diagnostic Centre Ltd.| English Road, Dhaka-1100,"Diabetes,Diabetes in Children,Diabetes Management,Growth Hormone Disorders,Hormonal therapy,Hormone Dirtubances,Hormone testing,Hormone Therapy For Prostate Cancer,Hypothyroidism,Insulin Hormone,Parathyroid diseases,Parathyroid diseases,Parathyroid Hormone,Thyroid,Thyroid Disease in Children,Diabetes Management"
Dr. Kazi Ali Aftab Shawon,"MBBS,BCS,FCPS (Medicine),MRCP (M, England),MACP (America),CCD (Birdem)",Diabetologist,15,Popular Diagnostic Centre Ltd.| English Road, Dhaka-1100,"Depression and Anxiety in Diabetes,Diabetes,Diabetes in Cancers(immunocompromised),Diabetes in Children,Growth Hormone Disorders,Hormonal disturbances in women,Hormonal therapy,Hyperthyroidism,Hypothyroidism,Parathyroid Gland,Thyroid Diseases,Thyroid Disorders in Diabetes,Thyroid Disorders in Pregnancy,Thyroid Surgery,Insulin Hormone"
Dr. M. A. Sayem,"MBBS,DLP,CCD",Diabetologist,17,Popular Diagnostic Centre Ltd.| English Road, Dhaka-1100,"Diabetes in Children,Diabetes Management,Growth Hormone Disorders,Hormonal disturbances in women,Hormonal therapy,Hormone Dirtubances,Hormone testing,Hormone Therapy For Breast Cancer,Hyperthyroidism,Parathyroid diseases,Parathyroid diseases,Parathyroid disorders,Thyroid Disorders in Pregnancy,Diabetes Induced Erectile Dysfunction"
Dr. S. Saha Manosh,"MBBS,CCD (BARDEM),DLP (UK)",Diabetologist,15,Popular Diagnostic Centre Ltd.| English Road, Dhaka-1100,"Cystic fibrosis-related diabetes,Diabetes,Diabetes in Children,Diabetes Management,Hormonal therapy,Hormone Dirtubances,Hyperthyroidism,Hypothyroidism,Parathyroid diseases,Parathyroid disorders,Thyroid Diseases,Thyroid Disorders in Pregnancy,Thyroid Storm,Hormone testing"
Assoc. Prof. Dr. Yakub Ali,"MBBS,D-ORTHO,MS",Orthopedist,22,Popular Diagnostic Centre Ltd.| English Road, Dhaka-1100,"Dentofacial Orthopedics,Functional Orthopedics,General Orthopedic Clinic,Jaw Orthopedics,Lingual Orthodontics,Orthodontics,Orthographic Surgery,Orthopaedic Diseases,Orthopedic in Pitampura,Orthopedic physical therapy,Orthopedic Surgery"
Assoc. Prof. Dr. Mizanur Rahaman Kallol,"MBBS,D-Ortho (BSMMU),PhD (USA)",Orthopedist,23,Popular Diagnostic Centre Ltd.| English Road, Dhaka-1100,"Dentofacial Orthopedics,Functional Orthopedics,General Orthopedic Clinic,Jaw Orthopedics,Lingual Orthodontics,Orthodontics,Orthographic Surgery,Orthopaedic Diseases,Orthopedic in Pitampura,Orthopedic physical therapy,Orthopedic Physiotherapy,Orthopedic surgeon in pitampura,Orthopedic Surgery,Orthotic Splints"
Dr. Md. Moinul Hasan Chishti,"MBBS (Dhaka),BCS (Health),D-Ortho (BSMMU),FICS (USA)",Orthopedist,20,Popular Diagnostic Centre Ltd.| English Road, Dhaka-1100,"Dentofacial Orthopedics,Functional Orthopedics,General Orthopedic Clinic,Jaw Orthopedics,Lingual Orthodontics,Orthodontics,Orthographic Surgery,Orthopaedic Diseases,Orthopedic in Pitampura,Orthopedic physical therapy,Orthopedic Physiotherapy,Orthopedic surgeon in pitampura,Orthopedic Surgery"
Dr. Shawon Datta,"MBBS (Dhaka),BCS (Health),MS (Orthopedic & Traumatology)",Orthopedist,15,Popular Diagnostic Centre Ltd.| English Road, Dhaka-1100,"Dentofacial Orthopedics,Functional Orthopedics,General Orthopedic Clinic,Jaw Orthopedics,Lingual Orthodontics,Orthodontics,Orthographic Surgery,Orthopaedic Diseases,Orthopedic in Pitampura,Orthopedic physical therapy,Orthopedic Physiotherapy,Orthopedic surgeon in pitampura,Orthopedic Surgery"
Asst. Prof. Dr. A. B. M. Zakir Uddin,"MBBS,D-Ortho,MS (Ortho)",Orthopedist,25,Popular Diagnostic Centre Ltd.| English Road, Dhaka-1100,"Dentofacial Orthopedics,Functional Orthopedics,General Orthopedic Clinic,Jaw Orthopedics,Lingual Orthodontics,Orthodontics,Orthographic Surgery,Orthopaedic Diseases,Orthopedic in Pitampura,Orthopedic physical therapy,Orthopedic Physiotherapy,Orthopedic Surgery,Orthotic Splints"
Assoc. Prof. Dr. Ashraful Islam,"MBBS,MS (Ortho)",Orthopedist,24,Popular Diagnostic Centre Ltd.| English Road, Dhaka-1100,"Dentofacial Orthopedics,Functional Orthopedics,General Orthopedic Clinic,Jaw Orthopedics,Lingual Orthodontics,Orthodontics,Orthographic Surgery,Orthopaedic Diseases,Orthopedic in Pitampura,Orthopedic physical therapy,Orthopedic Physiotherapy,Orthopedic Surgery,Orthotic Splints"
Assoc. Prof. Dr. Abdullah Al Mamun,"MBBS,MD (Hepatology),CCD",Hepatologist,23,Popular Diagnostic Centre Ltd.| English Road, Dhaka-1100,"Acute Liver Failure,Alcoholic Fatty Liver Disease,Cancer - Liver,Colorectal & Hepatobiliary Surgery,Gas bloat,Gastric Balloon,Hepatitis A Treatment,Hepatitis B Treatment,Hepatitis C Treatment,Hepatitis D Treatment,Hepatitis E Treatment,Hepato-Biliary-Pancreatic,Interventional Hepatology,Liver diseases especially Hepatitis B, C and Alcoholic Liver Disease.,Chronic Liver Disease"
Prof. Dr. Prodip Kumar Biswas,"MBBS,FCPS,BCS,MD",Gastroenterologist,20,Popular Diagnostic Centre Ltd.| English Road, Dhaka-1100,"Acute Liver Failure,Alcoholic Fatty Liver Disease,Gas bloat,Gastric Balloon,Gastric Plication,Gastritis Treatment,Gastro Intenstinal Onco Surgery,Gastro-Intestinal Cancer Treatment,Gastroenteritis Treatment,Gastroenterology,Gastroesophageal Reflux Disease (GERD),Gastrointestinal Bleeding,Gastrointestinal Disorders,Cancer - Liver"
Dr. B. M. Sahin,"MBBS,MD (Hepatology)",Hepatologist,15,Popular Diagnostic Centre Ltd.| English Road, Dhaka-1100,"Acute Liver Failure,Alcoholic Fatty Liver Disease,Cancer - Liver,Colorectal & Hepatobiliary Surgery,Hepatitis A Treatment,Hepatitis B Treatment,Hepatitis C Treatment,Hepatitis D Treatment,Hepatitis E Treatment,Hepato-Biliary-Pancreatic,Interventional Hepatology,Liver diseases especially Hepatitis B, C and Alcoholic Liver Disease.,Chronic Liver Disease"
Dr. S. Biswas Sojol,"MBBS,MD (Gastro)",Gastroenterologist,18,Alliance Hospital Ltd., Dhaka-1207,"Bariatric (Gastric Bypass) Surgery,Gas bloat,Gastric Balloon,Gastric Plication,Gastritis Treatment,Gastro Intenstinal Onco Surgery,Gastro-Intestinal Cancer Treatment,Gastroenteritis Treatment,Gastroenterology,Gastroesophageal Reflux Disease (GERD),Gastrointestinal Bleeding,Gastrointestinal Diseases,Gastrointestinal Disorders,Gastrointestinal Infections,Gastrointestinal Oncology"
Dr. Mehnaz Afroz,"MBBS,MCPS (Gynae),DGO,M-PHIL,FCPS (Gynae)",Gynecologists,15,Ibn Sina Diagnostic Center | Lalbagh, Dhaka-1217,"Abortion / Medical Termination of Pregnancy (MTP),Advice To Pregnant Women,All Gynae Surgery,Complicated Pregnancy Treatment,Cosmetic Laser Gynaecologist,Diseases in Pregnancy,Gynae Check Up,Gynae Problems,Gynae Problems,Gynaec Laparoscopy,Gynec Advices,Gynecologic Oncology,Gynecological Cancer Treatment,Gynecomastia Treatment / Surgery,Laparoscopic Surgery (Obs & Gyn),OB-GYN Anesthesia,Doppler Scan In Pregnancy"
Assoc. Prof. Dr. Jhumur Ghosh,"MBBS,MD","Gastroenterologist
Hepatologist",26,Popular Diagnostic Centre Ltd.| English Road, Dhaka-1100,"Acute Liver Failure,Alcoholic Fatty Liver Disease,Alcoholic Liver Diseases,Cancer - Liver,Chronic Liver Disease,Fatty Liver Disease,Gas bloat,Gastric Balloon,Gastric Plication,Gastritis Treatment,Gastro Intenstinal Onco Surgery,Gastroenteritis Treatment,Liver Biliary & Pancreatic Surgery"
Assoc. Prof. Dr. Md. Afzal Hosen,"MBBS,MD","Endocrinologist
Medicine Specialist",24,Popular Diagnostic Centre Ltd.| English Road, Dhaka-1100,"Diabetes,Diabetes in Cancers(immunocompromised),Diabetes in Children,Diabetes Management,Growth Hormone Disorders,Hormonal disturbances in women,Hormonal therapy,Hormone Dirtubances,Hormone testing,Hyperthyroidism,Hypothyroidism,Parathyroid diseases,Thyroid,Thyroid Diseases,Thyroid nodule"
Prof. Dr. Sudip Das Gupta,"MBBS,MS (Urology),FCS (USA)",Urologist,27,Popular Diagnostic Centre Ltd.| English Road, Dhaka-1100,"Blood in Urine,Blood in Urine (Hematuria) Treatment,Body Contouring Surgery,Earlobe suturing,Genito Urinary Cancer,Genitourinary Cancers,Genitourinary Malignancies,Urinary Bladder,Urinary Diversion,Urinary Fistula,Urinary Leakage,Urinary Incontinence (Ui)"
Assoc. Prof. Dr. Md. Kabiruzzaman,"MBBS,MCPS,FCGP,CCD,MACG (Gaestroenterology)",Gastroenterologist,20,Popular Diagnostic Centre Ltd.| English Road, Dhaka-1100,"Alcoholic Liver Diseases,Chronic Liver Disease,Gas bloat,Gastric Balloon,Gastric Plication,Gastritis Treatment,Gastro Intenstinal Onco Surgery,Gastroenterology,Gastroesophageal Reflux Disease (GERD),Gastrointestinal Bleeding,Gastrointestinal Cancer Surgery,Gastrointestinal Diseases,Gastrointestinal Disorders,Gastrointestinal Oncology"
Asst. Prof. Dr. Uthpol Kumar Datta,"MBBS,BCS,MS (BSMMU)",Otolaryngologists (ENT),25,Popular Diagnostic Centre Ltd.| English Road, Dhaka-1100,"Adenoid / Tonsil Surgery,Conductive Hearing Loss,Congenital Ear Problem Treatment,Diagnostic Endoscopy of Ear-Nose-Throat,Diagnostic Nasal Endoscopy,Diagnostic nasal, otological & laryngeal endoscopy,Ear Drum Repair,Ear Infections,Ear, Nose & Throat Evaluation,Nasal Disorders,Nose Infections,Tonsillitis Treatment"
